,OG,dN_dS
168,OG14397.out_yn00,0.20035
169,OG8251.out_yn00,0.23075
170,OG1465.out_yn00,
171,OG10151.out_yn00,0.2092
172,OG6976.out_yn00,0.1197
173,OG9650.out_yn00,0.1994
174,OG6454.out_yn00,0.20465
175,OG2047.out_yn00,0.1351
176,OG14448.out_yn00,0.2296
177,OG15417.out_yn00,0.17405
178,OG17401.out_yn00,0.1121
179,OG11789.out_yn00,0.3276
180,OG10559.out_yn00,0.19835
181,OG16685.out_yn00,0.207
182,OG7385.out_yn00,0.104
183,OG17177.out_yn00,0.3557
184,OG3310.out_yn00,
185,OG4790.out_yn00,0.1777
186,OG18358.out_yn00,0.2818
187,OG13173.out_yn00,0.1317
188,OG3145.out_yn00,0.1531
189,OG1750.out_yn00,0.0955
190,OG8755.out_yn00,0.2003
191,OG5816.out_yn00,
192,OG7670.out_yn00,0.3311
193,OG5021.out_yn00,
194,OG8937.out_yn00,0.1982
195,OG4159.out_yn00,
196,OG6882.out_yn00,0.2725
197,OG15320.out_yn00,0.2063
198,OG11051.out_yn00,0.26005
199,OG10852.out_yn00,0.2257
200,OG4464.out_yn00,
201,OG2878.out_yn00,
202,OG2165.out_yn00,0.0876
203,OG16719.out_yn00,0.1367
204,OG4400.out_yn00,0.1747
205,OG10012.out_yn00,0.26885000000000003
206,OG2415.out_yn00,0.2607
207,OG2266.out_yn00,0.1508
208,OG9396.out_yn00,0.1867
209,OG9905.out_yn00,0.2284
210,OG1453.out_yn00,0.058
211,OG17095.out_yn00,0.1543
212,OG4089.out_yn00,
213,OG18534.out_yn00,0.4193
214,OG8464.out_yn00,0.3504
215,OG10810.out_yn00,0.2433
216,OG8128.out_yn00,0.2584
217,OG12487.out_yn00,0.183
218,OG4404.out_yn00,
219,OG11440.out_yn00,0.215
220,OG6862.out_yn00,0.1232
221,OG7233.out_yn00,0.1602
222,OG15037.out_yn00,0.186
223,OG2992.out_yn00,
224,OG16397.out_yn00,0.1736
225,OG9230.out_yn00,0.2562
226,OG13248.out_yn00,0.1219
227,OG4244.out_yn00,0.1036
228,OG18178.out_yn00,0.3994
229,OG5276.out_yn00,0.1819
230,OG15150.out_yn00,0.2308
231,OG3362.out_yn00,0.0642
232,OG15920.out_yn00,0.1503
233,OG4680.out_yn00,0.1494
234,OG7035.out_yn00,0.2269
235,OG5338.out_yn00,0.1833
236,OG4269.out_yn00,0.1308
237,OG12350.out_yn00,0.24155
238,OG13690.out_yn00,0.0966
239,OG2598.out_yn00,0.1373
240,OG8133.out_yn00,0.3321
241,OG13320.out_yn00,0.4237
242,OG7770.out_yn00,0.1892
243,OG2186.out_yn00,
244,OG10760.out_yn00,0.2146
245,OG13090.out_yn00,0.1593
246,OG16024.out_yn00,0.30495
247,OG17390.out_yn00,0.1254
248,OG5567.out_yn00,0.235
249,OG8032.out_yn00,0.1699
250,OG4452.out_yn00,0.212
251,OG14837.out_yn00,0.33905
252,OG6110.out_yn00,0.1701
253,OG7510.out_yn00,0.29035
254,OG16088.out_yn00,0.3509
255,OG9383.out_yn00,0.397
256,OG18153.out_yn00,0.1029
257,OG18391.out_yn00,0.3378
258,OG15750.out_yn00,0.20534999999999998
259,OG9020.out_yn00,0.1502
260,OG18004.out_yn00,0.2444
261,OG1408.out_yn00,0.1731
262,OG14799.out_yn00,0.1519
263,OG4758.out_yn00,
264,OG2578.out_yn00,
265,OG5487.out_yn00,0.2338
266,OG7401.out_yn00,0.1518
267,OG8262.out_yn00,0.0421
268,OG5864.out_yn00,0.2527
269,OG6059.out_yn00,0.1667
270,OG7803.out_yn00,0.231
271,OG8525.out_yn00,0.2898
272,OG4539.out_yn00,0.1797
273,OG7328.out_yn00,0.46
274,OG12444.out_yn00,0.5025
275,OG15451.out_yn00,0.4341
276,OG12507.out_yn00,0.2167
277,OG8398.out_yn00,0.2622
278,OG6726.out_yn00,0.13615
279,OG5113.out_yn00,0.2229
280,OG5175.out_yn00,0.2482
281,OG8676.out_yn00,0.23055
282,OG5979.out_yn00,0.1398
283,OG17439.out_yn00,0.1274
284,OG14463.out_yn00,0.33475
285,OG7505.out_yn00,0.0958
286,OG10734.out_yn00,0.17125
287,OG4198.out_yn00,0.2527
288,OG14912.out_yn00,0.12555
289,OG9848.out_yn00,0.26065
290,OG6367.out_yn00,
291,OG2628.out_yn00,0.1168
292,OG5142.out_yn00,0.1459
293,OG16831.out_yn00,0.18725
294,OG8867.out_yn00,0.3089
295,OG14788.out_yn00,0.15744999999999998
296,OG10866.out_yn00,0.1987
297,OG6766.out_yn00,0.1851
298,OG7718.out_yn00,0.24309999999999998
299,OG8971.out_yn00,0.2836
300,OG4609.out_yn00,0.0925
301,OG14405.out_yn00,0.20635
302,OG10125.out_yn00,0.2004
303,OG16638.out_yn00,0.1498
304,OG15477.out_yn00,0.16365000000000002
305,OG2495.out_yn00,0.0911
306,OG3635.out_yn00,0.1363
307,OG17186.out_yn00,0.3204
308,OG7833.out_yn00,0.1629
309,OG3637.out_yn00,0.1747
310,OG11796.out_yn00,0.1812
311,OG1652.out_yn00,0.1374
312,OG9922.out_yn00,0.2017
313,OG2828.out_yn00,0.0673
314,OG10617.out_yn00,0.4036
315,OG2465.out_yn00,0.0799
316,OG13813.out_yn00,0.2422
317,OG16202.out_yn00,0.2612
318,OG14273.out_yn00,0.2111
319,OG4485.out_yn00,0.1226
320,OG13730.out_yn00,0.0731
321,OG13067.out_yn00,0.1117
322,OG3647.out_yn00,0.1602
323,OG12654.out_yn00,0.18475
324,OG16717.out_yn00,0.17335
325,OG17973.out_yn00,0.1688
326,OG18258.out_yn00,0.1322
327,OG16772.out_yn00,0.1555
328,OG10046.out_yn00,
329,OG3354.out_yn00,0.0992
330,OG14810.out_yn00,0.1607
331,OG2706.out_yn00,0.1109
332,OG16506.out_yn00,0.1243
333,OG3001.out_yn00,
334,OG10329.out_yn00,0.1136
335,OG5288.out_yn00,0.1815
336,OG3501.out_yn00,0.2386
337,OG11857.out_yn00,0.17404999999999998
338,OG5544.out_yn00,0.1679
339,OG8171.out_yn00,0.2034
340,OG7347.out_yn00,0.3613
341,OG12517.out_yn00,0.30155
342,OG13421.out_yn00,0.2293
343,OG1777.out_yn00,0.0582
344,OG3968.out_yn00,0.1004
345,OG8457.out_yn00,0.338
346,OG2006.out_yn00,0.1999
347,OG8354.out_yn00,0.16455
348,OG8176.out_yn00,0.2396
349,OG8653.out_yn00,0.0927
350,OG9026.out_yn00,0.19155
351,OG14461.out_yn00,0.3385
352,OG3028.out_yn00,0.1744
353,OG17581.out_yn00,0.0436
354,OG18152.out_yn00,0.1574
355,OG12636.out_yn00,0.2869
356,OG6064.out_yn00,0.21234999999999998
357,OG9161.out_yn00,0.6644
358,OG14298.out_yn00,0.4795
359,OG14266.out_yn00,0.1668
360,OG12243.out_yn00,0.22275
361,OG1246.out_yn00,0.0863
362,OG14672.out_yn00,0.217
363,OG5817.out_yn00,
364,OG18466.out_yn00,0.2987
365,OG11719.out_yn00,0.1782
366,OG2476.out_yn00,0.2353
367,OG9670.out_yn00,0.2887
368,OG6349.out_yn00,0.2079
369,OG17103.out_yn00,0.1691
370,OG13531.out_yn00,0.1287
371,OG2579.out_yn00,
372,OG16097.out_yn00,0.1607
373,OG5108.out_yn00,0.1966
374,OG12622.out_yn00,0.18380000000000002
375,OG7113.out_yn00,0.1963
376,OG6771.out_yn00,0.2737
377,OG9268.out_yn00,0.1905
378,OG2145.out_yn00,0.1114
379,OG1758.out_yn00,0.089
380,OG5488.out_yn00,0.2637
381,OG5633.out_yn00,0.1608
382,OG5036.out_yn00,0.3632
383,OG1812.out_yn00,0.0489
384,OG12929.out_yn00,0.31855
385,OG12627.out_yn00,0.20415
386,OG17324.out_yn00,0.2982
387,OG12221.out_yn00,0.3807
388,OG5495.out_yn00,0.1312
389,OG18333.out_yn00,0.3074
390,OG4286.out_yn00,0.163
391,OG9497.out_yn00,0.1606
392,OG3275.out_yn00,0.17665
393,OG17347.out_yn00,0.1745
394,OG5720.out_yn00,0.2572
395,OG8715.out_yn00,0.1727
396,OG9063.out_yn00,0.1612
397,OG12018.out_yn00,0.47605
398,OG15673.out_yn00,0.46099999999999997
399,OG16698.out_yn00,0.2075
400,OG15389.out_yn00,0.0658
401,OG7598.out_yn00,0.1565
402,OG1689.out_yn00,0.0847
403,OG6937.out_yn00,0.1473
404,OG4479.out_yn00,0.0781
405,OG16613.out_yn00,0.2909
406,OG5433.out_yn00,0.19945000000000002
407,OG15542.out_yn00,0.11035
408,OG11432.out_yn00,0.20435
409,OG4297.out_yn00,0.0652
410,OG4793.out_yn00,0.11
411,OG4450.out_yn00,0.162
412,OG12538.out_yn00,0.28735
413,OG3189.out_yn00,0.1263
414,OG1335.out_yn00,0.0707
415,OG13228.out_yn00,1.7722
416,OG1572.out_yn00,0.0894
417,OG8972.out_yn00,0.1929
418,OG3638.out_yn00,
419,OG12586.out_yn00,0.1882
420,OG15399.out_yn00,0.26285000000000003
421,OG10270.out_yn00,0.1789
422,OG4514.out_yn00,
423,OG6806.out_yn00,0.32855
424,OG10432.out_yn00,0.1852
425,OG16092.out_yn00,0.2105
426,OG9748.out_yn00,0.0668
427,OG6239.out_yn00,0.09895000000000001
428,OG15758.out_yn00,0.0995
429,OG12537.out_yn00,0.16649999999999998
430,OG7908.out_yn00,0.36075
431,OG8081.out_yn00,0.12
432,OG17202.out_yn00,0.2695
433,OG9762.out_yn00,0.24409999999999998
434,OG12491.out_yn00,0.3053
435,OG2296.out_yn00,0.1736
436,OG5275.out_yn00,0.2223
437,OG2370.out_yn00,0.0782
438,OG1844.out_yn00,0.0911
439,OG3468.out_yn00,
440,OG15438.out_yn00,0.25185
441,OG10692.out_yn00,0.3519
442,OG1588.out_yn00,0.0448
443,OG10872.out_yn00,0.391
444,OG3376.out_yn00,
445,OG7431.out_yn00,
446,OG9901.out_yn00,0.3937
447,OG1375.out_yn00,
448,OG4424.out_yn00,0.1323
449,OG13627.out_yn00,0.1363
450,OG11100.out_yn00,0.175
451,OG3167.out_yn00,0.0889
452,OG8410.out_yn00,0.27485
453,OG2634.out_yn00,
454,OG16064.out_yn00,0.1562
455,OG1826.out_yn00,0.1399
456,OG4228.out_yn00,
457,OG10336.out_yn00,0.25405
458,OG4936.out_yn00,0.195
459,OG14234.out_yn00,0.2821
460,OG2474.out_yn00,0.2705
461,OG9942.out_yn00,0.1514
462,OG10260.out_yn00,0.44855
463,OG16715.out_yn00,0.0246
464,OG3115.out_yn00,0.0933
465,OG6780.out_yn00,0.13890000000000002
466,OG10449.out_yn00,0.27595000000000003
467,OG16193.out_yn00,0.38895
468,OG12280.out_yn00,0.1382
469,OG4594.out_yn00,0.2198
470,OG9352.out_yn00,0.2225
471,OG4696.out_yn00,0.2014
472,OG5238.out_yn00,0.2443
473,OG15644.out_yn00,0.1027
474,OG7192.out_yn00,0.2139
475,OG15100.out_yn00,0.15910000000000002
476,OG8173.out_yn00,0.20065
477,OG10701.out_yn00,0.09045
478,OG4027.out_yn00,0.1621
479,OG11506.out_yn00,0.19755
480,OG9513.out_yn00,0.1075
481,OG15952.out_yn00,0.2446
482,OG6727.out_yn00,0.3658
483,OG10769.out_yn00,0.19895
484,OG4432.out_yn00,0.1024
485,OG9089.out_yn00,0.38580000000000003
486,OG5841.out_yn00,0.1423
487,OG17269.out_yn00,0.2858
488,OG9252.out_yn00,0.1721
489,OG13952.out_yn00,0.3262
490,OG16101.out_yn00,0.2074
491,OG9079.out_yn00,0.1926
492,OG2694.out_yn00,0.0894
493,OG15036.out_yn00,0.21500000000000002
494,OG3884.out_yn00,
495,OG2681.out_yn00,0.1201
496,OG8552.out_yn00,0.2166
497,OG7676.out_yn00,0.2801
498,OG18377.out_yn00,0.4252
499,OG10396.out_yn00,0.17685
500,OG11289.out_yn00,0.1348
501,OG1404.out_yn00,0.1803
502,OG16631.out_yn00,0.1803
503,OG4375.out_yn00,0.0372
504,OG1525.out_yn00,0.0497
505,OG6997.out_yn00,0.14225
506,OG3085.out_yn00,0.1308
507,OG1871.out_yn00,0.0528
508,OG6216.out_yn00,0.1905
509,OG4140.out_yn00,
510,OG6879.out_yn00,0.2419
511,OG2515.out_yn00,0.0578
512,OG9405.out_yn00,0.2592
513,OG10628.out_yn00,0.13205
514,OG8266.out_yn00,0.239
515,OG1412.out_yn00,0.1037
516,OG1890.out_yn00,0.1226
517,OG4423.out_yn00,0.0259
518,OG9184.out_yn00,0.37124999999999997
519,OG4346.out_yn00,0.21395
520,OG8500.out_yn00,0.3018
521,OG9981.out_yn00,0.187
522,OG11274.out_yn00,0.2243
523,OG13114.out_yn00,0.1732
524,OG2881.out_yn00,0.1715
525,OG6201.out_yn00,0.3448
526,OG16304.out_yn00,0.2719
527,OG14411.out_yn00,0.2089
528,OG4044.out_yn00,
529,OG9722.out_yn00,0.23445
530,OG5422.out_yn00,
531,OG10440.out_yn00,0.2378
532,OG13545.out_yn00,0.2573
533,OG17422.out_yn00,0.2197
534,OG3518.out_yn00,0.222
535,OG8318.out_yn00,0.3997
536,OG5706.out_yn00,0.48885
537,OG2905.out_yn00,0.1521
538,OG8975.out_yn00,0.1558
539,OG6654.out_yn00,0.1047
540,OG1414.out_yn00,
541,OG5792.out_yn00,0.2691
542,OG12923.out_yn00,0.8048500000000001
543,OG15234.out_yn00,0.37570000000000003
544,OG8185.out_yn00,0.1228
545,OG6275.out_yn00,0.1782
546,OG4722.out_yn00,0.1197
547,OG9992.out_yn00,0.27055
548,OG13675.out_yn00,0.2176
549,OG4449.out_yn00,0.3165
550,OG7491.out_yn00,0.2276
551,OG5935.out_yn00,0.1329
552,OG13225.out_yn00,0.20975
553,OG4316.out_yn00,0.21
554,OG9397.out_yn00,0.29385
555,OG4340.out_yn00,0.1307
556,OG3926.out_yn00,0.1638
557,OG5693.out_yn00,0.1827
558,OG5225.out_yn00,0.1368
559,OG5302.out_yn00,0.0993
560,OG4126.out_yn00,0.1792
561,OG8711.out_yn00,
562,OG9011.out_yn00,0.10264999999999999
563,OG2540.out_yn00,0.1136
564,OG7945.out_yn00,0.2199
565,OG1666.out_yn00,0.2765
566,OG1811.out_yn00,0.0763
567,OG6474.out_yn00,0.3898
568,OG13906.out_yn00,0.3155
569,OG3320.out_yn00,
570,OG3186.out_yn00,0.2832
571,OG13127.out_yn00,0.1018
572,OG6022.out_yn00,0.2255
573,OG2473.out_yn00,0.1079
574,OG18375.out_yn00,0.2044
575,OG4903.out_yn00,0.1284
576,OG12997.out_yn00,0.0754
577,OG10700.out_yn00,0.14315
578,OG3702.out_yn00,0.049
579,OG9579.out_yn00,0.2569
580,OG2286.out_yn00,0.1099
581,OG12016.out_yn00,0.1698
582,OG8218.out_yn00,0.28435
583,OG3853.out_yn00,0.168
584,OG15984.out_yn00,0.1376
585,OG2281.out_yn00,0.3866
586,OG2734.out_yn00,0.1121
587,OG9542.out_yn00,0.06785
588,OG3118.out_yn00,0.0663
589,OG9414.out_yn00,0.17035
590,OG1617.out_yn00,
591,OG15516.out_yn00,0.1503
592,OG4474.out_yn00,
593,OG1740.out_yn00,0.1317
594,OG5677.out_yn00,0.1409
595,OG7986.out_yn00,0.3605
596,OG1527.out_yn00,0.2054
597,OG5473.out_yn00,0.1296
598,OG15412.out_yn00,0.23015
599,OG17542.out_yn00,0.1505
600,OG9923.out_yn00,0.1676
601,OG3121.out_yn00,0.1247
602,OG3615.out_yn00,0.0867
603,OG11798.out_yn00,1.1218
604,OG15137.out_yn00,0.0842
605,OG6827.out_yn00,0.1067
606,OG18212.out_yn00,0.2294
607,OG8271.out_yn00,0.40425
608,OG4351.out_yn00,
609,OG17426.out_yn00,0.1359
610,OG6415.out_yn00,0.19390000000000002
611,OG6898.out_yn00,0.10295
612,OG3531.out_yn00,
613,OG17251.out_yn00,0.2061
614,OG2443.out_yn00,0.0503
615,OG1626.out_yn00,0.0385
616,OG5768.out_yn00,0.1012
617,OG11560.out_yn00,0.1028
618,OG1999.out_yn00,
619,OG5200.out_yn00,0.3693
620,OG6384.out_yn00,0.2216
621,OG1647.out_yn00,0.1368
622,OG3304.out_yn00,0.083
623,OG2636.out_yn00,0.1661
624,OG16149.out_yn00,0.2144
625,OG3311.out_yn00,
626,OG15963.out_yn00,0.5299
627,OG10243.out_yn00,0.25915
628,OG7063.out_yn00,0.16115000000000002
629,OG5357.out_yn00,
630,OG1926.out_yn00,0.0605
631,OG2978.out_yn00,0.2336
632,OG14911.out_yn00,0.4422
633,OG2250.out_yn00,0.0514
634,OG17623.out_yn00,0.0849
635,OG2230.out_yn00,0.0867
636,OG16021.out_yn00,0.05885
637,OG3771.out_yn00,
638,OG1763.out_yn00,0.1326
639,OG1614.out_yn00,
640,OG8147.out_yn00,0.22505
641,OG3843.out_yn00,0.2189
642,OG5268.out_yn00,
643,OG1282.out_yn00,0.2142
644,OG6050.out_yn00,
645,OG17864.out_yn00,0.2643
646,OG13940.out_yn00,0.166
647,OG14508.out_yn00,0.35095
648,OG14774.out_yn00,0.13615
649,OG3409.out_yn00,
650,OG4494.out_yn00,0.1427
651,OG7559.out_yn00,0.1134
652,OG6502.out_yn00,0.38255
653,OG1583.out_yn00,
654,OG15096.out_yn00,0.13485
655,OG4133.out_yn00,
656,OG10876.out_yn00,0.1104
657,OG7932.out_yn00,0.12885
658,OG7613.out_yn00,0.1355
659,OG13515.out_yn00,0.12575
660,OG9926.out_yn00,0.1448
661,OG18061.out_yn00,0.1058
662,OG2485.out_yn00,0.06835
663,OG13961.out_yn00,0.3283
664,OG3973.out_yn00,0.0587
665,OG4509.out_yn00,0.0771
666,OG4556.out_yn00,
667,OG8642.out_yn00,0.21215
668,OG1817.out_yn00,0.058
669,OG14657.out_yn00,0.30225
670,OG6082.out_yn00,0.242
671,OG5015.out_yn00,
672,OG8231.out_yn00,0.0868
673,OG1954.out_yn00,0.0785
674,OG5970.out_yn00,0.2225
675,OG7119.out_yn00,0.16805
676,OG6980.out_yn00,0.2929
677,OG1903.out_yn00,0.1372
678,OG15051.out_yn00,0.17585
679,OG11565.out_yn00,0.3353
680,OG13146.out_yn00,0.2122
681,OG15831.out_yn00,0.3402
682,OG4748.out_yn00,0.3709
683,OG8954.out_yn00,
684,OG13554.out_yn00,0.2208
685,OG2732.out_yn00,0.1273
686,OG2339.out_yn00,
687,OG3901.out_yn00,0.1048
688,OG13907.out_yn00,0.1559
689,OG5094.out_yn00,0.2259
690,OG2306.out_yn00,0.3048
691,OG8843.out_yn00,0.3236
692,OG4886.out_yn00,0.4448
693,OG11616.out_yn00,0.0732
694,OG15383.out_yn00,0.2172
695,OG9300.out_yn00,0.17770000000000002
696,OG14168.out_yn00,0.3206
697,OG1843.out_yn00,0.0384
698,OG3246.out_yn00,0.122
699,OG7426.out_yn00,0.20755
700,OG6181.out_yn00,0.2251
701,OG9175.out_yn00,0.1668
702,OG2196.out_yn00,0.1134
703,OG2689.out_yn00,0.3063
704,OG4035.out_yn00,0.0942
705,OG8887.out_yn00,0.2176
706,OG7432.out_yn00,0.1758
707,OG14684.out_yn00,0.2581
708,OG7344.out_yn00,0.1518
709,OG9224.out_yn00,0.19065
710,OG15946.out_yn00,0.23305
711,OG10525.out_yn00,0.3823
712,OG7284.out_yn00,0.32675
713,OG12620.out_yn00,0.39890000000000003
714,OG8927.out_yn00,0.12865
715,OG4380.out_yn00,0.2132
716,OG5368.out_yn00,0.169
717,OG14900.out_yn00,0.39154999999999995
718,OG8837.out_yn00,0.2655
719,OG10719.out_yn00,0.2022
720,OG4547.out_yn00,
721,OG14302.out_yn00,0.1177
722,OG5055.out_yn00,0.1804
723,OG1257.out_yn00,0.1722
724,OG12604.out_yn00,0.2224
725,OG11634.out_yn00,0.2025
726,OG14350.out_yn00,0.2051
727,OG14716.out_yn00,0.3233
728,OG11313.out_yn00,0.15894999999999998
729,OG11819.out_yn00,0.1194
730,OG13525.out_yn00,0.16625
731,OG13358.out_yn00,0.1462
732,OG8477.out_yn00,0.2593
733,OG9657.out_yn00,0.24255
734,OG1508.out_yn00,0.1549
735,OG13287.out_yn00,0.1708
736,OG14389.out_yn00,0.2738
737,OG1346.out_yn00,0.0776
738,OG2562.out_yn00,0.1445
739,OG9708.out_yn00,0.2016
740,OG8152.out_yn00,0.213
741,OG2747.out_yn00,0.0956
742,OG6090.out_yn00,0.0953
743,OG14587.out_yn00,0.39485000000000003
744,OG1657.out_yn00,0.1081
745,OG11267.out_yn00,0.1248
746,OG15216.out_yn00,0.2814
747,OG5223.out_yn00,
748,OG14934.out_yn00,0.18385
749,OG2195.out_yn00,0.1348
750,OG4242.out_yn00,0.1654
751,OG7443.out_yn00,0.2052
752,OG8240.out_yn00,0.1362
753,OG10377.out_yn00,0.2746
754,OG9296.out_yn00,0.1829
755,OG13045.out_yn00,0.0934
756,OG7384.out_yn00,0.3174
757,OG4778.out_yn00,
758,OG15286.out_yn00,0.13335000000000002
759,OG7886.out_yn00,0.1328
760,OG6067.out_yn00,0.19225
761,OG3844.out_yn00,0.2087
762,OG14670.out_yn00,0.16135
763,OG6130.out_yn00,0.1684
764,OG17077.out_yn00,0.1122
765,OG1962.out_yn00,
766,OG16131.out_yn00,0.0945
767,OG1227.out_yn00,0.1138
768,OG13623.out_yn00,0.0892
769,OG6172.out_yn00,0.3514
770,OG15384.out_yn00,0.1761
771,OG5599.out_yn00,0.1548
772,OG10803.out_yn00,0.1703
773,OG1367.out_yn00,
774,OG11036.out_yn00,0.14625
775,OG7957.out_yn00,0.15610000000000002
776,OG10043.out_yn00,0.15565
777,OG13176.out_yn00,0.3059
778,OG3471.out_yn00,
779,OG6793.out_yn00,0.2491
780,OG12137.out_yn00,0.23809999999999998
781,OG14661.out_yn00,0.0893
782,OG12600.out_yn00,0.14400000000000002
783,OG2416.out_yn00,0.0986
