,OG,dN_dS
196,OG2978.out_yn00,0.2336
197,OG14911.out_yn00,0.4422
198,OG2250.out_yn00,0.0514
199,OG17623.out_yn00,0.0849
200,OG2230.out_yn00,0.0867
201,OG1763.out_yn00,0.1326
202,OG1614.out_yn00,0.1465
203,OG1282.out_yn00,0.2142
204,OG1583.out_yn00,0.1259
205,OG2485.out_yn00,0.06835
206,OG1817.out_yn00,0.058
207,OG5015.out_yn00,0.136
208,OG1954.out_yn00,0.0785
209,OG1903.out_yn00,0.1372
210,OG4748.out_yn00,0.3709
211,OG2732.out_yn00,0.1273
212,OG2339.out_yn00,0.1354
213,OG3901.out_yn00,0.1048
214,OG2306.out_yn00,0.3048
215,OG4886.out_yn00,0.4448
216,OG1843.out_yn00,0.0384
217,OG3246.out_yn00,0.122
218,OG2196.out_yn00,0.1134
219,OG2689.out_yn00,0.3063
220,OG4035.out_yn00,0.0942
221,OG7432.out_yn00,0.1758
222,OG4547.out_yn00,0.145
223,OG1257.out_yn00,0.1722
224,OG1508.out_yn00,0.1549
225,OG1346.out_yn00,0.0776
226,OG2562.out_yn00,0.1445
227,OG2747.out_yn00,0.0956
228,OG1657.out_yn00,0.1081
229,OG2195.out_yn00,0.1348
230,OG4242.out_yn00,0.1654
231,OG7384.out_yn00,0.3174
232,OG4778.out_yn00,0.1394
233,OG3844.out_yn00,0.2087
234,OG17077.out_yn00,0.1122
235,OG1962.out_yn00,0.09165000000000001
236,OG1227.out_yn00,0.1138
237,OG5599.out_yn00,0.1548
238,OG1367.out_yn00,0.1053
239,OG3471.out_yn00,0.208
240,OG6793.out_yn00,0.2491
241,OG2416.out_yn00,0.0986
242,OG2094.out_yn00,0.0412
243,OG2437.out_yn00,0.1342
244,OG4289.out_yn00,0.1434
245,OG4105.out_yn00,0.3678
246,OG6818.out_yn00,0.104
247,OG8784.out_yn00,0.10769999999999999
248,OG1349.out_yn00,0.0852
249,OG6829.out_yn00,0.1874
250,OG6220.out_yn00,0.1289
251,OG1535.out_yn00,0.1104
252,OG2498.out_yn00,0.0795
253,OG2638.out_yn00,0.1867
254,OG2602.out_yn00,0.0898
255,OG2467.out_yn00,0.1962
256,OG4625.out_yn00,0.283
257,OG14956.out_yn00,0.15705
258,OG1650.out_yn00,0.0869
259,OG2193.out_yn00,0.0814
260,OG4060.out_yn00,0.181
261,OG4281.out_yn00,0.1327
262,OG3620.out_yn00,0.1339
263,OG6387.out_yn00,0.16394999999999998
264,OG3303.out_yn00,0.1468
265,OG7129.out_yn00,0.134
266,OG4213.out_yn00,0.2485
267,OG3052.out_yn00,0.1253
268,OG2783.out_yn00,0.1059
269,OG3333.out_yn00,0.1291
270,OG6986.out_yn00,0.152
271,OG4949.out_yn00,0.2053
272,OG6166.out_yn00,0.1525
273,OG6463.out_yn00,0.1266
274,OG7725.out_yn00,0.26395
275,OG3577.out_yn00,0.1574
276,OG4319.out_yn00,0.2091
277,OG2629.out_yn00,0.1221
278,OG3413.out_yn00,0.1911
279,OG3624.out_yn00,0.1855
280,OG7366.out_yn00,0.0848
281,OG1271.out_yn00,0.0912
282,OG3411.out_yn00,0.11795
283,OG2126.out_yn00,0.0849
284,OG1545.out_yn00,0.061
285,OG6929.out_yn00,0.1317
286,OG1944.out_yn00,0.0692
287,OG1208.out_yn00,0.0865
288,OG3755.out_yn00,0.245
289,OG14415.out_yn00,0.18695
290,OG1251.out_yn00,0.1369
291,OG6442.out_yn00,0.1249
292,OG6144.out_yn00,0.15065
293,OG5224.out_yn00,0.2208
294,OG1275.out_yn00,0.0407
295,OG1313.out_yn00,0.0438
296,OG3972.out_yn00,0.1621
297,OG3456.out_yn00,0.165
298,OG5257.out_yn00,0.1762
299,OG17617.out_yn00,0.3097
300,OG4698.out_yn00,0.1558
301,OG4794.out_yn00,0.1729
302,OG7001.out_yn00,0.18664999999999998
303,OG4302.out_yn00,0.222
304,OG5281.out_yn00,0.1719
305,OG2246.out_yn00,0.089
306,OG5453.out_yn00,0.1458
307,OG6716.out_yn00,0.3655
308,OG13601.out_yn00,0.0388
309,OG3983.out_yn00,0.123
310,OG2008.out_yn00,0.08965000000000001
311,OG3386.out_yn00,0.248
312,OG4255.out_yn00,0.1556
313,OG1859.out_yn00,0.1057
314,OG3936.out_yn00,0.235
315,OG4737.out_yn00,0.2565
316,OG7910.out_yn00,0.1827
317,OG2588.out_yn00,0.0568
318,OG1898.out_yn00,0.0912
319,OG2009.out_yn00,0.1963
320,OG2823.out_yn00,0.07045
321,OG2139.out_yn00,0.0981
322,OG2408.out_yn00,0.1283
323,OG6375.out_yn00,0.2001
324,OG3319.out_yn00,0.1451
325,OG1289.out_yn00,0.1211
326,OG4243.out_yn00,0.2283
327,OG6382.out_yn00,0.23370000000000002
328,OG2806.out_yn00,0.1315
329,OG7076.out_yn00,0.1837
330,OG2639.out_yn00,0.2339
331,OG1263.out_yn00,0.1044
332,OG5354.out_yn00,0.44625
333,OG2680.out_yn00,0.152
334,OG3250.out_yn00,0.1649
335,OG3557.out_yn00,0.0769
336,OG1587.out_yn00,0.1527
337,OG2715.out_yn00,0.1792
338,OG4603.out_yn00,0.2255
339,OG4053.out_yn00,0.2569
340,OG4259.out_yn00,0.3351
341,OG2123.out_yn00,0.1126
342,OG7549.out_yn00,0.4961
343,OG3210.out_yn00,0.0739
344,OG1808.out_yn00,0.1077
345,OG2147.out_yn00,0.0973
346,OG17629.out_yn00,0.4238
347,OG4327.out_yn00,0.2103
348,OG2853.out_yn00,0.1138
349,OG1451.out_yn00,0.0767
350,OG3977.out_yn00,0.1917
351,OG6706.out_yn00,0.1273
352,OG2003.out_yn00,0.0448
353,OG3913.out_yn00,0.1061
354,OG1447.out_yn00,0.1431
355,OG2934.out_yn00,0.0764
356,OG4383.out_yn00,0.3737
357,OG1519.out_yn00,0.0765
358,OG3174.out_yn00,0.1023
359,OG2026.out_yn00,0.2004
360,OG2481.out_yn00,0.0892
361,OG3136.out_yn00,0.1729
362,OG1472.out_yn00,0.0565
363,OG3477.out_yn00,0.1881
364,OG3817.out_yn00,0.42105
365,OG3721.out_yn00,0.1569
366,OG2847.out_yn00,0.0546
367,OG1454.out_yn00,0.147
368,OG6424.out_yn00,0.09955
369,OG6446.out_yn00,0.1373
370,OG1332.out_yn00,0.0563
371,OG2178.out_yn00,0.2622
372,OG3956.out_yn00,0.1696
373,OG4245.out_yn00,0.1444
374,OG3528.out_yn00,0.1579
375,OG2792.out_yn00,0.1239
376,OG11340.out_yn00,0.1001
377,OG5564.out_yn00,0.305
378,OG17605.out_yn00,0.2258
379,OG1753.out_yn00,0.0588
380,OG4151.out_yn00,0.127
381,OG7593.out_yn00,0.16995
382,OG6437.out_yn00,0.1457
383,OG4627.out_yn00,0.1925
384,OG3157.out_yn00,0.2306
385,OG2034.out_yn00,0.0434
386,OG2450.out_yn00,0.1162
387,OG2220.out_yn00,0.1001
388,OG1309.out_yn00,0.1429
389,OG1474.out_yn00,0.1001
390,OG1177.out_yn00,0.074
391,OG2205.out_yn00,0.0527
392,OG3420.out_yn00,0.0927
393,OG2406.out_yn00,0.0724
394,OG1214.out_yn00,0.1262
395,OG2570.out_yn00,0.1354
396,OG1589.out_yn00,0.0465
397,OG6658.out_yn00,0.17804999999999999
398,OG6233.out_yn00,0.0726
399,OG1762.out_yn00,0.1425
400,OG1870.out_yn00,0.0334
401,OG1742.out_yn00,0.0605
402,OG6910.out_yn00,0.1538
403,OG17143.out_yn00,0.0887
404,OG1794.out_yn00,0.0825
405,OG2512.out_yn00,0.0481
406,OG4917.out_yn00,0.239
407,OG2565.out_yn00,0.095
408,OG3643.out_yn00,0.1531
409,OG6460.out_yn00,0.1199
410,OG17600.out_yn00,0.1313
411,OG4047.out_yn00,0.214
412,OG2852.out_yn00,0.0862
413,OG4379.out_yn00,0.121
414,OG1805.out_yn00,0.182
415,OG3198.out_yn00,0.2373
416,OG3010.out_yn00,0.1763
417,OG3759.out_yn00,0.1518
418,OG6648.out_yn00,0.2052
419,OG3293.out_yn00,0.1653
420,OG1255.out_yn00,0.0836
421,OG1264.out_yn00,0.0966
422,OG5898.out_yn00,0.1822
423,OG4780.out_yn00,0.1515
424,OG7595.out_yn00,0.2475
425,OG7277.out_yn00,0.22905
426,OG2760.out_yn00,0.0812
427,OG10450.out_yn00,0.1853
428,OG4200.out_yn00,0.197
429,OG4927.out_yn00,0.2273
430,OG3517.out_yn00,0.4016
431,OG4626.out_yn00,0.2357
432,OG3641.out_yn00,0.1056
433,OG1809.out_yn00,0.1076
434,OG4860.out_yn00,0.1614
435,OG1978.out_yn00,0.0472
436,OG17608.out_yn00,0.1956
437,OG3069.out_yn00,0.0741
438,OG15769.out_yn00,0.18065
439,OG3558.out_yn00,0.076
440,OG3331.out_yn00,0.3305
441,OG4959.out_yn00,0.1123
442,OG2622.out_yn00,0.0695
443,OG7166.out_yn00,0.1205
444,OG4052.out_yn00,0.1284
445,OG6915.out_yn00,0.3782
446,OG1203.out_yn00,0.1288
447,OG2739.out_yn00,0.111
448,OG9259.out_yn00,0.1746
449,OG3850.out_yn00,0.1496
450,OG3006.out_yn00,0.068
451,OG6565.out_yn00,0.1195
452,OG1552.out_yn00,0.0977
453,OG2327.out_yn00,0.0385
454,OG2004.out_yn00,0.073
455,OG4188.out_yn00,0.1637
456,OG3684.out_yn00,0.1492
457,OG6955.out_yn00,0.27975
458,OG3272.out_yn00,0.132
459,OG3780.out_yn00,0.0505
460,OG3548.out_yn00,0.0785
461,OG2407.out_yn00,0.2393
462,OG3396.out_yn00,0.1795
463,OG3072.out_yn00,0.0756
464,OG1397.out_yn00,0.0968
465,OG5441.out_yn00,0.1255
466,OG5548.out_yn00,0.1948
467,OG3314.out_yn00,0.2322
468,OG1678.out_yn00,0.1153
469,OG1506.out_yn00,0.1581
470,OG4887.out_yn00,0.1216
471,OG2710.out_yn00,0.2171
472,OG1996.out_yn00,0.1506
473,OG4382.out_yn00,0.2911
474,OG2810.out_yn00,0.1189
475,OG1178.out_yn00,0.0933
476,OG3665.out_yn00,0.1349
477,OG3783.out_yn00,0.0968
478,OG5060.out_yn00,0.1003
479,OG9137.out_yn00,0.2154
480,OG6215.out_yn00,0.1275
481,OG2405.out_yn00,0.0456
482,OG1610.out_yn00,0.0969
483,OG4036.out_yn00,0.3878
484,OG2201.out_yn00,0.1277
485,OG2677.out_yn00,0.0724
486,OG1752.out_yn00,0.0758
487,OG3836.out_yn00,0.0609
488,OG7875.out_yn00,0.3118
489,OG4261.out_yn00,0.1882
490,OG2691.out_yn00,0.2822
491,OG2033.out_yn00,0.0733
492,OG1738.out_yn00,0.0668
493,OG3789.out_yn00,0.23615
494,OG1988.out_yn00,0.0539
495,OG4323.out_yn00,0.2003
496,OG1619.out_yn00,0.0672
497,OG1530.out_yn00,0.1858
498,OG2384.out_yn00,0.11
499,OG1259.out_yn00,0.1156
500,OG2334.out_yn00,0.1384
501,OG1636.out_yn00,0.25025
502,OG3245.out_yn00,0.1125
503,OG3679.out_yn00,0.1414
504,OG2781.out_yn00,0.1376
505,OG2830.out_yn00,0.1369
506,OG14425.out_yn00,0.22435
507,OG4613.out_yn00,0.2007
508,OG3489.out_yn00,0.1465
509,OG17598.out_yn00,0.3259
510,OG1974.out_yn00,0.0627
511,OG6324.out_yn00,0.136
512,OG1720.out_yn00,0.1015
513,OG8335.out_yn00,0.219
514,OG1827.out_yn00,0.1042
515,OG5772.out_yn00,0.2027
516,OG1166.out_yn00,0.1193
517,OG3660.out_yn00,0.2099
518,OG1507.out_yn00,0.1738
519,OG3905.out_yn00,0.1588
520,OG5400.out_yn00,0.2502
521,OG3469.out_yn00,0.1155
522,OG17083.out_yn00,0.3074
523,OG3382.out_yn00,0.2334
524,OG3814.out_yn00,0.1016
525,OG8061.out_yn00,0.2623
526,OG2191.out_yn00,0.0555
527,OG4406.out_yn00,0.1895
528,OG6728.out_yn00,0.1829
529,OG7493.out_yn00,0.257
530,OG6543.out_yn00,0.1117
531,OG2553.out_yn00,0.1234
532,OG7332.out_yn00,0.1807
533,OG7320.out_yn00,0.21739999999999998
534,OG6991.out_yn00,0.1712
535,OG17648.out_yn00,0.306
536,OG4421.out_yn00,0.1748
537,OG6589.out_yn00,0.1535
538,OG1631.out_yn00,0.234
539,OG2418.out_yn00,0.0463
540,OG2329.out_yn00,0.1016
541,OG2770.out_yn00,0.101
542,OG3511.out_yn00,0.1324
543,OG1383.out_yn00,0.095
544,OG7570.out_yn00,0.1624
545,OG1939.out_yn00,0.0746
546,OG3398.out_yn00,0.1539
547,OG3743.out_yn00,0.0849
548,OG4580.out_yn00,0.0858
549,OG4218.out_yn00,0.0434
550,OG1643.out_yn00,0.1528
551,OG3553.out_yn00,0.3956
552,OG2955.out_yn00,0.28
553,OG4552.out_yn00,0.235
554,OG6492.out_yn00,0.5157
555,OG4312.out_yn00,0.1359
556,OG3312.out_yn00,0.1418
557,OG6092.out_yn00,0.1093
558,OG2786.out_yn00,0.1506
559,OG17075.out_yn00,0.0708
560,OG1333.out_yn00,0.0652
561,OG1217.out_yn00,0.035
562,OG2593.out_yn00,0.1051
563,OG2436.out_yn00,0.078
564,OG4059.out_yn00,0.1635
565,OG1548.out_yn00,0.0517
566,OG5973.out_yn00,0.1731
567,OG1834.out_yn00,0.0638
568,OG1887.out_yn00,0.0787
569,OG1170.out_yn00,0.0767
570,OG2081.out_yn00,0.0724
571,OG17681.out_yn00,0.1168
572,OG2059.out_yn00,0.0454
573,OG7539.out_yn00,0.23815
574,OG6300.out_yn00,0.1525
575,OG1955.out_yn00,0.1054
576,OG7327.out_yn00,0.2169
577,OG2925.out_yn00,0.2204
578,OG2916.out_yn00,0.081
579,OG2110.out_yn00,0.1514
580,OG5328.out_yn00,0.2756
581,OG1715.out_yn00,0.1941
582,OG3287.out_yn00,0.2171
583,OG4706.out_yn00,0.1851
584,OG12136.out_yn00,0.29100000000000004
585,OG3139.out_yn00,0.1726
586,OG2240.out_yn00,0.171
587,OG2328.out_yn00,0.1051
588,OG7003.out_yn00,0.1812
589,OG2099.out_yn00,0.0694
590,OG3739.out_yn00,0.194
591,OG4142.out_yn00,0.1282
592,OG1523.out_yn00,0.1234
593,OG4997.out_yn00,0.2463
594,OG1355.out_yn00,0.07
595,OG6631.out_yn00,0.3042
596,OG3550.out_yn00,0.3505
597,OG4513.out_yn00,0.1509
598,OG2774.out_yn00,0.0457
599,OG3270.out_yn00,0.3057
600,OG2976.out_yn00,0.1514
601,OG6465.out_yn00,0.2111
602,OG3104.out_yn00,0.1254
603,OG4502.out_yn00,0.2514
604,OG1173.out_yn00,0.0891
605,OG1908.out_yn00,0.3258
606,OG1348.out_yn00,0.1894
607,OG2035.out_yn00,0.1574
608,OG4537.out_yn00,0.1795
609,OG2058.out_yn00,0.05
610,OG3148.out_yn00,0.1865
611,OG1293.out_yn00,0.087
612,OG3744.out_yn00,0.1753
613,OG4153.out_yn00,0.0743
614,OG4581.out_yn00,0.0908
615,OG3494.out_yn00,0.064
616,OG3839.out_yn00,0.1049
617,OG6612.out_yn00,0.3341
618,OG1770.out_yn00,0.0518
619,OG3298.out_yn00,0.1318
620,OG11566.out_yn00,0.1529
621,OG2125.out_yn00,0.1017
622,OG2288.out_yn00,0.0955
623,OG4321.out_yn00,0.1291
624,OG3212.out_yn00,0.12564999999999998
625,OG3592.out_yn00,0.1217
626,OG15762.out_yn00,0.1052
627,OG6544.out_yn00,0.39565
628,OG1424.out_yn00,0.117
629,OG4252.out_yn00,0.2265
630,OG2779.out_yn00,0.108
631,OG1593.out_yn00,0.0865
632,OG4339.out_yn00,0.2014
633,OG2119.out_yn00,0.1057
634,OG1644.out_yn00,0.1097
635,OG2566.out_yn00,0.066
636,OG2528.out_yn00,0.0769
637,OG5058.out_yn00,0.1998
638,OG3902.out_yn00,0.0782
639,OG2242.out_yn00,0.0956
640,OG5333.out_yn00,0.2448
641,OG4573.out_yn00,0.1172
642,OG8780.out_yn00,0.3749
643,OG5497.out_yn00,0.1958
644,OG7641.out_yn00,0.1187
645,OG1828.out_yn00,0.0689
646,OG9621.out_yn00,0.1634
647,OG5626.out_yn00,0.2134
648,OG17645.out_yn00,0.1298
649,OG2657.out_yn00,0.2275
650,OG2319.out_yn00,0.1233
651,OG2121.out_yn00,0.0467
652,OG7939.out_yn00,0.15844999999999998
653,OG1602.out_yn00,0.0882
654,OG2864.out_yn00,0.0963
655,OG2117.out_yn00,0.1347
656,OG1557.out_yn00,0.1132
657,OG5496.out_yn00,0.1724
658,OG1853.out_yn00,0.1756
659,OG6653.out_yn00,0.1363
660,OG3146.out_yn00,0.1093
661,OG4073.out_yn00,0.2253
662,OG2865.out_yn00,0.2059
663,OG2352.out_yn00,0.1832
664,OG11671.out_yn00,0.3005
665,OG2965.out_yn00,0.2041
666,OG3711.out_yn00,0.2404
667,OG2501.out_yn00,0.1652
668,OG6541.out_yn00,0.2258
669,OG2953.out_yn00,0.1068
670,OG5428.out_yn00,0.17254999999999998
671,OG4884.out_yn00,0.4041
672,OG2627.out_yn00,0.1476
673,OG1318.out_yn00,0.1231
674,OG2426.out_yn00,0.0942
675,OG1924.out_yn00,0.0629
676,OG2277.out_yn00,0.0839
677,OG3859.out_yn00,0.1327
678,OG2728.out_yn00,0.1466
679,OG2543.out_yn00,0.098
680,OG3803.out_yn00,0.111
681,OG2609.out_yn00,0.127
682,OG17655.out_yn00,0.1771
683,OG2150.out_yn00,0.1332
684,OG1820.out_yn00,0.1237
685,OG3646.out_yn00,0.0708
686,OG3851.out_yn00,0.2395
687,OG2897.out_yn00,0.155
688,OG10326.out_yn00,0.2156
689,OG4189.out_yn00,0.2409
690,OG3987.out_yn00,0.2098
691,OG3695.out_yn00,0.3635
692,OG6005.out_yn00,0.0852
693,OG1705.out_yn00,0.1982
694,OG2947.out_yn00,0.0794
695,OG3355.out_yn00,0.0968
696,OG4616.out_yn00,0.0913
697,OG1388.out_yn00,0.0593
698,OG14419.out_yn00,0.04295
699,OG7048.out_yn00,0.3293
700,OG6630.out_yn00,0.2557
701,OG4123.out_yn00,0.1932
702,OG6540.out_yn00,0.1289
703,OG3791.out_yn00,0.1451
704,OG17125.out_yn00,0.1996
705,OG3598.out_yn00,0.0992
706,OG2857.out_yn00,0.0871
707,OG3573.out_yn00,0.1635
708,OG4999.out_yn00,0.1694
709,OG9983.out_yn00,0.0736
710,OG1494.out_yn00,0.0473
711,OG7278.out_yn00,0.1668
712,OG1305.out_yn00,0.2283
713,OG6623.out_yn00,0.2793
714,OG4084.out_yn00,0.2941
715,OG4807.out_yn00,0.0914
716,OG3277.out_yn00,0.1056
717,OG1634.out_yn00,0.0813
718,OG3259.out_yn00,0.1645
719,OG4235.out_yn00,0.0774
720,OG6218.out_yn00,0.122
721,OG4989.out_yn00,0.1296
722,OG7123.out_yn00,0.18585000000000002
723,OG2379.out_yn00,0.0774
724,OG5211.out_yn00,0.1894
725,OG2826.out_yn00,0.153
726,OG5241.out_yn00,0.177
727,OG8480.out_yn00,0.191
728,OG1423.out_yn00,0.1544
729,OG2595.out_yn00,0.3796
730,OG3937.out_yn00,0.1162
731,OG1957.out_yn00,0.0885
732,OG5088.out_yn00,0.21
733,OG4072.out_yn00,0.0957
734,OG3384.out_yn00,0.1893
735,OG1857.out_yn00,0.0528
736,OG3722.out_yn00,0.129
737,OG1638.out_yn00,0.0294
738,OG2411.out_yn00,0.0668
739,OG2744.out_yn00,0.1025
740,OG2825.out_yn00,0.0821
741,OG6221.out_yn00,0.1034
742,OG5451.out_yn00,0.2775
743,OG4170.out_yn00,0.1005
744,OG6951.out_yn00,0.2331
745,OG3018.out_yn00,0.1424
746,OG2369.out_yn00,0.1051
747,OG5349.out_yn00,0.1453
748,OG2466.out_yn00,0.1262
749,OG2559.out_yn00,0.0841
750,OG3719.out_yn00,0.1349
751,OG2654.out_yn00,0.1208
752,OG2233.out_yn00,0.376
753,OG5696.out_yn00,0.21745
754,OG4136.out_yn00,0.1378
755,OG1686.out_yn00,0.0708
756,OG7387.out_yn00,0.16260000000000002
757,OG6286.out_yn00,0.1821
758,OG6345.out_yn00,0.3488
759,OG2151.out_yn00,0.3063
760,OG6988.out_yn00,0.1979
761,OG1756.out_yn00,0.0509
762,OG7262.out_yn00,0.219
763,OG4558.out_yn00,0.154
764,OG2373.out_yn00,0.075
765,OG4710.out_yn00,0.1781
766,OG6318.out_yn00,0.2151
767,OG3618.out_yn00,0.1827
768,OG10265.out_yn00,0.4952
769,OG12664.out_yn00,0.17420000000000002
770,OG17657.out_yn00,0.3746
771,OG2030.out_yn00,0.136
772,OG4951.out_yn00,0.1907
773,OG1605.out_yn00,0.0731
774,OG4128.out_yn00,0.1016
775,OG1852.out_yn00,0.0624
776,OG2788.out_yn00,0.1153
