,cluster,duplicate_num,unique_num
3054,YJL188C,981,31
1656,YER126C,981,31
3441,YKL196C,981,31
1430,YDR521W,981,31
3104,YJR014W,981,31
1023,YDR112W,981,31
5721,YPL197C,981,31
1817,YFR036W,981,31
1493,YEL039C,981,31
2067,YGL230C,981,31
5152,YOR021C,981,31
2713,YIL051C,981,31
5930,YPR126C,981,31
2901,YJL032W,981,31
322,YBR118W,980,32
1984,YGL147C,980,32
640,YCR083W,980,32
3262,YKL016C,980,32
2282,YGR182C,980,32
942,YDR031W,980,32
982,YDR071C,980,32
4879,YNL328C,980,32
3622,YLL050C,980,32
5972,YPR168W,980,32
3985,YLR346C,980,32
3130,YJR044C,980,32
3891,YLR252W,980,32
3893,YLR254C,980,32
5855,YPR050C,980,32
2051,YGL214W,980,32
5235,YOR105W,980,32
5356,YOR226C,980,32
608,YCR043C,980,32
4541,YMR314W,980,32
2891,YJL022W,980,32
2135,YGR035C,980,32
187,YBL093C,980,32
3422,YKL177W,980,32
696,YDL032W,980,32
2057,YGL220W,980,32
3908,YLR269C,980,32
2372,YGR275W,980,32
2387,YGR290W,980,32
3890,YLR251W,980,32
5299,YOR169C,980,32
4046,YLR408C,979,33
448,YBR244W,979,33
5858,YPR053C,979,33
4370,YMR141C,979,33
4024,YLR385C,979,33
1838,YFR057W,979,33
3295,YKL049C,979,33
5791,YPL267W,979,33
981,YDR070C,979,33
414,YBR210W,979,33
4580,YNL028W,979,33
5575,YPL051W,979,33
3920,YLR281C,979,33
2005,YGL168W,979,33
421,YBR217W,979,33
2289,YGR190C,979,33
783,YDL120W,979,33
4704,YNL153C,979,33
4377,YMR148W,979,33
4206,YML106W,979,33
5405,YOR276W,979,33
4900,YNR010W,979,33
2634,YHR191C,979,33
2341,YGR243W,979,33
3309,YKL063C,979,33
1562,YER031C,979,33
3189,YJR104C,979,33
2365,YGR267C,978,34
1238,YDR328C,978,34
4700,YNL149C,978,34
1270,YDR360W,978,34
3348,YKL102C,978,34
3087,YJL221C,978,34
828,YDL165W,978,34
826,YDL163W,978,34
3382,YKL136W,978,34
5950,YPR146C,978,34
5672,YPL148C,978,34
5935,YPR131C,978,34
5819,YPR014C,978,34
4454,YMR225C,978,34
59,YAL064W,978,34
3167,YJR082C,978,34
3934,YLR295C,978,34
375,YBR171W,978,34
2041,YGL204C,978,34
5885,YPR080W,978,34
3707,YLR068W,978,34
3997,YLR358C,978,34
142,YBL048W,978,34
1181,YDR271C,978,34
4832,YNL281W,978,34
2932,YJL064W,978,34
1109,YDR199W,978,34
3680,YLR041W,978,34
4481,YMR254C,977,35
1363,YDR453C,977,35
666,YDL002C,977,35
4559,YNL006W,977,35
4522,YMR295C,977,35
4673,YNL122C,977,35
4426,YMR197C,977,35
1309,YDR399W,977,35
4387,YMR158W,977,35
643,YCR086W,977,35
1306,YDR396W,977,35
4379,YMR150C,977,35
5381,YOR252W,977,35
112,YBL018C,977,35
5392,YOR263C,977,35
3302,YKL056C,977,35
5105,YOL139C,977,35
4059,YLR421C,977,35
825,YDL162C,977,35
3536,YKR068C,977,35
1151,YDR241W,977,35
5568,YPL044C,977,35
2130,YGR030C,977,35
5534,YPL010W,977,35
1111,YDR201W,977,35
1428,YDR519W,977,35
553,YCL056C,977,35
555,YCL058C,977,35
1868,YGL030W,977,35
3705,YLR066W,977,35
2591,YHR148W,977,35
1077,YDR167W,977,35
3808,YLR169W,977,35
184,YBL090W,977,35
5315,YOR185C,977,35
2835,YIR005W,977,35
3882,YLR243W,977,35
3357,YKL111C,977,35
5981,YPR177C,977,35
5224,YOR094W,976,36
5199,YOR068C,976,36
4465,YMR236W,976,36
177,YBL083C,976,36
3936,YLR297W,976,36
631,YCR071C,976,36
2724,YIL062C,976,36
1160,YDR250C,976,36
486,YBR282W,976,36
4993,YOL026C,976,36
5991,YPR187W,976,36
1162,YDR252W,976,36
3592,YLL020C,976,36
579,YCR013C,976,36
4133,YML028W,976,36
2079,YGL242C,976,36
3313,YKL067W,976,36
2251,YGR151C,976,36
5366,YOR236W,976,36
238,YBR032W,976,36
2351,YGR253C,976,36
4656,YNL105W,976,36
4729,YNL178W,976,36
5426,YOR297C,976,36
5276,YOR146W,976,36
4367,YMR138W,976,36
5293,YOR163W,976,36
294,YBR089W,976,36
3979,YLR340W,975,37
4390,YMR161W,975,37
3824,YLR185W,975,37
2176,YGR076C,975,37
3850,YLR211C,975,37
820,YDL157C,975,37
2030,YGL193C,975,37
4094,YLR456W,975,37
1581,YER050C,975,37
676,YDL012C,975,37
2964,YJL096W,975,37
4189,YML089C,975,37
4341,YMR112C,975,37
1677,YER148W,975,37
2125,YGR025W,975,37
3793,YLR154C,975,37
3664,YLR025W,975,37
1906,YGL069C,975,37
371,YBR167C,975,37
5183,YOR052C,975,37
5896,YPR092W,975,37
5116,YOL150C,975,37
5774,YPL250C,975,37
5762,YPL238C,975,37
458,YBR254C,975,37
5146,YOR015W,975,37
4684,YNL133C,975,37
5974,YPR170C,975,37
413,YBR209W,975,37
257,YBR051W,975,37
5583,YPL059W,975,37
647,YCR090C,975,37
5400,YOR271C,974,38
2122,YGR022C,974,38
1119,YDR209C,974,38
3689,YLR050C,974,38
233,YBR027C,974,38
1130,YDR220C,974,38
4632,YNL081C,974,38
4637,YNL086W,974,38
1761,YFL046W,974,38
3652,YLR013W,974,38
3875,YLR236C,974,38
2232,YGR132C,974,38
5776,YPL252C,974,38
3647,YLR008C,974,38
1505,YEL051W,974,38
2985,YJL119C,974,38
1709,YER181C,974,38
755,YDL092W,974,38
2564,YHR121W,974,38
1615,YER084W,974,38
341,YBR137W,974,38
4736,YNL185C,974,38
3970,YLR331C,974,38
2715,YIL053W,974,38
2747,YIL087C,974,38
1323,YDR413C,974,38
4158,YML058W,974,38
2988,YJL122W,974,38
4912,YNR022C,974,38
1391,YDR482C,974,38
44,YAL046C,974,38
5075,YOL109W,974,38
3832,YLR193C,974,38
3803,YLR164W,974,38
3883,YLR244C,974,38
3831,YLR192C,974,38
4479,YMR252C,974,38
672,YDL008W,974,38
1939,YGL102C,974,38
690,YDL026W,974,38
4470,YMR241W,974,38
5934,YPR130C,974,38
3817,YLR178C,974,38
3068,YJL202C,973,39
91,YAR070C,973,39
1420,YDR511W,973,39
4697,YNL146W,973,39
4519,YMR292W,973,39
4332,YMR103C,973,39
4431,YMR202W,973,39
489,YBR285W,973,39
3613,YLL041C,973,39
2379,YGR282C,973,39
2986,YJL120W,973,39
3542,YKR074W,973,39
1184,YDR274C,973,39
4665,YNL114C,973,39
1214,YDR304C,973,39
3435,YKL190W,973,39
1468,YEL014C,973,39
2595,YHR152W,973,39
5742,YPL218W,973,39
5526,YPL002C,973,39
2036,YGL199C,973,39
1095,YDR185C,973,39
190,YBL096C,973,39
5867,YPR062W,973,39
1088,YDR178W,973,39
2174,YGR074W,973,39
3345,YKL099C,973,39
1772,YFL058W,973,39
1664,YER134C,972,40
5992,YPR188C,972,40
4073,YLR435W,972,40
4268,YMR035W,972,40
3050,YJL184W,972,40
704,YDL041W,972,40
1343,YDR433W,972,40
931,YDR020C,972,40
5668,YPL144W,972,40
531,YCL033C,972,40
5486,YOR357C,972,40
3311,YKL065C,972,40
3299,YKL053W,972,40
4764,YNL213C,972,40
3818,YLR179C,972,40
5005,YOL038W,972,40
1050,YDR140W,972,40
727,YDL064W,972,40
4698,YNL147W,972,40
3931,YLR292C,972,40
4042,YLR404W,972,40
5976,YPR172W,972,40
6001,YPR197C,972,40
1103,YDR193W,972,40
4609,YNL057W,972,40
2164,YGR064W,972,40
1005,YDR094W,972,40
5817,YPR012W,972,40
5175,YOR044W,972,40
398,YBR194W,972,40
397,YBR193C,972,40
3065,YJL199C,972,40
516,YCL012C,971,41
326,YBR122C,971,41
3330,YKL084W,971,41
2940,YJL072C,971,41
4195,YML095C,971,41
165,YBL071C,971,41
3001,YJL135W,971,41
3987,YLR348C,971,41
3364,YKL118W,971,41
2847,YIR017C,971,41
1895,YGL058W,971,41
2702,YIL040W,971,41
5735,YPL211W,971,41
1365,YDR455C,971,41
1387,YDR478W,971,41
3110,YJR020W,971,41
4424,YMR195W,971,41
4422,YMR193W,971,41
5868,YPR063C,971,41
5881,YPR076W,971,41
5844,YPR039W,971,41
2173,YGR073C,971,41
5882,YPR077C,971,41
4626,YNL075W,971,41
2062,YGL225W,971,41
1411,YDR502C,971,41
2214,YGR114C,971,41
1364,YDR454C,971,41
4038,YLR400W,971,41
943,YDR032C,971,41
4894,YNR004W,971,41
1212,YDR302W,971,41
5454,YOR325W,971,41
3500,YKR032W,971,41
3035,YJL169W,971,41
875,YDL212W,971,41
4496,YMR269W,971,41
196,YBL102W,971,41
4288,YMR059W,971,41
4658,YNL107W,971,41
4641,YNL090W,971,41
3804,YLR165C,971,41
3124,YJR038C,971,41
3199,YJR114W,970,42
3108,YJR018W,970,42
3083,YJL217W,970,42
5038,YOL071W,970,42
1631,YER100W,970,42
2182,YGR082W,970,42
2326,YGR228W,970,42
5744,YPL220W,970,42
5729,YPL205C,970,42
1986,YGL149W,970,42
3541,YKR073C,970,42
3501,YKR033C,970,42
4240,YMR007W,970,42
1311,YDR401W,970,42
2581,YHR138C,970,42
4680,YNL129W,970,42
5878,YPR073C,970,42
1598,YER067W,970,42
151,YBL057C,970,42
1466,YEL012W,970,42
4179,YML079W,970,42
2678,YIL016W,970,42
784,YDL121C,970,42
5957,YPR153W,970,42
4163,YML063W,970,42
4932,YNR042W,969,43
425,YBR221C,969,43
5125,YOL160W,969,43
1385,YDR476C,969,43
3968,YLR329W,969,43
3648,YLR009W,969,43
473,YBR269C,969,43
3918,YLR279W,969,43
1084,YDR174W,969,43
3784,YLR145W,969,43
5468,YOR339C,969,43
898,YDL235C,969,43
3282,YKL036C,969,43
1905,YGL068W,969,43
5348,YOR218C,969,43
3141,YJR055W,969,43
1318,YDR408C,969,43
3848,YLR209C,969,43
1339,YDR429C,969,43
5330,YOR200W,969,43
3847,YLR208W,969,43
5443,YOR314W,969,43
1247,YDR337W,969,43
5316,YOR186W,969,43
3171,YJR086W,969,43
5219,YOR089C,969,43
5412,YOR283W,969,43
3942,YLR303W,969,43
1395,YDR486C,969,43
2883,YJL011C,969,43
815,YDL152W,969,43
4701,YNL150W,969,43
1573,YER042W,969,43
4198,YML098W,969,43
147,YBL053W,969,43
5686,YPL162C,969,43
5694,YPL170W,969,43
3115,YJR025C,969,43
1710,YER182W,969,43
4640,YNL089C,969,43
4630,YNL079C,969,43
5802,YPL280W,969,43
624,YCR063W,969,43
1830,YFR049W,969,43
642,YCR085W,969,43
1909,YGL072C,969,43
5595,YPL071C,969,43
1475,YEL021W,969,43
3860,YLR221C,969,43
4072,YLR434C,969,43
840,YDL177C,969,43
1434,YDR525W,969,43
5493,YOR364W,969,43
1413,YDR504C,969,43
798,YDL135C,968,44
4491,YMR264W,968,44
3388,YKL142W,968,44
4222,YML122C,968,44
2505,YHR062C,968,44
5706,YPL182C,968,44
364,YBR160W,968,44
382,YBR178W,968,44
868,YDL205C,968,44
2274,YGR174C,968,44
3661,YLR022C,968,44
5856,YPR051W,968,44
622,YCR060W,968,44
978,YDR067C,968,44
4796,YNL245C,968,44
698,YDL034W,968,44
1066,YDR156W,968,44
1667,YER137C,968,44
5645,YPL121C,968,44
2037,YGL200C,968,44
567,YCR001W,968,44
1271,YDR361C,968,44
2876,YJL004C,968,44
1295,YDR385W,968,44
3205,YJR120W,968,44
4116,YML011C,968,44
4538,YMR311C,968,44
3218,YJR133W,968,44
1938,YGL101W,968,44
134,YBL040C,967,45
675,YDL011C,967,45
31,YAL033W,967,45
5410,YOR281C,967,45
5702,YPL178W,967,45
2933,YJL065C,967,45
3929,YLR290C,967,45
135,YBL041W,967,45
4410,YMR181C,967,45
1731,YFL014W,967,45
1793,YFR011C,967,45
731,YDL068W,967,45
4009,YLR370C,967,45
3668,YLR029C,967,45
1862,YGL024W,967,45
3692,YLR053C,967,45
253,YBR047W,967,45
2360,YGR262C,967,45
3017,YJL151C,967,45
119,YBL025W,967,45
670,YDL006W,967,45
914,YDR003W,967,45
2798,YIL139C,967,45
3983,YLR344W,967,45
324,YBR120C,967,45
1887,YGL050W,967,45
4164,YML064C,967,45
5368,YOR238W,967,45
924,YDR013W,967,45
2565,YHR122W,967,45
3107,YJR017C,967,45
2867,YIR037W,967,45
5900,YPR096C,967,45
2674,YIL012W,967,45
470,YBR266C,967,45
4893,YNR003C,967,45
3404,YKL159C,967,45
4031,YLR393W,967,45
462,YBR258C,966,46
5558,YPL034W,966,46
5474,YOR345C,966,46
2149,YGR049W,966,46
4596,YNL044W,966,46
2068,YGL231C,966,46
2084,YGL247W,966,46
5874,YPR069C,966,46
2129,YGR029W,966,46
1087,YDR177W,966,46
1845,YGL007W,966,46
1072,YDR162C,966,46
2800,YIL141W,966,46
5045,YOL079W,966,46
5345,YOR215C,966,46
5626,YPL102C,966,46
301,YBR096W,966,46
5448,YOR319W,966,46
5300,YOR170W,966,46
156,YBL062W,966,46
258,YBR052C,966,46
3823,YLR184W,966,46
3525,YKR057W,966,46
725,YDL062W,966,46
4765,YNL214W,966,46
4708,YNL157W,966,46
1315,YDR405W,966,46
1502,YEL048C,966,46
1754,YFL038C,966,46
1140,YDR230W,966,46
1136,YDR226W,966,46
28,YAL030W,966,46
964,YDR053W,966,46
2014,YGL177W,966,46
219,YBR013C,966,46
1972,YGL135W,965,47
5080,YOL114C,965,47
434,YBR230C,965,47
1351,YDR441C,965,47
2106,YGR006W,965,47
217,YBR011C,965,47
1322,YDR412W,965,47
2893,YJL024C,965,47
5407,YOR278W,965,47
3155,YJR069C,965,47
2778,YIL118W,965,47
3366,YKL120W,965,47
5147,YOR016C,965,47
5653,YPL129W,965,47
5269,YOR139C,965,47
1163,YDR253C,965,47
1462,YEL008W,965,47
5186,YOR055W,965,47
2202,YGR102C,965,47
3681,YLR042C,965,47
89,YAR068W,965,47
2590,YHR147C,965,47
2524,YHR081W,965,47
4547,YMR320W,965,47
3937,YLR298C,965,47
974,YDR063W,965,47
639,YCR082W,965,47
3940,YLR301W,965,47
955,YDR044W,965,47
4563,YNL010W,965,47
1013,YDR102C,965,47
3945,YLR306W,965,47
4407,YMR178W,965,47
625,YCR064C,965,47
4190,YML090W,965,47
734,YDL071C,965,47
3779,YLR140W,964,48
3924,YLR285W,964,48
2077,YGL240W,964,48
5865,YPR060C,964,48
5421,YOR292C,964,48
3157,YJR071W,964,48
2965,YJL097W,964,48
5565,YPL041C,964,48
201,YBL107C,964,48
2389,YGR292W,964,48
3368,YKL122C,964,48
42,YAL044C,964,48
5423,YOR294W,964,48
2872,YIR042C,964,48
5604,YPL080C,964,48
1711,YER183C,964,48
4914,YNR024W,964,48
2852,YIR022W,964,48
3203,YJR118C,964,48
3533,YKR065C,964,48
3058,YJL192C,964,48
5690,YPL166W,964,48
339,YBR135W,964,48
392,YBR188C,964,48
3995,YLR356W,964,48
1357,YDR447C,964,48
1320,YDR410C,964,48
3016,YJL150W,964,48
4854,YNL303W,964,48
673,YDL009C,964,48
1044,YDR133C,964,48
4576,YNL024C,964,48
5074,YOL108C,964,48
1455,YEL001C,963,49
4361,YMR132C,963,49
4375,YMR146C,963,49
3180,YJR095W,963,49
4306,YMR077C,963,49
5548,YPL024W,963,49
1125,YDR215C,963,49
1097,YDR187C,963,49
3967,YLR328W,963,49
5790,YPL266W,963,49
5954,YPR150W,963,49
5172,YOR041C,963,49
3914,YLR275W,963,49
3356,YKL110C,963,49
5382,YOR253W,963,49
4049,YLR411W,963,49
5840,YPR035W,963,49
3649,YLR010C,963,49
4053,YLR415C,963,49
1760,YFL045C,963,49
