,OG,dN_dS
393,OG3189.out_yn00,0.1236
394,OG1335.out_yn00,0.0744
395,OG13228.out_yn00,1.7565499999999998
396,OG1572.out_yn00,0.0762
397,OG8972.out_yn00,0.1929
398,OG3638.out_yn00,0.1472
399,OG15399.out_yn00,0.26285000000000003
400,OG10270.out_yn00,0.1789
401,OG4514.out_yn00,0.2069
402,OG6806.out_yn00,0.32855
403,OG10432.out_yn00,0.1852
404,OG16092.out_yn00,0.2105
405,OG9748.out_yn00,0.0668
406,OG6239.out_yn00,0.10135
407,OG15758.out_yn00,0.0995
408,OG12537.out_yn00,0.16649999999999998
409,OG7908.out_yn00,0.36075
410,OG8081.out_yn00,0.12
411,OG17202.out_yn00,0.2695
412,OG9762.out_yn00,0.24409999999999998
413,OG12491.out_yn00,0.3053
414,OG2296.out_yn00,0.17365
415,OG5275.out_yn00,0.09145
416,OG2370.out_yn00,0.0581
417,OG1844.out_yn00,0.0832
418,OG3468.out_yn00,0.0865
419,OG15438.out_yn00,0.25185
420,OG10692.out_yn00,0.3519
421,OG1588.out_yn00,0.0391
422,OG10872.out_yn00,0.391
423,OG7431.out_yn00,0.11545
424,OG9901.out_yn00,0.3937
425,OG1375.out_yn00,0.1219
426,OG4424.out_yn00,0.1341
427,OG13627.out_yn00,0.1363
428,OG11100.out_yn00,0.175
429,OG3167.out_yn00,0.094
430,OG8410.out_yn00,0.26115
431,OG16064.out_yn00,0.1562
432,OG1826.out_yn00,0.1398
433,OG4228.out_yn00,0.26955
434,OG10336.out_yn00,0.25405
435,OG4936.out_yn00,0.1954
436,OG14234.out_yn00,0.2821
437,OG2474.out_yn00,0.2679
438,OG9942.out_yn00,0.1517
439,OG10260.out_yn00,0.4555
440,OG16715.out_yn00,0.0246
441,OG3115.out_yn00,0.087
442,OG6780.out_yn00,0.13890000000000002
443,OG10449.out_yn00,0.2706
444,OG16193.out_yn00,0.38895
445,OG12280.out_yn00,0.1382
446,OG4594.out_yn00,0.2762
447,OG9352.out_yn00,0.2142
448,OG4696.out_yn00,0.2014
449,OG5238.out_yn00,0.2443
450,OG15644.out_yn00,0.1027
451,OG7192.out_yn00,0.2134
452,OG15100.out_yn00,0.15910000000000002
453,OG8173.out_yn00,0.1992
454,OG10701.out_yn00,0.09045
455,OG4027.out_yn00,0.1822
456,OG11506.out_yn00,0.19755
457,OG9513.out_yn00,0.1065
458,OG15952.out_yn00,0.2446
459,OG6727.out_yn00,0.3658
460,OG10769.out_yn00,0.19895
461,OG4432.out_yn00,0.1022
462,OG9089.out_yn00,0.38285
463,OG5841.out_yn00,0.1423
464,OG17269.out_yn00,0.2858
465,OG9252.out_yn00,0.1721
466,OG13952.out_yn00,0.3262
467,OG16101.out_yn00,0.2074
468,OG9079.out_yn00,0.1926
469,OG2694.out_yn00,0.0899
470,OG15036.out_yn00,0.21500000000000002
471,OG3884.out_yn00,0.24795
472,OG2681.out_yn00,0.1204
473,OG8552.out_yn00,0.2166
474,OG7676.out_yn00,0.2801
475,OG18377.out_yn00,0.4252
476,OG10396.out_yn00,0.17685
477,OG11289.out_yn00,0.1348
478,OG1404.out_yn00,0.1798
479,OG16631.out_yn00,0.1803
480,OG4375.out_yn00,0.0372
481,OG1525.out_yn00,0.0514
482,OG6997.out_yn00,0.1431
483,OG3085.out_yn00,0.131
484,OG1871.out_yn00,0.0498
485,OG6216.out_yn00,0.13395
486,OG6879.out_yn00,0.2419
487,OG2515.out_yn00,0.0576
488,OG9405.out_yn00,0.2589
489,OG10628.out_yn00,0.13205
490,OG8266.out_yn00,0.1884
491,OG1412.out_yn00,0.1055
492,OG1890.out_yn00,0.1226
493,OG4423.out_yn00,0.0259
494,OG9184.out_yn00,0.3714
495,OG4346.out_yn00,0.2185
496,OG8500.out_yn00,0.2996
497,OG9981.out_yn00,0.187
498,OG13114.out_yn00,0.1732
499,OG2881.out_yn00,0.1086
500,OG6201.out_yn00,0.3448
501,OG16304.out_yn00,0.2719
502,OG14411.out_yn00,0.2089
503,OG4044.out_yn00,0.0881
504,OG9722.out_yn00,0.23445
505,OG10440.out_yn00,0.2378
506,OG13545.out_yn00,0.2484
507,OG17422.out_yn00,0.2197
508,OG3518.out_yn00,0.0914
509,OG8318.out_yn00,0.39854999999999996
510,OG5706.out_yn00,0.4885
511,OG2905.out_yn00,0.1516
512,OG8975.out_yn00,0.1558
513,OG6654.out_yn00,0.1048
514,OG1414.out_yn00,0.0745
515,OG5792.out_yn00,0.2652
516,OG12923.out_yn00,0.8048500000000001
517,OG15234.out_yn00,0.37570000000000003
518,OG8185.out_yn00,0.101
519,OG6275.out_yn00,0.1782
520,OG4722.out_yn00,0.1195
521,OG13675.out_yn00,0.2176
522,OG4449.out_yn00,0.2805
523,OG7491.out_yn00,0.2272
524,OG5935.out_yn00,0.1332
525,OG13225.out_yn00,0.20975
526,OG4316.out_yn00,0.15365
527,OG9397.out_yn00,0.29385
528,OG4340.out_yn00,0.135
529,OG3926.out_yn00,0.161
530,OG5693.out_yn00,0.1611
531,OG5225.out_yn00,0.1355
532,OG5302.out_yn00,0.0994
533,OG4126.out_yn00,0.1262
534,OG8711.out_yn00,0.29764999999999997
535,OG9011.out_yn00,0.10264999999999999
536,OG2540.out_yn00,0.1122
537,OG7945.out_yn00,0.2199
538,OG1666.out_yn00,0.219
539,OG1811.out_yn00,0.0763
540,OG6474.out_yn00,0.3898
541,OG13906.out_yn00,0.3155
542,OG3320.out_yn00,0.2036
543,OG3186.out_yn00,0.2846
544,OG13127.out_yn00,0.1018
545,OG6022.out_yn00,0.2255
546,OG2473.out_yn00,0.1078
547,OG18375.out_yn00,0.2044
548,OG4903.out_yn00,0.1287
549,OG3702.out_yn00,0.0754
550,OG9579.out_yn00,0.2569
551,OG2286.out_yn00,0.1098
552,OG12016.out_yn00,0.1698
553,OG8218.out_yn00,0.28435
554,OG3853.out_yn00,0.1685
555,OG15984.out_yn00,0.1376
556,OG2281.out_yn00,0.3923
557,OG2734.out_yn00,0.1119
558,OG9542.out_yn00,0.06785
559,OG3118.out_yn00,0.0662
560,OG9414.out_yn00,0.1408
561,OG1617.out_yn00,0.081
562,OG15516.out_yn00,0.1503
563,OG1740.out_yn00,0.1292
564,OG5677.out_yn00,0.1409
565,OG7986.out_yn00,0.3605
566,OG1527.out_yn00,0.2058
567,OG5473.out_yn00,0.1296
568,OG15412.out_yn00,0.23015
569,OG17542.out_yn00,0.1505
570,OG9923.out_yn00,0.1676
571,OG3121.out_yn00,0.1248
572,OG3615.out_yn00,0.0506
573,OG15137.out_yn00,0.0842
574,OG6827.out_yn00,0.10525000000000001
575,OG18212.out_yn00,0.2294
576,OG8271.out_yn00,0.40425
577,OG4351.out_yn00,0.1053
578,OG17426.out_yn00,0.1359
579,OG6898.out_yn00,0.103
580,OG17251.out_yn00,0.2061
581,OG2443.out_yn00,0.0503
582,OG1626.out_yn00,0.0386
583,OG5768.out_yn00,0.0633
584,OG11560.out_yn00,0.1028
585,OG1999.out_yn00,0.0577
586,OG5200.out_yn00,0.3685
587,OG6384.out_yn00,0.2216
588,OG1647.out_yn00,0.112
589,OG3304.out_yn00,0.082
590,OG2636.out_yn00,0.0888
591,OG16149.out_yn00,0.2144
592,OG15963.out_yn00,0.5299
593,OG10243.out_yn00,0.25915
594,OG7063.out_yn00,0.16115000000000002
595,OG5357.out_yn00,0.1265
596,OG1926.out_yn00,0.0605
597,OG2978.out_yn00,0.227
598,OG2250.out_yn00,0.0516
599,OG17623.out_yn00,0.0849
600,OG2230.out_yn00,0.0868
601,OG16021.out_yn00,0.05885
602,OG3771.out_yn00,0.0096
603,OG1763.out_yn00,0.0718
604,OG1614.out_yn00,0.1468
605,OG3843.out_yn00,0.1314
606,OG5268.out_yn00,0.0942
607,OG1282.out_yn00,0.2151
608,OG6050.out_yn00,0.17785
609,OG17864.out_yn00,0.2643
610,OG13940.out_yn00,0.166
611,OG14508.out_yn00,0.35095
612,OG14774.out_yn00,0.13615
613,OG4494.out_yn00,0.1427
614,OG7559.out_yn00,0.1134
615,OG6502.out_yn00,0.38255
616,OG1583.out_yn00,0.128
617,OG15096.out_yn00,0.13485
618,OG10876.out_yn00,0.1104
619,OG7932.out_yn00,0.0758
620,OG7613.out_yn00,0.1355
621,OG13515.out_yn00,0.12575
622,OG9926.out_yn00,0.1439
623,OG18061.out_yn00,0.1058
624,OG2485.out_yn00,0.0689
625,OG13961.out_yn00,0.3283
626,OG3973.out_yn00,0.06875
627,OG4509.out_yn00,0.0764
628,OG8642.out_yn00,0.21215
629,OG1817.out_yn00,0.0582
630,OG14657.out_yn00,0.30225
631,OG6082.out_yn00,0.2403
632,OG5015.out_yn00,0.1362
633,OG8231.out_yn00,0.0868
634,OG1954.out_yn00,0.0782
635,OG5970.out_yn00,0.2225
636,OG7119.out_yn00,0.16805
637,OG6980.out_yn00,0.3276
638,OG1903.out_yn00,0.1372
639,OG15051.out_yn00,0.17585
640,OG11565.out_yn00,0.30455
641,OG13146.out_yn00,0.2122
642,OG15831.out_yn00,0.3402
643,OG4748.out_yn00,0.3707
644,OG8954.out_yn00,0.22545
645,OG13554.out_yn00,0.2208
646,OG2732.out_yn00,0.1273
647,OG2339.out_yn00,0.0717
648,OG3901.out_yn00,0.0891
649,OG13907.out_yn00,0.15555000000000002
650,OG5094.out_yn00,0.2258
651,OG2306.out_yn00,0.3057
652,OG8843.out_yn00,0.3236
653,OG4886.out_yn00,0.4447
654,OG11616.out_yn00,0.0732
655,OG15383.out_yn00,0.2172
656,OG9300.out_yn00,0.17770000000000002
657,OG14168.out_yn00,0.3206
658,OG1843.out_yn00,0.039
659,OG3246.out_yn00,0.1219
660,OG7426.out_yn00,0.20755
661,OG6181.out_yn00,0.2251
662,OG2196.out_yn00,0.1136
663,OG2689.out_yn00,0.3063
664,OG4035.out_yn00,0.0942
665,OG8887.out_yn00,0.2176
666,OG7432.out_yn00,0.1758
667,OG14684.out_yn00,0.2581
668,OG7344.out_yn00,0.152
669,OG9224.out_yn00,0.19065
670,OG15946.out_yn00,0.23305
671,OG10525.out_yn00,0.3823
672,OG7284.out_yn00,0.32675
673,OG12620.out_yn00,0.3952
674,OG8927.out_yn00,0.12865
675,OG4380.out_yn00,0.2071
676,OG5368.out_yn00,0.1671
677,OG14900.out_yn00,0.39154999999999995
678,OG8837.out_yn00,0.2655
679,OG10719.out_yn00,0.2022
680,OG4547.out_yn00,0.1237
681,OG5055.out_yn00,0.19445
682,OG1257.out_yn00,0.1328
683,OG12604.out_yn00,0.2224
684,OG11634.out_yn00,0.2025
685,OG14350.out_yn00,0.2051
686,OG14716.out_yn00,0.3233
687,OG11313.out_yn00,0.15894999999999998
688,OG11819.out_yn00,0.1208
689,OG13525.out_yn00,0.16625
690,OG13358.out_yn00,0.1462
691,OG8477.out_yn00,0.2639
692,OG9657.out_yn00,0.24255
693,OG1508.out_yn00,0.0948
694,OG13287.out_yn00,0.1708
695,OG14389.out_yn00,0.2738
696,OG1346.out_yn00,0.062
697,OG2562.out_yn00,0.1454
698,OG9708.out_yn00,0.2016
699,OG8152.out_yn00,0.213
700,OG2747.out_yn00,0.0955
701,OG6090.out_yn00,0.09284999999999999
702,OG14587.out_yn00,0.39485000000000003
703,OG1657.out_yn00,0.054150000000000004
704,OG11267.out_yn00,0.1248
705,OG15216.out_yn00,0.2814
706,OG14934.out_yn00,0.18385
707,OG2195.out_yn00,0.1349
708,OG4242.out_yn00,0.166
709,OG7443.out_yn00,0.14150000000000001
710,OG8240.out_yn00,0.1362
711,OG10377.out_yn00,0.2732
712,OG9296.out_yn00,0.1829
713,OG13045.out_yn00,0.0934
714,OG7384.out_yn00,0.3174
715,OG4778.out_yn00,0.1339
716,OG15286.out_yn00,0.13335000000000002
717,OG7886.out_yn00,0.1328
718,OG6067.out_yn00,0.19225
719,OG3844.out_yn00,0.2089
720,OG14670.out_yn00,0.16135
721,OG6130.out_yn00,0.1684
722,OG17077.out_yn00,0.1122
723,OG1962.out_yn00,0.0911
724,OG16131.out_yn00,0.0945
725,OG1227.out_yn00,0.0829
726,OG13623.out_yn00,0.08885000000000001
727,OG6172.out_yn00,0.3514
728,OG15384.out_yn00,0.1761
729,OG5599.out_yn00,0.1554
730,OG1367.out_yn00,0.0481
731,OG11036.out_yn00,0.14625
732,OG7957.out_yn00,0.15610000000000002
733,OG10043.out_yn00,0.15565
734,OG13176.out_yn00,0.3059
735,OG3471.out_yn00,0.2092
736,OG6793.out_yn00,0.2491
737,OG12137.out_yn00,0.23809999999999998
738,OG14661.out_yn00,0.0893
739,OG12600.out_yn00,0.14400000000000002
740,OG2416.out_yn00,0.0705
741,OG8933.out_yn00,0.2061
742,OG2094.out_yn00,0.0412
743,OG13688.out_yn00,0.0964
744,OG2437.out_yn00,0.1002
745,OG13786.out_yn00,0.21505000000000002
746,OG10459.out_yn00,0.2131
747,OG4289.out_yn00,0.0624
748,OG13291.out_yn00,0.19569999999999999
749,OG5461.out_yn00,0.1653
750,OG4105.out_yn00,0.3788
751,OG10051.out_yn00,0.3254
752,OG9381.out_yn00,0.4438
753,OG6818.out_yn00,0.0807
754,OG9887.out_yn00,0.1485
755,OG16501.out_yn00,0.3455
756,OG8784.out_yn00,0.10769999999999999
757,OG6832.out_yn00,0.2227
758,OG4643.out_yn00,0.1643
759,OG13651.out_yn00,0.1085
760,OG15153.out_yn00,0.14629999999999999
761,OG7547.out_yn00,0.1601
762,OG17236.out_yn00,0.088
763,OG15118.out_yn00,0.3266
764,OG1349.out_yn00,0.0346
765,OG8386.out_yn00,0.15875
