,OG,dN_dS
182,YBL088C.out_yn00,0.3718
183,YBL089W.out_yn00,0.1578
184,YBL090W.out_yn00,0.0
185,YBL091C.out_yn00,0.0999
186,YBL092W.out_yn00,1.2462
187,YBL093C.out_yn00,0.0
188,YBL094C.out_yn00,0.2402
189,YBL095W.out_yn00,0.0
190,YBL096C.out_yn00,1.011
191,YBL097W.out_yn00,0.1407
192,YBL098W.out_yn00,0.16875
193,YBL099W.out_yn00,0.0
194,YBL100C.out_yn00,1.9040499999999998
195,YBL101C.out_yn00,0.1201
196,YBL102W.out_yn00,0.0
197,YBL103C.out_yn00,0.2416
198,YBL104C.out_yn00,0.0793
199,YBL105C.out_yn00,0.065
200,YBL106C.out_yn00,1.3039
201,YBL107C.out_yn00,0.1535
202,YBL108W.out_yn00,1.0452
203,YBL109W.out_yn00,1.1191
204,YBL111C.out_yn00,
205,YBL112C.out_yn00,
206,YBL113C.out_yn00,1.2469
207,YBR001C.out_yn00,1.1317
208,YBR002C.out_yn00,0.0
209,YBR003W.out_yn00,0.1765
210,YBR004C.out_yn00,0.0721
211,YBR005W.out_yn00,0.0
212,YBR006W.out_yn00,0.0
213,YBR007C.out_yn00,0.3103
214,YBR008C.out_yn00,0.1255
215,YBR009C.out_yn00,0.0
216,YBR010W.out_yn00,0.0
217,YBR011C.out_yn00,0.0
218,YBR012C.out_yn00,1.2983
219,YBR013C.out_yn00,0.0
220,YBR014C.out_yn00,0.0
221,YBR015C.out_yn00,0.14305
222,YBR016W.out_yn00,0.0
223,YBR017C.out_yn00,0.1175
224,YBR018C.out_yn00,0.0
225,YBR019C.out_yn00,1.5304
226,YBR020W.out_yn00,0.1745
227,YBR021W.out_yn00,0.0
228,YBR022W.out_yn00,1.5089
229,YBR023C.out_yn00,0.0
230,YBR024W.out_yn00,0.0
231,YBR025C.out_yn00,0.0
232,YBR026C.out_yn00,0.19525
233,YBR027C.out_yn00,0.8385
234,YBR028C.out_yn00,0.0709
235,YBR029C.out_yn00,0.0
236,YBR030W.out_yn00,0.3944
237,YBR031W.out_yn00,0.0
238,YBR032W.out_yn00,2.6598
239,YBR033W.out_yn00,0.4999
240,YBR034C.out_yn00,0.0
241,YBR035C.out_yn00,0.0
242,YBR036C.out_yn00,0.0
243,YBR037C.out_yn00,0.0
244,YBR038W.out_yn00,0.0
245,YBR039W.out_yn00,0.0
246,YBR040W.out_yn00,0.0
247,YBR041W.out_yn00,0.0
248,YBR042C.out_yn00,0.0
249,YBR043C.out_yn00,0.0886
250,YBR044C.out_yn00,0.1997
251,YBR045C.out_yn00,0.1493
252,YBR046C.out_yn00,0.0
253,YBR047W.out_yn00,0.0
254,YBR048W.out_yn00,1.1148
255,YBR049C.out_yn00,0.0
256,YBR050C.out_yn00,0.0
257,YBR051W.out_yn00,0.7857
258,YBR052C.out_yn00,0.0
259,YBR053C.out_yn00,0.0
260,YBR054W.out_yn00,0.1245
261,YBR055C.out_yn00,0.1168
262,YBR056W.out_yn00,0.0995
263,YBR057C.out_yn00,0.0
264,YBR058C.out_yn00,0.0882
265,YBR059C.out_yn00,0.1572
266,YBR060C.out_yn00,0.1524
267,YBR061C.out_yn00,0.1975
268,YBR062C.out_yn00,1.2504
269,YBR063C.out_yn00,0.5525
270,YBR064W.out_yn00,1.264
271,YBR065C.out_yn00,0.0
272,YBR066C.out_yn00,0.0
273,YBR067C.out_yn00,0.0
274,YBR068C.out_yn00,0.0802
275,YBR069C.out_yn00,0.0957
276,YBR070C.out_yn00,0.2111
277,YBR071W.out_yn00,0.0
278,YBR072W.out_yn00,0.14665
279,YBR073W.out_yn00,0.9406
280,YBR074W.out_yn00,0.3969
281,YBR076W.out_yn00,0.0
282,YBR077C.out_yn00,0.0
283,YBR078W.out_yn00,1.012
284,YBR079C.out_yn00,0.1188
285,YBR080C.out_yn00,0.10965
286,YBR081C.out_yn00,1.307
287,YBR082C.out_yn00,1.3182
288,YBR083W.out_yn00,0.8621
289,YBR084W.out_yn00,0.0
290,YBR085W.out_yn00,0.0
291,YBR086C.out_yn00,0.2035
292,YBR087W.out_yn00,0.0
293,YBR088C.out_yn00,0.0
294,YBR089W.out_yn00,1.0949
295,YBR090C.out_yn00,1.5688
296,YBR091C.out_yn00,0.0
297,YBR092C.out_yn00,0.199
298,YBR093C.out_yn00,0.2771
299,YBR094W.out_yn00,0.0651
300,YBR095C.out_yn00,0.2224
301,YBR096W.out_yn00,0.14
302,YBR097W.out_yn00,0.1775
303,YBR098W.out_yn00,0.4829
304,YBR099C.out_yn00,0.0
305,YBR101C.out_yn00,0.402
306,YBR102C.out_yn00,0.0
307,YBR103W.out_yn00,0.1756
308,YBR104W.out_yn00,0.1809
309,YBR105C.out_yn00,0.207
310,YBR106W.out_yn00,0.0
311,YBR107C.out_yn00,0.0
312,YBR108W.out_yn00,1.5133
313,YBR109C.out_yn00,0.0
314,YBR110W.out_yn00,0.1868
315,YBR111C.out_yn00,0.0
316,YBR112C.out_yn00,0.1771
317,YBR113W.out_yn00,1.321
318,YBR114W.out_yn00,0.2562
319,YBR115C.out_yn00,0.0998
320,YBR116C.out_yn00,0.9615
321,YBR117C.out_yn00,0.0
322,YBR118W.out_yn00,0.0
323,YBR119W.out_yn00,1.2137
324,YBR120C.out_yn00,0.0
325,YBR121C.out_yn00,0.0564
326,YBR122C.out_yn00,0.0
327,YBR123C.out_yn00,0.18
328,YBR124W.out_yn00,0.7276
329,YBR125C.out_yn00,0.0
330,YBR126C.out_yn00,0.0
331,YBR127C.out_yn00,0.0
332,YBR128C.out_yn00,0.4197
333,YBR129C.out_yn00,0.1469
334,YBR130C.out_yn00,0.2101
335,YBR131W.out_yn00,0.2669
336,YBR132C.out_yn00,0.2526
337,YBR133C.out_yn00,0.4138
338,YBR134W.out_yn00,0.7157
339,YBR135W.out_yn00,0.0
340,YBR136W.out_yn00,0.1244
341,YBR137W.out_yn00,0.0
342,YBR138C.out_yn00,0.0
343,YBR139W.out_yn00,0.0845
344,YBR140C.out_yn00,1.3302
345,YBR141C.out_yn00,0.2017
346,YBR142W.out_yn00,0.1199
347,YBR143C.out_yn00,0.0
348,YBR144C.out_yn00,1.3138
349,YBR145W.out_yn00,0.0
350,YBR146W.out_yn00,0.0
351,YBR147W.out_yn00,0.0
352,YBR148W.out_yn00,1.1938
353,YBR149W.out_yn00,0.0
354,YBR150C.out_yn00,0.3206
355,YBR151W.out_yn00,0.3356
356,YBR152W.out_yn00,0.3585
357,YBR153W.out_yn00,0.0
358,YBR154C.out_yn00,0.0
359,YBR155W.out_yn00,0.2014
360,YBR156C.out_yn00,0.1069
361,YBR157C.out_yn00,0.0
362,YBR158W.out_yn00,0.1223
363,YBR159W.out_yn00,0.0
364,YBR160W.out_yn00,0.0
365,YBR161W.out_yn00,0.3745
366,YBR162C.out_yn00,0.1711
367,YBR163W.out_yn00,0.3666
368,YBR164C.out_yn00,0.0
369,YBR165W.out_yn00,0.181
370,YBR166C.out_yn00,0.0
371,YBR167C.out_yn00,0.0
372,YBR168W.out_yn00,0.21184999999999998
373,YBR169C.out_yn00,0.4639
374,YBR170C.out_yn00,0.15710000000000002
375,YBR171W.out_yn00,0.0
376,YBR172C.out_yn00,0.5168
377,YBR173C.out_yn00,0.0
378,YBR174C.out_yn00,0.8697999999999999
379,YBR175W.out_yn00,0.0
380,YBR176W.out_yn00,0.1118
381,YBR177C.out_yn00,0.1711
382,YBR178W.out_yn00,0.5677
383,YBR179C.out_yn00,0.0277
384,YBR180W.out_yn00,0.1068
385,YBR181C.out_yn00,1.7199
386,YBR182C.out_yn00,0.1688
387,YBR183W.out_yn00,0.2755
388,YBR184W.out_yn00,0.654
389,YBR185C.out_yn00,0.0896
390,YBR186W.out_yn00,1.3208000000000002
391,YBR187W.out_yn00,0.1401
392,YBR188C.out_yn00,0.4652
393,YBR189W.out_yn00,1.0705
394,YBR190W.out_yn00,0.9279999999999999
395,YBR191W.out_yn00,1.1622
396,YBR192W.out_yn00,0.0552
397,YBR193C.out_yn00,0.0
398,YBR194W.out_yn00,0.0
399,YBR195C.out_yn00,0.0
400,YBR196C.out_yn00,1.4738
401,YBR197C.out_yn00,0.2734
402,YBR198C.out_yn00,0.0894
403,YBR199W.out_yn00,0.1253
404,YBR200W.out_yn00,0.0
405,YBR201W.out_yn00,0.0
406,YBR202W.out_yn00,0.0423
407,YBR203W.out_yn00,0.1256
408,YBR204C.out_yn00,0.2348
409,YBR205W.out_yn00,0.1961
410,YBR206W.out_yn00,0.0
411,YBR207W.out_yn00,0.3912
412,YBR208C.out_yn00,0.072
413,YBR209W.out_yn00,1.2244
414,YBR210W.out_yn00,0.0
415,YBR211C.out_yn00,0.1934
416,YBR212W.out_yn00,0.1868
417,YBR213W.out_yn00,0.1614
418,YBR214W.out_yn00,0.127
419,YBR215W.out_yn00,1.4301
420,YBR216C.out_yn00,0.5038
421,YBR217W.out_yn00,0.1408
422,YBR218C.out_yn00,0.0467
423,YBR219C.out_yn00,1.0539
424,YBR220C.out_yn00,0.0
425,YBR221C.out_yn00,0.0
426,YBR222C.out_yn00,0.0
427,YBR223C.out_yn00,0.2569
428,YBR224W.out_yn00,1.3329
429,YBR225W.out_yn00,0.2595
430,YBR226C.out_yn00,1.6874
431,YBR227C.out_yn00,0.1614
432,YBR228W.out_yn00,0.0841
433,YBR229C.out_yn00,0.2727
434,YBR230C.out_yn00,1.7277
435,YBR231C.out_yn00,0.1767
436,YBR232C.out_yn00,0.433
437,YBR233W.out_yn00,0.2105
438,YBR234C.out_yn00,0.2402
439,YBR235W.out_yn00,0.0
440,YBR236C.out_yn00,0.16335
441,YBR237W.out_yn00,0.2813
442,YBR238C.out_yn00,0.09315000000000001
443,YBR239C.out_yn00,0.157
444,YBR240C.out_yn00,0.2013
445,YBR241C.out_yn00,0.1622
446,YBR242W.out_yn00,0.0
447,YBR243C.out_yn00,0.0
448,YBR244W.out_yn00,0.205
449,YBR245C.out_yn00,0.1495
450,YBR246W.out_yn00,0.2085
451,YBR247C.out_yn00,0.0
452,YBR248C.out_yn00,0.0
453,YBR249C.out_yn00,0.0913
454,YBR250W.out_yn00,0.11565
455,YBR251W.out_yn00,0.0
456,YBR252W.out_yn00,0.0
457,YBR253W.out_yn00,0.0
458,YBR254C.out_yn00,0.0
459,YBR255W.out_yn00,0.217
460,YBR256C.out_yn00,0.0
461,YBR257W.out_yn00,0.1965
462,YBR258C.out_yn00,2.4244
463,YBR259W.out_yn00,0.35875
464,YBR260C.out_yn00,0.2577
465,YBR261C.out_yn00,0.0
466,YBR262C.out_yn00,0.3826
467,YBR263W.out_yn00,0.1323
468,YBR264C.out_yn00,0.0
469,YBR265W.out_yn00,0.03495
470,YBR266C.out_yn00,0.0
471,YBR267W.out_yn00,0.211
472,YBR268W.out_yn00,0.1202
473,YBR269C.out_yn00,0.0
474,YBR270C.out_yn00,0.1935
475,YBR271W.out_yn00,0.2039
476,YBR272C.out_yn00,0.1985
477,YBR273C.out_yn00,0.3867
478,YBR274W.out_yn00,0.0498
479,YBR275C.out_yn00,0.2955
480,YBR276C.out_yn00,0.3375
481,YBR277C.out_yn00,0.6044
482,YBR278W.out_yn00,0.0
483,YBR279W.out_yn00,0.2674
484,YBR280C.out_yn00,0.1136
485,YBR281C.out_yn00,0.11854999999999999
486,YBR282W.out_yn00,0.0
487,YBR283C.out_yn00,0.0
488,YBR284W.out_yn00,1.6496
489,YBR285W.out_yn00,0.1958
490,YBR286W.out_yn00,0.1034
491,YBR287W.out_yn00,0.0
492,YBR288C.out_yn00,0.1577
493,YBR289W.out_yn00,0.2568
494,YBR290W.out_yn00,0.0
495,YBR291C.out_yn00,0.0
496,YBR292C.out_yn00,1.0821
497,YBR293W.out_yn00,0.0625
498,YBR294W.out_yn00,0.868
499,YBR295W.out_yn00,1.071
500,YBR296C.out_yn00,0.0519
501,YBR297W.out_yn00,0.696
502,YBR298C.out_yn00,0.1282
503,YBR299W.out_yn00,1.2625
504,YBR300C.out_yn00,0.449
505,YBR301W.out_yn00,0.7643
506,YBR302C.out_yn00,1.1176
507,YCL001W.out_yn00,0.0
508,YCL002C.out_yn00,1.5286
509,YCL004W.out_yn00,0.209
510,YCL005W.out_yn00,0.0
511,YCL007C.out_yn00,0.8058
512,YCL008C.out_yn00,0.21495
513,YCL009C.out_yn00,0.0
514,YCL010C.out_yn00,0.0
515,YCL011C.out_yn00,0.0519
516,YCL012C.out_yn00,1.043
517,YCL014W.out_yn00,0.473
518,YCL016C.out_yn00,0.1038
519,YCL017C.out_yn00,0.1882
520,YCL018W.out_yn00,0.0
521,YCL022C.out_yn00,0.0
522,YCL023C.out_yn00,1.0273
523,YCL024W.out_yn00,0.59765
524,YCL025C.out_yn00,0.2127
525,YCL027W.out_yn00,0.1083
526,YCL028W.out_yn00,0.0
527,YCL029C.out_yn00,0.1994
528,YCL030C.out_yn00,0.0823
529,YCL031C.out_yn00,0.0
530,YCL032W.out_yn00,0.0
531,YCL033C.out_yn00,0.0
532,YCL034W.out_yn00,0.0
533,YCL035C.out_yn00,0.0
534,YCL036W.out_yn00,0.5363
535,YCL037C.out_yn00,0.207
536,YCL038C.out_yn00,0.0
537,YCL039W.out_yn00,0.0595
538,YCL040W.out_yn00,0.0
539,YCL041C.out_yn00,1.2319
540,YCL042W.out_yn00,1.4042
541,YCL043C.out_yn00,0.0
542,YCL044C.out_yn00,0.0
543,YCL045C.out_yn00,0.0815
544,YCL046W.out_yn00,0.1723
545,YCL047C.out_yn00,0.0
546,YCL048W.out_yn00,0.0
547,YCL049C.out_yn00,1.2323
548,YCL050C.out_yn00,0.0
549,YCL051W.out_yn00,1.7285
550,YCL052C.out_yn00,0.1644
551,YCL054W.out_yn00,0.0564
552,YCL055W.out_yn00,0.3706
553,YCL056C.out_yn00,1.18675
554,YCL057W.out_yn00,0.0
555,YCL058C.out_yn00,0.5032
556,YCL059C.out_yn00,0.0
557,YCL061C.out_yn00,0.1712
558,YCL063W.out_yn00,0.1395
559,YCL064C.out_yn00,0.0
560,YCL065W.out_yn00,0.9026
561,YCL066W.out_yn00,0.0
562,YCL067C.out_yn00,
563,YCL068C.out_yn00,0.0
564,YCL069W.out_yn00,1.9625
565,YCL073C.out_yn00,1.2551
566,YCL076W.out_yn00,1.2199
567,YCR001W.out_yn00,1.0334
568,YCR002C.out_yn00,0.0
569,YCR003W.out_yn00,0.0
570,YCR004C.out_yn00,0.0
571,YCR005C.out_yn00,0.0
572,YCR006C.out_yn00,1.0297
573,YCR007C.out_yn00,0.822
574,YCR008W.out_yn00,0.1421
575,YCR009C.out_yn00,0.0
576,YCR010C.out_yn00,0.0
577,YCR011C.out_yn00,0.0753
578,YCR012W.out_yn00,0.0
579,YCR013C.out_yn00,0.0
580,YCR014C.out_yn00,1.6413
581,YCR015C.out_yn00,0.3684
582,YCR016W.out_yn00,0.1937
583,YCR017C.out_yn00,0.1178
584,YCR018C.out_yn00,0.5815
585,YCR019W.out_yn00,0.0
586,YCR020C.out_yn00,1.227
587,YCR021C.out_yn00,0.135
588,YCR022C.out_yn00,1.1803
589,YCR023C.out_yn00,0.0
590,YCR024C.out_yn00,0.1179
591,YCR025C.out_yn00,1.3271
592,YCR026C.out_yn00,1.1273
593,YCR027C.out_yn00,0.0
594,YCR028C.out_yn00,0.0727
595,YCR030C.out_yn00,0.1294
596,YCR031C.out_yn00,0.8845
597,YCR032W.out_yn00,0.2639
598,YCR033W.out_yn00,0.1592
599,YCR034W.out_yn00,0.0
600,YCR035C.out_yn00,0.0623
601,YCR036W.out_yn00,0.1582
602,YCR037C.out_yn00,0.0507
603,YCR038C.out_yn00,1.7449
604,YCR039C.out_yn00,0.0
605,YCR040W.out_yn00,0.2726
606,YCR041W.out_yn00,1.3301
607,YCR042C.out_yn00,0.1042
608,YCR043C.out_yn00,0.0
609,YCR044C.out_yn00,0.0
610,YCR045C.out_yn00,0.0
611,YCR046C.out_yn00,0.0
612,YCR047C.out_yn00,0.0
613,YCR048W.out_yn00,0.1216
614,YCR049C.out_yn00,0.0
615,YCR050C.out_yn00,0.0
616,YCR051W.out_yn00,0.0
617,YCR052W.out_yn00,0.2164
618,YCR053W.out_yn00,0.0
619,YCR054C.out_yn00,0.1874
620,YCR057C.out_yn00,0.0797
621,YCR059C.out_yn00,0.0
622,YCR060W.out_yn00,0.0
623,YCR061W.out_yn00,1.1908
624,YCR063W.out_yn00,0.0
625,YCR064C.out_yn00,0.7867
626,YCR065W.out_yn00,0.1998
627,YCR066W.out_yn00,0.0785
628,YCR067C.out_yn00,0.8992
629,YCR068W.out_yn00,0.4017
630,YCR069W.out_yn00,0.2982
631,YCR071C.out_yn00,0.0
632,YCR072C.out_yn00,0.0
633,YCR073C.out_yn00,1.3311
634,YCR075C.out_yn00,0.4287
635,YCR076C.out_yn00,0.0
636,YCR077C.out_yn00,0.0396
637,YCR079W.out_yn00,0.0
638,YCR081W.out_yn00,0.21484999999999999
639,YCR082W.out_yn00,0.0
640,YCR083W.out_yn00,0.0
641,YCR084C.out_yn00,0.1402
642,YCR085W.out_yn00,2.2283
643,YCR086W.out_yn00,0.0
644,YCR087W.out_yn00,1.4282
645,YCR088W.out_yn00,0.2193
646,YCR089W.out_yn00,1.3408
647,YCR090C.out_yn00,0.3514
648,YCR091W.out_yn00,0.2449
649,YCR092C.out_yn00,0.2377
650,YCR093W.out_yn00,0.22235
651,YCR094W.out_yn00,0.0
652,YCR095C.out_yn00,0.1488
653,YCR096C.out_yn00,0.0
654,YCR097W.out_yn00,1.0534
655,YCR098C.out_yn00,0.0
656,YCR099C.out_yn00,0.837
657,YCR100C.out_yn00,1.1473
658,YCR101C.out_yn00,0.8865
659,YCR102C.out_yn00,0.497
660,YCR104W.out_yn00,0.0
661,YCR105W.out_yn00,1.1822
662,YCR106W.out_yn00,1.3504
663,YCR107W.out_yn00,1.1743
664,YCR108C.out_yn00,1.0
665,YDL001W.out_yn00,0.0
666,YDL002C.out_yn00,0.0
667,YDL003W.out_yn00,0.1176
668,YDL004W.out_yn00,0.0
669,YDL005C.out_yn00,0.7235
670,YDL006W.out_yn00,0.0
671,YDL007W.out_yn00,0.0
672,YDL008W.out_yn00,0.0
673,YDL009C.out_yn00,1.3857
674,YDL010W.out_yn00,0.15794999999999998
675,YDL011C.out_yn00,0.0
676,YDL012C.out_yn00,0.0
677,YDL013W.out_yn00,0.098
678,YDL014W.out_yn00,0.0
679,YDL015C.out_yn00,0.2085
680,YDL016C.out_yn00,0.402
681,YDL017W.out_yn00,0.1123
682,YDL018C.out_yn00,0.0
683,YDL019C.out_yn00,0.2657
684,YDL020C.out_yn00,0.3523
685,YDL021W.out_yn00,0.0
686,YDL022W.out_yn00,0.0
687,YDL023C.out_yn00,0.9429
688,YDL024C.out_yn00,0.3656
689,YDL025C.out_yn00,0.1873
690,YDL026W.out_yn00,0.0
691,YDL027C.out_yn00,0.1196
692,YDL028C.out_yn00,0.0
693,YDL029W.out_yn00,0.1646
694,YDL030W.out_yn00,0.2762
695,YDL031W.out_yn00,0.2452
696,YDL032W.out_yn00,0.0
697,YDL033C.out_yn00,0.4068
698,YDL034W.out_yn00,0.4254
699,YDL035C.out_yn00,0.3798
700,YDL036C.out_yn00,0.1986
701,YDL037C.out_yn00,0.7945500000000001
702,YDL039C.out_yn00,1.3199
703,YDL040C.out_yn00,0.2749
704,YDL041W.out_yn00,0.0
705,YDL042C.out_yn00,0.0
706,YDL043C.out_yn00,0.0
707,YDL044C.out_yn00,0.0
708,YDL045C.out_yn00,0.0
709,YDL046W.out_yn00,0.0
710,YDL047W.out_yn00,0.0
711,YDL048C.out_yn00,0.2231
712,YDL049C.out_yn00,0.3797
713,YDL050C.out_yn00,1.5383
714,YDL051W.out_yn00,0.1886
715,YDL052C.out_yn00,0.1302
716,YDL053C.out_yn00,0.0
717,YDL054C.out_yn00,0.2264
718,YDL055C.out_yn00,0.0
719,YDL056W.out_yn00,0.0
720,YDL057W.out_yn00,0.2566
721,YDL058W.out_yn00,0.1874
722,YDL059C.out_yn00,0.40225
723,YDL060W.out_yn00,0.0523
724,YDL061C.out_yn00,0.8752
725,YDL062W.out_yn00,0.9584
726,YDL063C.out_yn00,0.0492
727,YDL064W.out_yn00,7.4518
728,YDL065C.out_yn00,0.1416
729,YDL066W.out_yn00,0.0
730,YDL067C.out_yn00,0.0
731,YDL068W.out_yn00,0.0
732,YDL069C.out_yn00,0.0
733,YDL070W.out_yn00,0.366
734,YDL071C.out_yn00,0.3391
735,YDL072C.out_yn00,0.0
736,YDL073W.out_yn00,0.3584
737,YDL074C.out_yn00,0.0
738,YDL075W.out_yn00,0.9077
739,YDL076C.out_yn00,0.3011
740,YDL077C.out_yn00,0.1522
741,YDL078C.out_yn00,0.0
742,YDL079C.out_yn00,0.8714
743,YDL080C.out_yn00,0.4905
744,YDL081C.out_yn00,0.7823
745,YDL082W.out_yn00,0.5126
746,YDL083C.out_yn00,1.2955
747,YDL084W.out_yn00,0.0
748,YDL085W.out_yn00,0.2147
749,YDL086W.out_yn00,0.0
