,OG,dN_dS
392,OG15389.out_yn00,0.0658
393,OG7598.out_yn00,0.1568
394,OG1689.out_yn00,0.0746
395,OG6937.out_yn00,0.1619
396,OG4479.out_yn00,0.0818
397,OG16613.out_yn00,0.2909
398,OG5433.out_yn00,0.1582
399,OG15542.out_yn00,0.11035
400,OG11432.out_yn00,0.20435
401,OG4297.out_yn00,0.0533
402,OG4793.out_yn00,0.0937
403,OG4450.out_yn00,0.158
404,OG12538.out_yn00,0.23704999999999998
405,OG3189.out_yn00,0.0782
406,OG1335.out_yn00,0.0721
407,OG13228.out_yn00,1.7409
408,OG1572.out_yn00,0.0159
409,OG8972.out_yn00,0.1929
410,OG3638.out_yn00,0.1465
411,OG15399.out_yn00,0.26285000000000003
412,OG10270.out_yn00,0.1789
413,OG4514.out_yn00,0.2032
414,OG6806.out_yn00,0.32855
415,OG11939.out_yn00,0.4601
416,OG10432.out_yn00,0.1852
417,OG16092.out_yn00,0.2105
418,OG9748.out_yn00,0.066
419,OG6239.out_yn00,0.1139
420,OG15758.out_yn00,0.0995
421,OG12537.out_yn00,0.16649999999999998
422,OG7908.out_yn00,0.32130000000000003
423,OG8081.out_yn00,0.12
424,OG17202.out_yn00,0.2695
425,OG9762.out_yn00,0.24409999999999998
426,OG12491.out_yn00,0.3053
427,OG2296.out_yn00,0.1815
428,OG5275.out_yn00,0.08825
429,OG2370.out_yn00,0.0595
430,OG1844.out_yn00,0.0822
431,OG3468.out_yn00,0.0872
432,OG15438.out_yn00,0.25185
433,OG10692.out_yn00,0.3519
434,OG1588.out_yn00,0.0382
435,OG10872.out_yn00,0.391
436,OG3376.out_yn00,0.1704
437,OG7431.out_yn00,0.134
438,OG9901.out_yn00,0.3937
439,OG1375.out_yn00,0.0532
440,OG4424.out_yn00,0.1373
441,OG13627.out_yn00,0.1363
442,OG11100.out_yn00,0.175
443,OG3167.out_yn00,0.0907
444,OG8410.out_yn00,0.26115
445,OG2634.out_yn00,0.1118
446,OG16064.out_yn00,0.1562
447,OG1826.out_yn00,0.1406
448,OG4228.out_yn00,0.2771
449,OG10336.out_yn00,0.25405
450,OG4936.out_yn00,0.1894
451,OG14234.out_yn00,0.2821
452,OG2474.out_yn00,0.2527
453,OG9942.out_yn00,0.1517
454,OG10260.out_yn00,0.4555
455,OG16715.out_yn00,0.0246
456,OG3115.out_yn00,0.0879
457,OG6780.out_yn00,0.14
458,OG10449.out_yn00,0.2618
459,OG16193.out_yn00,0.38895
460,OG12280.out_yn00,0.1382
461,OG4594.out_yn00,0.3034
462,OG9352.out_yn00,0.2142
463,OG4696.out_yn00,0.2009
464,OG5238.out_yn00,0.2372
465,OG15644.out_yn00,0.1027
466,OG7192.out_yn00,0.2068
467,OG15100.out_yn00,0.15910000000000002
468,OG8173.out_yn00,0.1992
469,OG10701.out_yn00,0.09045
470,OG4027.out_yn00,0.1845
471,OG11506.out_yn00,0.19755
472,OG9513.out_yn00,0.1065
473,OG15952.out_yn00,0.2446
474,OG6727.out_yn00,0.3658
475,OG10769.out_yn00,0.19895
476,OG4432.out_yn00,0.1072
477,OG9089.out_yn00,0.38285
478,OG5841.out_yn00,0.1412
479,OG17269.out_yn00,0.2858
480,OG9252.out_yn00,0.1724
481,OG13952.out_yn00,0.3262
482,OG16101.out_yn00,0.2074
483,OG9079.out_yn00,0.2074
484,OG2694.out_yn00,0.0913
485,OG15036.out_yn00,0.21500000000000002
486,OG3884.out_yn00,0.2778
487,OG2681.out_yn00,0.1189
488,OG8552.out_yn00,0.2166
489,OG7676.out_yn00,0.2801
490,OG18377.out_yn00,0.4252
491,OG10396.out_yn00,0.1814
492,OG11289.out_yn00,0.1348
493,OG1404.out_yn00,0.1798
494,OG16631.out_yn00,0.1803
495,OG4375.out_yn00,0.0371
496,OG1525.out_yn00,0.0397
497,OG6997.out_yn00,0.1431
498,OG3085.out_yn00,0.1303
499,OG1871.out_yn00,0.0497
500,OG6216.out_yn00,0.099
501,OG4140.out_yn00,0.0715
502,OG6879.out_yn00,0.2419
503,OG2515.out_yn00,0.0587
504,OG9405.out_yn00,0.229
505,OG10628.out_yn00,0.13205
506,OG8266.out_yn00,0.1884
507,OG1412.out_yn00,0.1055
508,OG1890.out_yn00,0.1226
509,OG4423.out_yn00,0.0259
510,OG9184.out_yn00,0.3945
511,OG4346.out_yn00,0.2201
512,OG8500.out_yn00,0.299
513,OG9981.out_yn00,0.1894
514,OG13114.out_yn00,0.1732
515,OG2881.out_yn00,0.1577
516,OG6201.out_yn00,0.323
517,OG16304.out_yn00,0.2719
518,OG14411.out_yn00,0.2089
519,OG4044.out_yn00,0.0728
520,OG9722.out_yn00,0.18435
521,OG5422.out_yn00,0.31875
522,OG10440.out_yn00,0.2378
523,OG13545.out_yn00,0.2484
524,OG17422.out_yn00,0.2197
525,OG3518.out_yn00,0.0849
526,OG8318.out_yn00,0.40885000000000005
527,OG5706.out_yn00,0.4945
528,OG2905.out_yn00,0.1588
529,OG8975.out_yn00,0.1558
530,OG6654.out_yn00,0.1048
531,OG1414.out_yn00,0.0735
532,OG5792.out_yn00,0.2656
533,OG12923.out_yn00,0.8048500000000001
534,OG15234.out_yn00,0.37570000000000003
535,OG8185.out_yn00,0.101
536,OG6275.out_yn00,0.1782
537,OG4722.out_yn00,0.1155
538,OG13675.out_yn00,0.2176
539,OG4449.out_yn00,0.2741
540,OG7491.out_yn00,0.2272
541,OG5935.out_yn00,0.1285
542,OG13225.out_yn00,0.26715
543,OG4316.out_yn00,0.18764999999999998
544,OG9397.out_yn00,0.29385
545,OG4340.out_yn00,0.1359
546,OG3926.out_yn00,0.11754999999999999
547,OG5693.out_yn00,0.1611
548,OG5225.out_yn00,0.14150000000000001
549,OG5302.out_yn00,0.0998
550,OG4126.out_yn00,0.1261
551,OG8711.out_yn00,0.27090000000000003
552,OG9011.out_yn00,0.10264999999999999
553,OG2540.out_yn00,0.1128
554,OG7945.out_yn00,0.2199
555,OG1666.out_yn00,0.25845
556,OG1811.out_yn00,0.0763
557,OG6474.out_yn00,0.3827
558,OG13906.out_yn00,0.3155
559,OG3320.out_yn00,0.2281
560,OG3186.out_yn00,0.3113
561,OG13127.out_yn00,0.1018
562,OG6022.out_yn00,0.2126
563,OG2473.out_yn00,0.1052
564,OG18375.out_yn00,0.2044
565,OG4903.out_yn00,0.1291
566,OG3702.out_yn00,0.0752
567,OG9579.out_yn00,0.2792
568,OG2286.out_yn00,0.1107
569,OG12016.out_yn00,0.1698
570,OG8218.out_yn00,0.28435
571,OG3853.out_yn00,0.1959
572,OG15984.out_yn00,0.1376
573,OG2281.out_yn00,0.3756
574,OG2734.out_yn00,0.1091
575,OG9542.out_yn00,0.06785
576,OG3118.out_yn00,0.0662
577,OG9414.out_yn00,0.1408
578,OG1617.out_yn00,0.0794
579,OG15516.out_yn00,0.1503
580,OG4474.out_yn00,0.1069
581,OG1740.out_yn00,0.1297
582,OG5677.out_yn00,0.1409
583,OG7986.out_yn00,0.3605
584,OG1527.out_yn00,0.2283
585,OG15412.out_yn00,0.23015
586,OG17542.out_yn00,0.1505
587,OG9923.out_yn00,0.1676
588,OG3121.out_yn00,0.1219
589,OG3615.out_yn00,0.0374
590,OG15137.out_yn00,0.0842
591,OG6827.out_yn00,0.10525000000000001
592,OG18212.out_yn00,0.2294
593,OG8271.out_yn00,0.40425
594,OG4351.out_yn00,0.108
595,OG17426.out_yn00,0.1359
596,OG6898.out_yn00,0.1005
597,OG3531.out_yn00,0.1141
598,OG17251.out_yn00,0.2061
599,OG2443.out_yn00,0.0504
600,OG1626.out_yn00,0.0398
601,OG5768.out_yn00,0.0632
602,OG11560.out_yn00,0.1028
603,OG1999.out_yn00,0.0583
604,OG5200.out_yn00,0.3566
605,OG6384.out_yn00,0.2216
606,OG1647.out_yn00,0.1108
607,OG3304.out_yn00,0.0612
608,OG2636.out_yn00,0.0897
609,OG16149.out_yn00,0.2144
610,OG3311.out_yn00,0.114
611,OG15963.out_yn00,0.5299
612,OG10243.out_yn00,0.25915
613,OG7063.out_yn00,0.16505
614,OG5357.out_yn00,0.1198
615,OG1926.out_yn00,0.063
616,OG2978.out_yn00,0.223
617,OG2250.out_yn00,0.0522
618,OG17623.out_yn00,0.0849
619,OG2230.out_yn00,0.09
620,OG16021.out_yn00,0.05885
621,OG3771.out_yn00,0.0487
622,OG1763.out_yn00,0.0725
623,OG1614.out_yn00,0.1433
624,OG3843.out_yn00,0.1322
625,OG5268.out_yn00,0.0942
626,OG1282.out_yn00,0.2068
627,OG6050.out_yn00,0.191
628,OG17864.out_yn00,0.2643
629,OG13940.out_yn00,0.166
630,OG14508.out_yn00,0.35095
631,OG14774.out_yn00,0.13615
632,OG3409.out_yn00,0.2666
633,OG4494.out_yn00,0.1413
634,OG7559.out_yn00,0.1134
635,OG6502.out_yn00,0.41085
636,OG1583.out_yn00,0.1276
637,OG15096.out_yn00,0.13485
638,OG4133.out_yn00,0.1089
639,OG10876.out_yn00,0.1104
640,OG7932.out_yn00,0.0794
641,OG7613.out_yn00,0.1355
642,OG13515.out_yn00,0.12575
643,OG9926.out_yn00,0.1439
644,OG18061.out_yn00,0.1058
645,OG2485.out_yn00,0.0667
646,OG13961.out_yn00,0.3167
647,OG3973.out_yn00,0.0688
648,OG4509.out_yn00,0.0686
649,OG4556.out_yn00,0.2325
650,OG8642.out_yn00,0.21215
651,OG1817.out_yn00,0.0584
652,OG14657.out_yn00,0.30225
653,OG6082.out_yn00,0.2308
654,OG5015.out_yn00,0.143
655,OG8231.out_yn00,0.0868
656,OG1954.out_yn00,0.0782
657,OG5970.out_yn00,0.21735
658,OG7119.out_yn00,0.16805
659,OG6980.out_yn00,0.2736
660,OG1903.out_yn00,0.138
661,OG15051.out_yn00,0.16410000000000002
662,OG11565.out_yn00,0.30455
663,OG13146.out_yn00,0.2122
664,OG15831.out_yn00,0.3402
665,OG4748.out_yn00,0.3495
666,OG8954.out_yn00,0.22545
667,OG13554.out_yn00,0.2208
668,OG2732.out_yn00,0.1276
669,OG2339.out_yn00,0.0715
670,OG3901.out_yn00,0.1093
671,OG13907.out_yn00,0.15555000000000002
672,OG5094.out_yn00,0.2204
673,OG2306.out_yn00,0.3293
674,OG8843.out_yn00,0.3236
675,OG4886.out_yn00,0.428
676,OG11616.out_yn00,0.0732
677,OG15383.out_yn00,0.2172
678,OG9300.out_yn00,0.17535
679,OG14168.out_yn00,0.3206
680,OG1843.out_yn00,0.039
681,OG3246.out_yn00,0.1191
682,OG7426.out_yn00,0.2167
683,OG6181.out_yn00,0.21500000000000002
684,OG2196.out_yn00,0.1139
685,OG2689.out_yn00,0.3009
686,OG4035.out_yn00,0.0776
687,OG8887.out_yn00,0.2176
688,OG7432.out_yn00,0.1758
689,OG14684.out_yn00,0.2581
690,OG7344.out_yn00,0.1534
691,OG9224.out_yn00,0.217
692,OG15946.out_yn00,0.23305
693,OG10525.out_yn00,0.3823
694,OG7284.out_yn00,0.33605
695,OG12620.out_yn00,0.4065
696,OG8927.out_yn00,0.12865
697,OG4380.out_yn00,0.2277
698,OG5368.out_yn00,0.1645
699,OG14900.out_yn00,0.3687
700,OG8837.out_yn00,0.2655
701,OG10719.out_yn00,0.2022
702,OG4547.out_yn00,0.1164
703,OG5055.out_yn00,0.21739999999999998
704,OG1257.out_yn00,0.1437
705,OG12604.out_yn00,0.2224
706,OG11634.out_yn00,0.2025
707,OG14350.out_yn00,0.2051
708,OG14716.out_yn00,0.3233
709,OG11313.out_yn00,0.15894999999999998
710,OG11819.out_yn00,0.1195
711,OG13525.out_yn00,0.16625
712,OG13358.out_yn00,0.1462
713,OG8477.out_yn00,0.2567
714,OG9657.out_yn00,0.24255
715,OG1508.out_yn00,0.0951
716,OG13287.out_yn00,0.1709
717,OG14389.out_yn00,0.2738
718,OG1346.out_yn00,0.06075
719,OG2562.out_yn00,0.1519
720,OG9708.out_yn00,0.2046
721,OG8152.out_yn00,0.208
722,OG2747.out_yn00,0.0937
723,OG6090.out_yn00,0.09204999999999999
724,OG14587.out_yn00,0.39485000000000003
725,OG1657.out_yn00,0.05785
726,OG11267.out_yn00,0.1248
727,OG15216.out_yn00,0.2814
728,OG5223.out_yn00,0.2086
729,OG14934.out_yn00,0.18385
730,OG2195.out_yn00,0.1313
731,OG4242.out_yn00,0.1718
732,OG7443.out_yn00,0.14545000000000002
733,OG8240.out_yn00,0.1362
734,OG10377.out_yn00,0.25345
735,OG9296.out_yn00,0.1829
736,OG13045.out_yn00,0.0934
737,OG7384.out_yn00,0.3174
738,OG4778.out_yn00,0.1301
739,OG15286.out_yn00,0.13335000000000002
740,OG7886.out_yn00,0.1328
741,OG6067.out_yn00,0.19305
742,OG3844.out_yn00,0.2203
743,OG14670.out_yn00,0.16135
744,OG6130.out_yn00,0.1637
745,OG17077.out_yn00,0.1122
746,OG1962.out_yn00,0.091
747,OG16131.out_yn00,0.0945
748,OG1227.out_yn00,0.0832
749,OG13623.out_yn00,0.08885000000000001
750,OG6172.out_yn00,0.3419
751,OG15384.out_yn00,0.1761
752,OG5599.out_yn00,0.1574
753,OG1367.out_yn00,0.0483
754,OG11036.out_yn00,0.14625
755,OG7957.out_yn00,0.15610000000000002
756,OG10043.out_yn00,0.1628
757,OG13176.out_yn00,0.3059
758,OG3471.out_yn00,0.2017
759,OG6793.out_yn00,0.2491
760,OG12137.out_yn00,0.23809999999999998
761,OG14661.out_yn00,0.0893
762,OG12600.out_yn00,0.14400000000000002
763,OG2416.out_yn00,0.0552
764,OG8933.out_yn00,0.2061
765,OG2094.out_yn00,0.0413
766,OG13688.out_yn00,0.0964
