,OG,conservation_score
45,OG3176_aa_aligned.fasta,0.50784
46,OG2467_aa_aligned.fasta,0.366675
47,OG3703_aa_aligned.fasta,0.4710295
48,OG2342_aa_aligned.fasta,0.550048
49,OG4321_aa_aligned.fasta,0.492001
50,OG3184_aa_aligned.fasta,0.551172
51,OG1881_aa_aligned.fasta,0.7383850000000001
52,OG3573_aa_aligned.fasta,0.45741
53,OG1813_aa_aligned.fasta,0.709082
54,OG3234_aa_aligned.fasta,0.393253
55,OG1958_aa_aligned.fasta,0.36398050000000004
56,OG4067_aa_aligned.fasta,0.554099
57,OG2637_aa_aligned.fasta,0.654925
58,OG8248_aa_aligned.fasta,0.436903
59,OG3777_aa_aligned.fasta,0.401007
60,OG2397_aa_aligned.fasta,0.578041
61,OG2077_aa_aligned.fasta,0.51258
62,OG17118_aa_aligned.fasta,0.80199
63,OG4939_aa_aligned.fasta,0.484512
64,OG2532_aa_aligned.fasta,0.463197
65,OG2665_aa_aligned.fasta,0.621235
66,OG3600_aa_aligned.fasta,0.409683
67,OG2848_aa_aligned.fasta,0.642418
68,OG3795_aa_aligned.fasta,0.44543049999999995
69,OG7080_aa_aligned.fasta,0.4837635
70,OG2837_aa_aligned.fasta,0.7180485
71,OG2145_aa_aligned.fasta,0.571197
72,OG1457_aa_aligned.fasta,0.7403305
73,OG7672_aa_aligned.fasta,0.6525955
74,OG2677_aa_aligned.fasta,0.731172
75,OG8772_aa_aligned.fasta,0.507841
76,OG3014_aa_aligned.fasta,0.350377
77,OG2729_aa_aligned.fasta,0.504406
78,OG4112_aa_aligned.fasta,0.7128795
79,OG3173_aa_aligned.fasta,0.334983
80,OG2149_aa_aligned.fasta,0.602517
81,OG3154_aa_aligned.fasta,0.406483
82,OG3616_aa_aligned.fasta,0.567407
83,OG2883_aa_aligned.fasta,0.39204
84,OG3800_aa_aligned.fasta,0.540347
85,OG4652_aa_aligned.fasta,0.476654
86,OG3315_aa_aligned.fasta,0.367076
87,OG1289_aa_aligned.fasta,0.439404
88,OG3911_aa_aligned.fasta,0.491979
89,OG2604_aa_aligned.fasta,
90,OG2477_aa_aligned.fasta,0.397764
91,OG3742_aa_aligned.fasta,0.404684
92,OG9982_aa_aligned.fasta,0.5591744999999999
93,OG4735_aa_aligned.fasta,0.3777735
94,OG2004_aa_aligned.fasta,0.6832625
95,OG3497_aa_aligned.fasta,0.477143
96,OG4038_aa_aligned.fasta,0.5107975
97,OG17163_aa_aligned.fasta,0.736952
98,OG17649_aa_aligned.fasta,0.718937
99,OG1572_aa_aligned.fasta,0.659591
100,OG4365_aa_aligned.fasta,
101,OG4654_aa_aligned.fasta,0.369962
102,OG4483_aa_aligned.fasta,
103,OG4294_aa_aligned.fasta,0.57098
104,OG3397_aa_aligned.fasta,0.4293925
105,OG1780_aa_aligned.fasta,0.4975225
106,OG3581_aa_aligned.fasta,0.536877
107,OG3990_aa_aligned.fasta,0.443169
108,OG3891_aa_aligned.fasta,0.564496
109,OG5315_aa_aligned.fasta,0.4145245
110,OG4504_aa_aligned.fasta,0.673153
111,OG2801_aa_aligned.fasta,
112,OG4694_aa_aligned.fasta,0.555691
113,OG2914_aa_aligned.fasta,0.4371555
114,OG3550_aa_aligned.fasta,0.352583
115,OG4479_aa_aligned.fasta,0.572337
116,OG1367_aa_aligned.fasta,0.482742
117,OG13227_aa_aligned.fasta,0.633554
118,OG2613_aa_aligned.fasta,0.748608
119,OG3476_aa_aligned.fasta,0.348864
120,OG1509_aa_aligned.fasta,0.630441
121,OG1335_aa_aligned.fasta,0.631712
122,OG2151_aa_aligned.fasta,0.44978700000000005
123,OG2795_aa_aligned.fasta,0.52965
124,OG1862_aa_aligned.fasta,0.66124
125,OG6710_aa_aligned.fasta,0.40715599999999996
126,OG6813_aa_aligned.fasta,0.467071
127,OG1925_aa_aligned.fasta,0.580533
128,OG1682_aa_aligned.fasta,0.609312
129,OG5599_aa_aligned.fasta,0.5160245
130,OG3310_aa_aligned.fasta,0.508368
131,OG8269_aa_aligned.fasta,0.596174
132,OG4170_aa_aligned.fasta,0.6665615
133,OG2636_aa_aligned.fasta,0.553762
134,OG2601_aa_aligned.fasta,0.48817
135,OG4415_aa_aligned.fasta,
136,OG5009_aa_aligned.fasta,0.460474
137,OG6653_aa_aligned.fasta,0.422007
138,OG4172_aa_aligned.fasta,0.393541
139,OG3701_aa_aligned.fasta,0.396257
140,OG3277_aa_aligned.fasta,0.5479095
141,OG2425_aa_aligned.fasta,0.7088805
142,OG1522_aa_aligned.fasta,0.5323245000000001
143,OG3356_aa_aligned.fasta,0.5966005
144,OG1318_aa_aligned.fasta,0.498463
145,OG3579_aa_aligned.fasta,0.487095
146,OG4116_aa_aligned.fasta,0.512925
147,OG2158_aa_aligned.fasta,0.62736
148,OG3342_aa_aligned.fasta,0.3525015
149,OG4886_aa_aligned.fasta,0.38217
150,OG4978_aa_aligned.fasta,0.330774
151,OG1877_aa_aligned.fasta,0.547506
152,OG4197_aa_aligned.fasta,0.6022715000000001
153,OG4325_aa_aligned.fasta,0.7744665
154,OG3522_aa_aligned.fasta,0.5500555
155,OG4313_aa_aligned.fasta,
156,OG1823_aa_aligned.fasta,0.6372344999999999
157,OG6542_aa_aligned.fasta,0.44494500000000003
158,OG2488_aa_aligned.fasta,0.553377
159,OG2028_aa_aligned.fasta,0.705253
160,OG1665_aa_aligned.fasta,0.643905
161,OG6319_aa_aligned.fasta,0.401364
162,OG1786_aa_aligned.fasta,0.7227815
163,OG15735_aa_aligned.fasta,0.7651505000000001
164,OG5441_aa_aligned.fasta,0.497593
165,OG1270_aa_aligned.fasta,0.49394099999999996
166,OG3057_aa_aligned.fasta,0.4373915
167,OG2857_aa_aligned.fasta,0.581444
168,OG6418_aa_aligned.fasta,0.462276
169,OG1707_aa_aligned.fasta,0.5772889999999999
170,OG10914_aa_aligned.fasta,0.686508
171,OG6806_aa_aligned.fasta,0.431322
172,OG4614_aa_aligned.fasta,0.5939105
173,OG1718_aa_aligned.fasta,0.4959485
174,OG17096_aa_aligned.fasta,0.769373
175,OG1687_aa_aligned.fasta,0.636761
176,OG4417_aa_aligned.fasta,0.4964825
177,OG3530_aa_aligned.fasta,0.42021149999999996
178,OG2778_aa_aligned.fasta,0.482257
179,OG2184_aa_aligned.fasta,0.640219
180,OG4060_aa_aligned.fasta,0.406455
181,OG1749_aa_aligned.fasta,0.7530935000000001
182,OG3269_aa_aligned.fasta,0.577618
183,OG3574_aa_aligned.fasta,0.5047630000000001
184,OG2866_aa_aligned.fasta,0.49105
185,OG2868_aa_aligned.fasta,0.571208
186,OG5439_aa_aligned.fasta,0.4533145
187,OG6727_aa_aligned.fasta,0.444635
188,OG2308_aa_aligned.fasta,0.6659165
189,OG1725_aa_aligned.fasta,0.649227
190,OG4481_aa_aligned.fasta,0.507848
191,OG6858_aa_aligned.fasta,0.571099
192,OG6161_aa_aligned.fasta,0.44550449999999997
193,OG4327_aa_aligned.fasta,0.377282
194,OG9137_aa_aligned.fasta,0.458918
195,OG1515_aa_aligned.fasta,0.615926
196,OG2159_aa_aligned.fasta,0.6299805
197,OG3620_aa_aligned.fasta,0.650886
198,OG3607_aa_aligned.fasta,0.4417455
199,OG3188_aa_aligned.fasta,0.383367
200,OG1897_aa_aligned.fasta,0.683956
201,OG3686_aa_aligned.fasta,0.39764
202,OG4573_aa_aligned.fasta,0.5313395000000001
203,OG3398_aa_aligned.fasta,0.439603
204,OG2704_aa_aligned.fasta,0.777642
205,OG2961_aa_aligned.fasta,0.49899099999999996
206,OG3420_aa_aligned.fasta,0.581202
207,OG2420_aa_aligned.fasta,0.38629650000000004
208,OG3669_aa_aligned.fasta,0.429045
209,OG1926_aa_aligned.fasta,0.6134495
210,OG2245_aa_aligned.fasta,0.543636
211,OG3650_aa_aligned.fasta,0.332694
212,OG6432_aa_aligned.fasta,0.469875
213,OG2797_aa_aligned.fasta,0.6895305
214,OG17575_aa_aligned.fasta,0.7609045
215,OG4963_aa_aligned.fasta,0.494198
216,OG6651_aa_aligned.fasta,0.6363559999999999
217,OG4974_aa_aligned.fasta,0.723735
218,OG2210_aa_aligned.fasta,0.589076
219,OG4320_aa_aligned.fasta,0.377815
220,OG3652_aa_aligned.fasta,0.4269755
221,OG1797_aa_aligned.fasta,0.5844975
222,OG5675_aa_aligned.fasta,0.38808
223,OG7246_aa_aligned.fasta,0.456993
224,OG6574_aa_aligned.fasta,0.600023
225,OG4950_aa_aligned.fasta,0.4762215
226,OG7014_aa_aligned.fasta,0.4734715
227,OG7570_aa_aligned.fasta,0.5145165
228,OG3727_aa_aligned.fasta,0.414635
229,OG1834_aa_aligned.fasta,0.66275
230,OG4466_aa_aligned.fasta,0.368523
231,OG3064_aa_aligned.fasta,0.437206
232,OG3654_aa_aligned.fasta,0.5394829999999999
233,OG2461_aa_aligned.fasta,0.738301
234,OG1459_aa_aligned.fasta,0.721172
235,OG6762_aa_aligned.fasta,0.5138495000000001
236,OG2543_aa_aligned.fasta,0.777755
237,OG7549_aa_aligned.fasta,0.430259
238,OG2353_aa_aligned.fasta,0.6260494999999999
239,OG3890_aa_aligned.fasta,0.5417205
240,OG1874_aa_aligned.fasta,0.695584
241,OG11671_aa_aligned.fasta,0.561982
242,OG1437_aa_aligned.fasta,0.49543899999999996
243,OG2649_aa_aligned.fasta,0.47684000000000004
244,OG1831_aa_aligned.fasta,0.510133
245,OG1178_aa_aligned.fasta,0.5987125
246,OG2369_aa_aligned.fasta,0.6317825
247,OG2971_aa_aligned.fasta,0.47172000000000003
248,OG3774_aa_aligned.fasta,0.6797145
249,OG2950_aa_aligned.fasta,0.651061
250,OG11844_aa_aligned.fasta,0.501235
251,OG3565_aa_aligned.fasta,0.603209
252,OG9260_aa_aligned.fasta,0.621732
253,OG1859_aa_aligned.fasta,0.623429
254,OG2850_aa_aligned.fasta,0.420032
255,OG3328_aa_aligned.fasta,0.5749775
256,OG1450_aa_aligned.fasta,0.3984
257,OG2302_aa_aligned.fasta,0.433301
258,OG4186_aa_aligned.fasta,0.554442
259,OG3319_aa_aligned.fasta,0.520311
260,OG2710_aa_aligned.fasta,0.37725200000000003
261,OG1724_aa_aligned.fasta,0.6814285
262,OG1912_aa_aligned.fasta,0.5644865
263,OG4678_aa_aligned.fasta,0.577204
264,OG3372_aa_aligned.fasta,
265,OG1678_aa_aligned.fasta,0.41284299999999996
266,OG4399_aa_aligned.fasta,0.5622914999999999
267,OG5153_aa_aligned.fasta,0.409033
268,OG4168_aa_aligned.fasta,0.456598
269,OG2755_aa_aligned.fasta,0.508863
270,OG1866_aa_aligned.fasta,0.672261
271,OG2338_aa_aligned.fasta,0.752054
272,OG2541_aa_aligned.fasta,0.597351
273,OG1856_aa_aligned.fasta,0.711365
274,OG2842_aa_aligned.fasta,0.582404
275,OG4716_aa_aligned.fasta,0.47566200000000003
276,OG3991_aa_aligned.fasta,0.5651925
277,OG2261_aa_aligned.fasta,0.583712
278,OG2699_aa_aligned.fasta,0.615802
279,OG3007_aa_aligned.fasta,0.6001879999999999
280,OG3082_aa_aligned.fasta,0.5379885
281,OG2400_aa_aligned.fasta,0.386129
282,OG17603_aa_aligned.fasta,0.783533
283,OG1468_aa_aligned.fasta,0.5455325
284,OG2334_aa_aligned.fasta,0.5793605
285,OG3515_aa_aligned.fasta,0.6095394999999999
286,OG1624_aa_aligned.fasta,0.563103
287,OG6182_aa_aligned.fasta,0.44757
288,OG6759_aa_aligned.fasta,0.42713
289,OG1421_aa_aligned.fasta,0.7025060000000001
290,OG1217_aa_aligned.fasta,0.7903
291,OG3020_aa_aligned.fasta,0.609912
292,OG17667_aa_aligned.fasta,0.813424
293,OG7872_aa_aligned.fasta,0.460926
294,OG3799_aa_aligned.fasta,0.402593
295,OG1916_aa_aligned.fasta,0.5005295000000001
296,OG6620_aa_aligned.fasta,0.410991
297,OG2620_aa_aligned.fasta,0.7043355
298,OG5560_aa_aligned.fasta,
299,OG4508_aa_aligned.fasta,0.40301050000000005
300,OG2333_aa_aligned.fasta,0.5755509999999999
301,OG2291_aa_aligned.fasta,0.688233
302,OG2192_aa_aligned.fasta,0.598311
303,OG4513_aa_aligned.fasta,0.449205
304,OG1296_aa_aligned.fasta,0.5595895
305,OG17592_aa_aligned.fasta,0.797328
306,OG1778_aa_aligned.fasta,0.681627
307,OG3165_aa_aligned.fasta,0.461259
308,OG2341_aa_aligned.fasta,0.450041
309,OG1344_aa_aligned.fasta,0.503603
310,OG3297_aa_aligned.fasta,0.416013
311,OG5474_aa_aligned.fasta,0.4655455
312,OG1575_aa_aligned.fasta,0.527103
313,OG1752_aa_aligned.fasta,0.5633435
314,OG3597_aa_aligned.fasta,0.5623615
315,OG7881_aa_aligned.fasta,0.5124945000000001
316,OG4555_aa_aligned.fasta,0.5135305
317,OG4361_aa_aligned.fasta,
318,OG9011_aa_aligned.fasta,0.661652
319,OG1880_aa_aligned.fasta,0.6151089999999999
320,OG6440_aa_aligned.fasta,0.397684
321,OG3266_aa_aligned.fasta,0.554705
322,OG3775_aa_aligned.fasta,0.53381
323,OG6526_aa_aligned.fasta,0.45429949999999997
324,OG3435_aa_aligned.fasta,0.5133715
325,OG1273_aa_aligned.fasta,0.406757
326,OG13006_aa_aligned.fasta,0.664208
327,OG4282_aa_aligned.fasta,0.352869
328,OG3999_aa_aligned.fasta,0.5088900000000001
329,OG4322_aa_aligned.fasta,0.464097
330,OG1649_aa_aligned.fasta,0.384734
331,OG1553_aa_aligned.fasta,0.507075
332,OG5689_aa_aligned.fasta,0.5226474999999999
333,OG6481_aa_aligned.fasta,0.487993
334,OG3517_aa_aligned.fasta,0.376805
335,OG4422_aa_aligned.fasta,0.371462
336,OG3732_aa_aligned.fasta,0.388144
337,OG2516_aa_aligned.fasta,0.355167
338,OG6616_aa_aligned.fasta,0.415246
339,OG2517_aa_aligned.fasta,0.515717
340,OG2788_aa_aligned.fasta,0.637227
341,OG2551_aa_aligned.fasta,0.462657
342,OG6729_aa_aligned.fasta,0.4035385
343,OG6760_aa_aligned.fasta,0.383772
344,OG3126_aa_aligned.fasta,0.494367
345,OG4093_aa_aligned.fasta,0.624016
346,OG17591_aa_aligned.fasta,0.774016
347,OG17395_aa_aligned.fasta,0.755226
348,OG4927_aa_aligned.fasta,0.3969025
349,OG4973_aa_aligned.fasta,0.5296465
350,OG3989_aa_aligned.fasta,0.5851445
351,OG2304_aa_aligned.fasta,0.72034
352,OG7816_aa_aligned.fasta,0.497033
353,OG1772_aa_aligned.fasta,0.6146615
354,OG1540_aa_aligned.fasta,0.4964175
355,OG6496_aa_aligned.fasta,0.462561
356,OG4868_aa_aligned.fasta,0.440275
357,OG3418_aa_aligned.fasta,
358,OG4360_aa_aligned.fasta,0.641987
359,OG1400_aa_aligned.fasta,0.4030185
360,OG3109_aa_aligned.fasta,0.41621050000000004
361,OG4285_aa_aligned.fasta,0.454237
362,OG2998_aa_aligned.fasta,0.35797749999999995
363,OG2407_aa_aligned.fasta,0.4636575
364,OG3824_aa_aligned.fasta,0.506604
365,OG11652_aa_aligned.fasta,0.687105
366,OG4878_aa_aligned.fasta,0.4104995
367,OG3347_aa_aligned.fasta,0.5450465
368,OG2107_aa_aligned.fasta,0.6357115
369,OG4388_aa_aligned.fasta,0.4954825
370,OG3104_aa_aligned.fasta,0.46849399999999997
371,OG10259_aa_aligned.fasta,0.482165
372,OG2023_aa_aligned.fasta,0.583609
373,OG2126_aa_aligned.fasta,0.597393
374,OG7488_aa_aligned.fasta,0.458017
375,OG2888_aa_aligned.fasta,0.6122205000000001
376,OG7082_aa_aligned.fasta,0.490999
377,OG1385_aa_aligned.fasta,0.7215855
378,OG2678_aa_aligned.fasta,0.508323
379,OG6339_aa_aligned.fasta,0.420167
380,OG7887_aa_aligned.fasta,0.4486475
381,OG6256_aa_aligned.fasta,0.428833
382,OG3156_aa_aligned.fasta,0.392564
383,OG3902_aa_aligned.fasta,0.661262
384,OG2860_aa_aligned.fasta,0.508494
385,OG3230_aa_aligned.fasta,0.44246050000000003
386,OG3793_aa_aligned.fasta,0.455599
387,OG1539_aa_aligned.fasta,0.568232
388,OG4157_aa_aligned.fasta,0.53295
389,OG17086_aa_aligned.fasta,0.705234
390,OG3032_aa_aligned.fasta,0.5158785
391,OG2974_aa_aligned.fasta,0.420914
392,OG2115_aa_aligned.fasta,0.3975285
393,OG1839_aa_aligned.fasta,0.662101
394,OG4664_aa_aligned.fasta,0.575671
395,OG2666_aa_aligned.fasta,0.567948
396,OG6375_aa_aligned.fasta,0.501194
397,OG2228_aa_aligned.fasta,0.473263
398,OG6573_aa_aligned.fasta,0.415523
399,OG2773_aa_aligned.fasta,0.540837
400,OG6442_aa_aligned.fasta,0.41621600000000003
401,OG2758_aa_aligned.fasta,0.4653885
402,OG3365_aa_aligned.fasta,0.6196455000000001
403,OG1830_aa_aligned.fasta,0.458897
404,OG6431_aa_aligned.fasta,0.44007050000000003
405,OG14907_aa_aligned.fasta,0.7265125
406,OG2996_aa_aligned.fasta,0.7118655
407,OG2235_aa_aligned.fasta,0.525404
408,OG6221_aa_aligned.fasta,0.494979
409,OG4189_aa_aligned.fasta,0.4799045
410,OG6411_aa_aligned.fasta,0.552295
411,OG6895_aa_aligned.fasta,0.458926
412,OG1966_aa_aligned.fasta,0.5550379999999999
413,OG6619_aa_aligned.fasta,0.347334
414,OG2733_aa_aligned.fasta,0.505615
415,OG3232_aa_aligned.fasta,0.576657
416,OG4102_aa_aligned.fasta,0.691082
417,OG4338_aa_aligned.fasta,0.5371585
418,OG3780_aa_aligned.fasta,0.713695
419,OG2802_aa_aligned.fasta,0.316437
420,OG5643_aa_aligned.fasta,0.334966
421,OG3065_aa_aligned.fasta,0.529944
422,OG6696_aa_aligned.fasta,0.4061105
423,OG1560_aa_aligned.fasta,0.568987
424,OG4110_aa_aligned.fasta,0.490743
425,OG6728_aa_aligned.fasta,0.48209650000000004
426,OG4312_aa_aligned.fasta,0.573169
427,OG2846_aa_aligned.fasta,0.6081209999999999
428,OG1300_aa_aligned.fasta,0.5085
429,OG1957_aa_aligned.fasta,0.5474600000000001
430,OG2471_aa_aligned.fasta,0.5679945
431,OG4717_aa_aligned.fasta,0.39414
432,OG6576_aa_aligned.fasta,0.506868
433,OG6497_aa_aligned.fasta,0.477061
434,OG6581_aa_aligned.fasta,0.412089
435,OG2934_aa_aligned.fasta,0.599228
436,OG1606_aa_aligned.fasta,0.537637
437,OG6436_aa_aligned.fasta,0.40533
438,OG8895_aa_aligned.fasta,0.551336
439,OG2701_aa_aligned.fasta,0.545462
440,OG2301_aa_aligned.fasta,0.464409
441,OG2706_aa_aligned.fasta,0.5979775
442,OG4505_aa_aligned.fasta,0.531315
443,OG1554_aa_aligned.fasta,0.570911
444,OG1793_aa_aligned.fasta,0.5527605
445,OG4472_aa_aligned.fasta,0.48951049999999996
446,OG6092_aa_aligned.fasta,0.339428
447,OG2181_aa_aligned.fasta,0.609911
448,OG3206_aa_aligned.fasta,0.482355
449,OG4183_aa_aligned.fasta,0.5877025
450,OG3244_aa_aligned.fasta,0.4711085
451,OG1775_aa_aligned.fasta,0.5440075
452,OG3841_aa_aligned.fasta,0.605974
453,OG2142_aa_aligned.fasta,0.5138754999999999
454,OG2329_aa_aligned.fasta,0.5246965
455,OG4353_aa_aligned.fasta,0.41040699999999997
456,OG2042_aa_aligned.fasta,0.6404019999999999
457,OG4937_aa_aligned.fasta,0.506132
458,OG6286_aa_aligned.fasta,0.444044
459,OG4052_aa_aligned.fasta,0.491453
460,OG1755_aa_aligned.fasta,0.655276
461,OG3142_aa_aligned.fasta,0.430684
462,OG1158_aa_aligned.fasta,0.6130575
463,OG2573_aa_aligned.fasta,0.64608
464,OG2065_aa_aligned.fasta,0.650759
465,OG4550_aa_aligned.fasta,0.571857
466,OG1149_aa_aligned.fasta,0.6246309999999999
467,OG3304_aa_aligned.fasta,0.627765
468,OG3339_aa_aligned.fasta,0.501744
469,OG5564_aa_aligned.fasta,0.406245
470,OG6144_aa_aligned.fasta,0.459419
471,OG6352_aa_aligned.fasta,0.456208
472,OG2895_aa_aligned.fasta,0.467037
473,OG7496_aa_aligned.fasta,0.581793
474,OG3972_aa_aligned.fasta,0.449172
475,OG4605_aa_aligned.fasta,0.599676
476,OG4448_aa_aligned.fasta,0.740565
477,OG2121_aa_aligned.fasta,0.696847
478,OG1393_aa_aligned.fasta,0.561282
479,OG2366_aa_aligned.fasta,0.640825
480,OG6314_aa_aligned.fasta,0.381855
481,OG2954_aa_aligned.fasta,0.5541465
482,OG12136_aa_aligned.fasta,0.644081
483,OG2845_aa_aligned.fasta,0.5502425
484,OG3694_aa_aligned.fasta,0.45761
485,OG4384_aa_aligned.fasta,0.382167
486,OG3164_aa_aligned.fasta,0.405675
487,OG1639_aa_aligned.fasta,0.57595
488,OG6544_aa_aligned.fasta,0.353813
489,OG1631_aa_aligned.fasta,0.560017
490,OG3240_aa_aligned.fasta,0.5209155
491,OG2474_aa_aligned.fasta,0.43789
492,OG1523_aa_aligned.fasta,0.442765
493,OG2286_aa_aligned.fasta,0.5295475000000001
494,OG2894_aa_aligned.fasta,0.526062
495,OG2765_aa_aligned.fasta,0.66925
496,OG2759_aa_aligned.fasta,
497,OG4340_aa_aligned.fasta,0.418832
498,OG7124_aa_aligned.fasta,0.461633
499,OG4480_aa_aligned.fasta,0.402611
500,OG2528_aa_aligned.fasta,0.564854
501,OG1198_aa_aligned.fasta,0.762808
502,OG4905_aa_aligned.fasta,0.4660925
503,OG1281_aa_aligned.fasta,0.518059
504,OG15680_aa_aligned.fasta,0.7478085
505,OG14953_aa_aligned.fasta,0.591866
506,OG2616_aa_aligned.fasta,0.516552
507,OG1967_aa_aligned.fasta,0.6070385
508,OG3387_aa_aligned.fasta,0.667656
509,OG10599_aa_aligned.fasta,0.6558075
510,OG4627_aa_aligned.fasta,0.6302395000000001
511,OG11851_aa_aligned.fasta,0.608038
512,OG3575_aa_aligned.fasta,0.656834
513,OG2617_aa_aligned.fasta,0.519964
514,OG2836_aa_aligned.fasta,0.708081
515,OG2726_aa_aligned.fasta,0.464325
516,OG2282_aa_aligned.fasta,0.639617
517,OG2804_aa_aligned.fasta,0.510972
518,OG2372_aa_aligned.fasta,0.7980130000000001
519,OG1299_aa_aligned.fasta,0.731197
520,OG6602_aa_aligned.fasta,0.46512200000000004
521,OG2784_aa_aligned.fasta,0.5208744999999999
522,OG4111_aa_aligned.fasta,0.483564
523,OG15739_aa_aligned.fasta,0.823795
524,OG2529_aa_aligned.fasta,0.706447
525,OG1729_aa_aligned.fasta,0.483173
526,OG2958_aa_aligned.fasta,0.526171
527,OG4249_aa_aligned.fasta,0.4654155
528,OG5609_aa_aligned.fasta,0.6278615000000001
529,OG1697_aa_aligned.fasta,0.715413
530,OG2365_aa_aligned.fasta,0.672588
531,OG1949_aa_aligned.fasta,0.54036
532,OG1661_aa_aligned.fasta,0.777216
533,OG3847_aa_aligned.fasta,0.407235
534,OG3056_aa_aligned.fasta,0.41236249999999997
535,OG2258_aa_aligned.fasta,0.329831
536,OG4840_aa_aligned.fasta,0.44808
537,OG11566_aa_aligned.fasta,0.644565
538,OG4050_aa_aligned.fasta,0.47755
539,OG4341_aa_aligned.fasta,0.534742
540,OG2922_aa_aligned.fasta,0.45895
541,OG5049_aa_aligned.fasta,0.4780225
542,OG4474_aa_aligned.fasta,0.3991125
543,OG7109_aa_aligned.fasta,0.5968990000000001
544,OG4287_aa_aligned.fasta,0.33349
545,OG4107_aa_aligned.fasta,0.442249
546,OG3353_aa_aligned.fasta,0.690125
547,OG3657_aa_aligned.fasta,0.482251
548,OG4242_aa_aligned.fasta,0.568006
549,OG1378_aa_aligned.fasta,0.75896
550,OG1451_aa_aligned.fasta,0.698028
551,OG1857_aa_aligned.fasta,0.719893
552,OG10325_aa_aligned.fasta,0.545048
553,OG4301_aa_aligned.fasta,0.443847
554,OG4059_aa_aligned.fasta,0.5858405
555,OG17663_aa_aligned.fasta,0.691686
556,OG2822_aa_aligned.fasta,0.660865
557,OG2346_aa_aligned.fasta,0.49261900000000003
558,OG2098_aa_aligned.fasta,0.603602
559,OG5549_aa_aligned.fasta,0.581008
560,OG3851_aa_aligned.fasta,0.508639
561,OG2832_aa_aligned.fasta,0.484811
562,OG3340_aa_aligned.fasta,0.509275
563,OG2589_aa_aligned.fasta,0.556557
564,OG1502_aa_aligned.fasta,0.562365
565,OG1417_aa_aligned.fasta,0.39017
566,OG2421_aa_aligned.fasta,0.597906
567,OG4373_aa_aligned.fasta,0.4157635
568,OG4039_aa_aligned.fasta,0.5141765
569,OG3744_aa_aligned.fasta,
570,OG3404_aa_aligned.fasta,0.500746
571,OG1622_aa_aligned.fasta,0.6985815
572,OG3769_aa_aligned.fasta,0.4479
573,OG4599_aa_aligned.fasta,0.52786
574,OG3254_aa_aligned.fasta,0.418832
575,OG1566_aa_aligned.fasta,0.603052
576,OG2530_aa_aligned.fasta,0.4312325
577,OG3885_aa_aligned.fasta,0.5128855
578,OG3125_aa_aligned.fasta,0.480379
579,OG3099_aa_aligned.fasta,0.73772
580,OG4465_aa_aligned.fasta,0.543875
581,OG1464_aa_aligned.fasta,0.637991
582,OG4257_aa_aligned.fasta,0.453388
583,OG2203_aa_aligned.fasta,0.54872
584,OG3227_aa_aligned.fasta,0.521585
585,OG3662_aa_aligned.fasta,0.382367
586,OG3376_aa_aligned.fasta,0.427182
587,OG7878_aa_aligned.fasta,0.5186575
588,OG2250_aa_aligned.fasta,0.585109
589,OG3512_aa_aligned.fasta,0.457717
590,OG2598_aa_aligned.fasta,0.496584
