,OG,conservation_score
145,YBL051C_aa_aligned.fasta,0.8258505
146,YBL052C_aa_aligned.fasta,0.702046
147,YBL053W_aa_aligned.fasta,0.8341805
148,YBL054W_aa_aligned.fasta,0.791858
149,YBL055C_aa_aligned.fasta,0.7803095
150,YBL056W_aa_aligned.fasta,0.8298125000000001
151,YBL057C_aa_aligned.fasta,0.8333269999999999
152,YBL058W_aa_aligned.fasta,0.83773
153,YBL059W_aa_aligned.fasta,0.842983
154,YBL060W_aa_aligned.fasta,0.775822
155,YBL061C_aa_aligned.fasta,0.659179
156,YBL062W_aa_aligned.fasta,0.744414
157,YBL063W_aa_aligned.fasta,0.84231
158,YBL064C_aa_aligned.fasta,0.749104
159,YBL065W_aa_aligned.fasta,0.818689
160,YBL066C_aa_aligned.fasta,0.8428405
161,YBL067C_aa_aligned.fasta,0.840203
162,YBL068W_aa_aligned.fasta,0.8361855
163,YBL069W_aa_aligned.fasta,0.84117
164,YBL070C_aa_aligned.fasta,0.8276334999999999
165,YBL071C_aa_aligned.fasta,0.695194
166,YBL072C_aa_aligned.fasta,0.653558
167,YBL073W_aa_aligned.fasta,0.796427
168,YBL074C_aa_aligned.fasta,0.844691
169,YBL075C_aa_aligned.fasta,0.70278
170,YBL076C_aa_aligned.fasta,0.8392325
171,YBL077W_aa_aligned.fasta,0.724414
172,YBL078C_aa_aligned.fasta,0.843852
173,YBL079W_aa_aligned.fasta,0.7096585
174,YBL080C_aa_aligned.fasta,0.837886
175,YBL081W_aa_aligned.fasta,0.7737685000000001
176,YBL082C_aa_aligned.fasta,0.840848
177,YBL083C_aa_aligned.fasta,0.836711
178,YBL084C_aa_aligned.fasta,0.745484
179,YBL085W_aa_aligned.fasta,0.8411735
180,YBL086C_aa_aligned.fasta,0.8411569999999999
181,YBL087C_aa_aligned.fasta,0.626565
182,YBL088C_aa_aligned.fasta,0.71645
183,YBL089W_aa_aligned.fasta,0.836973
184,YBL090W_aa_aligned.fasta,0.839344
185,YBL091C_aa_aligned.fasta,0.840531
186,YBL092W_aa_aligned.fasta,0.6284445
187,YBL093C_aa_aligned.fasta,0.8472299999999999
188,YBL094C_aa_aligned.fasta,0.8367685
189,YBL095W_aa_aligned.fasta,0.8342715
190,YBL096C_aa_aligned.fasta,0.818926
191,YBL097W_aa_aligned.fasta,0.825898
192,YBL098W_aa_aligned.fasta,0.793087
193,YBL099W_aa_aligned.fasta,0.829286
194,YBL100C_aa_aligned.fasta,0.822935
195,YBL101C_aa_aligned.fasta,0.838777
196,YBL102W_aa_aligned.fasta,0.840983
197,YBL103C_aa_aligned.fasta,0.75066
198,YBL104C_aa_aligned.fasta,0.807903
199,YBL105C_aa_aligned.fasta,0.830063
200,YBL106C_aa_aligned.fasta,0.68544
201,YBL107C_aa_aligned.fasta,0.773269
202,YBL108W_aa_aligned.fasta,0.68055
203,YBL109W_aa_aligned.fasta,0.667597
204,YBL111C_aa_aligned.fasta,0.84151
205,YBL112C_aa_aligned.fasta,0.830784
206,YBL113C_aa_aligned.fasta,0.7284379999999999
207,YBR001C_aa_aligned.fasta,0.8200345
208,YBR002C_aa_aligned.fasta,0.8244184999999999
209,YBR003W_aa_aligned.fasta,0.836797
210,YBR004C_aa_aligned.fasta,0.735162
211,YBR005W_aa_aligned.fasta,0.824558
212,YBR006W_aa_aligned.fasta,0.835863
213,YBR007C_aa_aligned.fasta,0.783282
214,YBR008C_aa_aligned.fasta,0.6614725
215,YBR009C_aa_aligned.fasta,0.737774
216,YBR010W_aa_aligned.fasta,0.8351165
217,YBR011C_aa_aligned.fasta,0.840808
218,YBR012C_aa_aligned.fasta,0.673346
219,YBR013C_aa_aligned.fasta,0.765356
220,YBR014C_aa_aligned.fasta,0.796296
221,YBR015C_aa_aligned.fasta,0.840025
222,YBR016W_aa_aligned.fasta,0.813927
223,YBR017C_aa_aligned.fasta,0.645764
224,YBR018C_aa_aligned.fasta,0.7977295
225,YBR019C_aa_aligned.fasta,0.808276
226,YBR020W_aa_aligned.fasta,0.760097
227,YBR021W_aa_aligned.fasta,0.742534
228,YBR022W_aa_aligned.fasta,0.730252
229,YBR023C_aa_aligned.fasta,0.841527
230,YBR024W_aa_aligned.fasta,0.832143
231,YBR025C_aa_aligned.fasta,0.8386404999999999
232,YBR026C_aa_aligned.fasta,0.7607275
233,YBR027C_aa_aligned.fasta,0.6942065
234,YBR028C_aa_aligned.fasta,0.840161
235,YBR029C_aa_aligned.fasta,0.747819
236,YBR030W_aa_aligned.fasta,0.7328425000000001
237,YBR031W_aa_aligned.fasta,0.741402
238,YBR032W_aa_aligned.fasta,0.7542005
239,YBR033W_aa_aligned.fasta,0.666048
240,YBR034C_aa_aligned.fasta,0.8419369999999999
241,YBR035C_aa_aligned.fasta,0.8442915
242,YBR036C_aa_aligned.fasta,0.836478
243,YBR037C_aa_aligned.fasta,0.837717
244,YBR038W_aa_aligned.fasta,0.842923
245,YBR039W_aa_aligned.fasta,0.737471
246,YBR040W_aa_aligned.fasta,0.7447140000000001
247,YBR041W_aa_aligned.fasta,0.804646
248,YBR042C_aa_aligned.fasta,0.820328
249,YBR043C_aa_aligned.fasta,0.79714
250,YBR044C_aa_aligned.fasta,0.7441234999999999
251,YBR045C_aa_aligned.fasta,0.831919
252,YBR046C_aa_aligned.fasta,0.812438
253,YBR047W_aa_aligned.fasta,0.840353
254,YBR048W_aa_aligned.fasta,0.6975534999999999
255,YBR049C_aa_aligned.fasta,0.8447555
256,YBR050C_aa_aligned.fasta,0.7494985000000001
257,YBR051W_aa_aligned.fasta,0.7287874999999999
258,YBR052C_aa_aligned.fasta,0.7460694999999999
259,YBR053C_aa_aligned.fasta,0.8390535
260,YBR054W_aa_aligned.fasta,0.7278335
261,YBR055C_aa_aligned.fasta,0.746637
262,YBR056W_aa_aligned.fasta,0.842334
263,YBR057C_aa_aligned.fasta,0.84318
264,YBR058C_aa_aligned.fasta,0.842612
265,YBR059C_aa_aligned.fasta,0.84212
266,YBR060C_aa_aligned.fasta,0.702604
267,YBR061C_aa_aligned.fasta,0.839577
268,YBR062C_aa_aligned.fasta,0.671482
269,YBR063C_aa_aligned.fasta,0.6753755
270,YBR064W_aa_aligned.fasta,0.6966950000000001
271,YBR065C_aa_aligned.fasta,0.7643869999999999
272,YBR066C_aa_aligned.fasta,0.8438015
273,YBR067C_aa_aligned.fasta,0.804894
274,YBR068C_aa_aligned.fasta,0.768098
275,YBR069C_aa_aligned.fasta,0.647662
276,YBR070C_aa_aligned.fasta,0.832202
277,YBR071W_aa_aligned.fasta,0.82925
278,YBR072W_aa_aligned.fasta,0.8343635
279,YBR073W_aa_aligned.fasta,0.682697
280,YBR074W_aa_aligned.fasta,0.732768
281,YBR076W_aa_aligned.fasta,0.7535115
282,YBR077C_aa_aligned.fasta,0.8401265
283,YBR078W_aa_aligned.fasta,0.6754195
284,YBR079C_aa_aligned.fasta,0.737488
285,YBR080C_aa_aligned.fasta,0.8293055
286,YBR081C_aa_aligned.fasta,0.8109045
287,YBR082C_aa_aligned.fasta,0.724396
288,YBR083W_aa_aligned.fasta,0.781604
289,YBR084W_aa_aligned.fasta,0.835304
290,YBR085W_aa_aligned.fasta,0.798264
291,YBR086C_aa_aligned.fasta,0.724946
292,YBR087W_aa_aligned.fasta,0.8374874999999999
293,YBR088C_aa_aligned.fasta,0.7340475
294,YBR089W_aa_aligned.fasta,0.840446
295,YBR090C_aa_aligned.fasta,0.638312
296,YBR091C_aa_aligned.fasta,0.843537
297,YBR092C_aa_aligned.fasta,0.65988
298,YBR093C_aa_aligned.fasta,0.715575
299,YBR094W_aa_aligned.fasta,0.768073
300,YBR095C_aa_aligned.fasta,0.8363855
301,YBR096W_aa_aligned.fasta,0.843514
302,YBR097W_aa_aligned.fasta,0.7761525
303,YBR098W_aa_aligned.fasta,0.688143
304,YBR099C_aa_aligned.fasta,0.848557
305,YBR101C_aa_aligned.fasta,0.753672
306,YBR102C_aa_aligned.fasta,0.740588
307,YBR103W_aa_aligned.fasta,0.796908
308,YBR104W_aa_aligned.fasta,0.829794
309,YBR105C_aa_aligned.fasta,0.7567665
310,YBR106W_aa_aligned.fasta,0.84158
311,YBR107C_aa_aligned.fasta,0.837457
312,YBR108W_aa_aligned.fasta,0.707705
313,YBR109C_aa_aligned.fasta,0.834795
314,YBR110W_aa_aligned.fasta,0.838799
315,YBR111C_aa_aligned.fasta,0.838983
316,YBR112C_aa_aligned.fasta,0.800916
317,YBR113W_aa_aligned.fasta,0.75383
318,YBR114W_aa_aligned.fasta,0.756247
319,YBR115C_aa_aligned.fasta,0.8083175
320,YBR116C_aa_aligned.fasta,0.825227
321,YBR117C_aa_aligned.fasta,0.57788
322,YBR118W_aa_aligned.fasta,0.8379325
323,YBR119W_aa_aligned.fasta,0.676735
324,YBR120C_aa_aligned.fasta,0.8374515
325,YBR121C_aa_aligned.fasta,0.837553
326,YBR122C_aa_aligned.fasta,0.837207
327,YBR123C_aa_aligned.fasta,0.722077
328,YBR124W_aa_aligned.fasta,0.82802
329,YBR125C_aa_aligned.fasta,0.842864
330,YBR126C_aa_aligned.fasta,0.839993
331,YBR127C_aa_aligned.fasta,0.838695
332,YBR128C_aa_aligned.fasta,0.8420935
333,YBR129C_aa_aligned.fasta,0.8412985
334,YBR130C_aa_aligned.fasta,0.838955
335,YBR131W_aa_aligned.fasta,0.8405145
336,YBR132C_aa_aligned.fasta,0.6845075
337,YBR133C_aa_aligned.fasta,0.838348
338,YBR134W_aa_aligned.fasta,0.705565
339,YBR135W_aa_aligned.fasta,0.8514740000000001
340,YBR136W_aa_aligned.fasta,0.7396765000000001
341,YBR137W_aa_aligned.fasta,0.714954
342,YBR138C_aa_aligned.fasta,0.8386629999999999
343,YBR139W_aa_aligned.fasta,0.8416905
344,YBR140C_aa_aligned.fasta,0.6676895
345,YBR141C_aa_aligned.fasta,0.838709
346,YBR142W_aa_aligned.fasta,0.747007
347,YBR143C_aa_aligned.fasta,0.7514
348,YBR144C_aa_aligned.fasta,0.728764
349,YBR145W_aa_aligned.fasta,0.827626
350,YBR146W_aa_aligned.fasta,0.83952
351,YBR147W_aa_aligned.fasta,0.8116490000000001
352,YBR148W_aa_aligned.fasta,0.751457
353,YBR149W_aa_aligned.fasta,0.8042655000000001
354,YBR150C_aa_aligned.fasta,0.786592
355,YBR151W_aa_aligned.fasta,0.723114
356,YBR152W_aa_aligned.fasta,0.762306
357,YBR153W_aa_aligned.fasta,0.835832
358,YBR154C_aa_aligned.fasta,0.843741
359,YBR155W_aa_aligned.fasta,0.837979
360,YBR156C_aa_aligned.fasta,0.841255
361,YBR157C_aa_aligned.fasta,0.756754
362,YBR158W_aa_aligned.fasta,0.755055
363,YBR159W_aa_aligned.fasta,0.834642
364,YBR160W_aa_aligned.fasta,0.838232
365,YBR161W_aa_aligned.fasta,0.6877225
366,YBR162C_aa_aligned.fasta,0.836587
367,YBR163W_aa_aligned.fasta,0.760227
368,YBR164C_aa_aligned.fasta,0.779874
369,YBR165W_aa_aligned.fasta,0.847353
370,YBR166C_aa_aligned.fasta,0.839521
371,YBR167C_aa_aligned.fasta,0.8372495
372,YBR168W_aa_aligned.fasta,0.839847
373,YBR169C_aa_aligned.fasta,0.837422
374,YBR170C_aa_aligned.fasta,0.841871
375,YBR171W_aa_aligned.fasta,0.841799
376,YBR172C_aa_aligned.fasta,0.837233
377,YBR173C_aa_aligned.fasta,0.843558
378,YBR174C_aa_aligned.fasta,0.7909975
379,YBR175W_aa_aligned.fasta,0.748175
380,YBR176W_aa_aligned.fasta,0.8281095
381,YBR177C_aa_aligned.fasta,0.841206
382,YBR178W_aa_aligned.fasta,0.7775315
383,YBR179C_aa_aligned.fasta,0.83737
384,YBR180W_aa_aligned.fasta,0.760286
385,YBR181C_aa_aligned.fasta,0.5788715
386,YBR182C_aa_aligned.fasta,0.839753
387,YBR183W_aa_aligned.fasta,0.8400445
388,YBR184W_aa_aligned.fasta,0.701587
389,YBR185C_aa_aligned.fasta,0.839201
390,YBR186W_aa_aligned.fasta,0.826773
391,YBR187W_aa_aligned.fasta,0.8285235
392,YBR188C_aa_aligned.fasta,0.8089394999999999
393,YBR189W_aa_aligned.fasta,0.675315
394,YBR190W_aa_aligned.fasta,0.66747
395,YBR191W_aa_aligned.fasta,0.687789
396,YBR192W_aa_aligned.fasta,0.838581
397,YBR193C_aa_aligned.fasta,0.836737
398,YBR194W_aa_aligned.fasta,0.835843
399,YBR195C_aa_aligned.fasta,0.8436735
400,YBR196C_aa_aligned.fasta,0.838198
401,YBR197C_aa_aligned.fasta,0.839155
402,YBR198C_aa_aligned.fasta,0.8418605
403,YBR199W_aa_aligned.fasta,0.831772
404,YBR200W_aa_aligned.fasta,0.839732
405,YBR201W_aa_aligned.fasta,0.838954
406,YBR202W_aa_aligned.fasta,0.840152
407,YBR203W_aa_aligned.fasta,0.6698255
408,YBR204C_aa_aligned.fasta,0.838077
409,YBR205W_aa_aligned.fasta,0.8464465
410,YBR206W_aa_aligned.fasta,0.840517
411,YBR207W_aa_aligned.fasta,0.753026
412,YBR208C_aa_aligned.fasta,0.737875
413,YBR209W_aa_aligned.fasta,0.698851
414,YBR210W_aa_aligned.fasta,0.8366155
415,YBR211C_aa_aligned.fasta,0.8398300000000001
416,YBR212W_aa_aligned.fasta,0.814603
417,YBR213W_aa_aligned.fasta,0.838809
418,YBR214W_aa_aligned.fasta,0.757209
419,YBR215W_aa_aligned.fasta,0.716362
420,YBR216C_aa_aligned.fasta,0.7773985
421,YBR217W_aa_aligned.fasta,0.8429709999999999
422,YBR218C_aa_aligned.fasta,0.7375195
423,YBR219C_aa_aligned.fasta,0.8327655
424,YBR220C_aa_aligned.fasta,0.83823
425,YBR221C_aa_aligned.fasta,0.8354874999999999
426,YBR222C_aa_aligned.fasta,0.761849
427,YBR223C_aa_aligned.fasta,0.8402985000000001
428,YBR224W_aa_aligned.fasta,0.787094
429,YBR225W_aa_aligned.fasta,0.8406929999999999
430,YBR226C_aa_aligned.fasta,0.622848
431,YBR227C_aa_aligned.fasta,0.833644
432,YBR228W_aa_aligned.fasta,0.7449589999999999
433,YBR229C_aa_aligned.fasta,0.7573565
434,YBR230C_aa_aligned.fasta,0.753013
435,YBR231C_aa_aligned.fasta,0.833725
436,YBR232C_aa_aligned.fasta,0.823697
437,YBR233W_aa_aligned.fasta,0.838814
438,YBR234C_aa_aligned.fasta,0.812454
439,YBR235W_aa_aligned.fasta,0.754767
440,YBR236C_aa_aligned.fasta,0.842577
441,YBR237W_aa_aligned.fasta,0.829159
442,YBR238C_aa_aligned.fasta,0.847951
443,YBR239C_aa_aligned.fasta,0.844331
444,YBR240C_aa_aligned.fasta,0.844544
445,YBR241C_aa_aligned.fasta,0.7386535
446,YBR242W_aa_aligned.fasta,0.839801
447,YBR243C_aa_aligned.fasta,0.836471
448,YBR244W_aa_aligned.fasta,0.7655495
449,YBR245C_aa_aligned.fasta,0.651702
450,YBR246W_aa_aligned.fasta,0.839665
451,YBR247C_aa_aligned.fasta,0.837419
452,YBR248C_aa_aligned.fasta,0.836737
453,YBR249C_aa_aligned.fasta,0.835152
454,YBR250W_aa_aligned.fasta,0.688105
455,YBR251W_aa_aligned.fasta,0.840998
456,YBR252W_aa_aligned.fasta,0.828142
457,YBR253W_aa_aligned.fasta,0.836737
458,YBR254C_aa_aligned.fasta,0.843606
459,YBR255W_aa_aligned.fasta,0.8410770000000001
460,YBR256C_aa_aligned.fasta,0.83699
461,YBR257W_aa_aligned.fasta,0.783148
462,YBR258C_aa_aligned.fasta,0.6447005
463,YBR259W_aa_aligned.fasta,0.803021
464,YBR260C_aa_aligned.fasta,0.8316870000000001
465,YBR261C_aa_aligned.fasta,0.8137455
466,YBR262C_aa_aligned.fasta,0.839833
467,YBR263W_aa_aligned.fasta,0.838141
468,YBR264C_aa_aligned.fasta,0.830587
469,YBR265W_aa_aligned.fasta,0.777942
470,YBR266C_aa_aligned.fasta,0.833337
471,YBR267W_aa_aligned.fasta,0.840774
472,YBR268W_aa_aligned.fasta,0.832393
473,YBR269C_aa_aligned.fasta,0.840153
474,YBR270C_aa_aligned.fasta,0.840159
475,YBR271W_aa_aligned.fasta,0.716644
476,YBR272C_aa_aligned.fasta,0.8348185
477,YBR273C_aa_aligned.fasta,0.8383164999999999
478,YBR274W_aa_aligned.fasta,0.80975
479,YBR275C_aa_aligned.fasta,0.8347445
480,YBR276C_aa_aligned.fasta,0.784936
481,YBR277C_aa_aligned.fasta,0.83238
482,YBR278W_aa_aligned.fasta,0.831078
483,YBR279W_aa_aligned.fasta,0.837945
484,YBR280C_aa_aligned.fasta,0.840254
485,YBR281C_aa_aligned.fasta,0.743711
486,YBR282W_aa_aligned.fasta,0.8405565
487,YBR283C_aa_aligned.fasta,0.8313280000000001
488,YBR284W_aa_aligned.fasta,0.75882
489,YBR285W_aa_aligned.fasta,0.8308735
490,YBR286W_aa_aligned.fasta,0.840269
491,YBR287W_aa_aligned.fasta,0.805656
492,YBR288C_aa_aligned.fasta,0.825185
493,YBR289W_aa_aligned.fasta,0.69719
494,YBR290W_aa_aligned.fasta,0.7389
495,YBR291C_aa_aligned.fasta,0.832315
496,YBR292C_aa_aligned.fasta,0.7647
497,YBR293W_aa_aligned.fasta,0.6760185
498,YBR294W_aa_aligned.fasta,0.67483
499,YBR295W_aa_aligned.fasta,0.6726265
500,YBR296C_aa_aligned.fasta,0.7395155
501,YBR297W_aa_aligned.fasta,0.667554
502,YBR298C_aa_aligned.fasta,0.5552295
503,YBR299W_aa_aligned.fasta,0.713063
504,YBR300C_aa_aligned.fasta,0.692779
505,YBR301W_aa_aligned.fasta,0.8305135
506,YBR302C_aa_aligned.fasta,0.832505
507,YCL001W_aa_aligned.fasta,0.8440805
508,YCL002C_aa_aligned.fasta,0.6961634999999999
509,YCL004W_aa_aligned.fasta,0.824926
510,YCL005W_aa_aligned.fasta,0.8399730000000001
511,YCL007C_aa_aligned.fasta,0.689268
512,YCL008C_aa_aligned.fasta,0.834495
513,YCL009C_aa_aligned.fasta,0.834581
514,YCL010C_aa_aligned.fasta,0.838915
515,YCL011C_aa_aligned.fasta,0.829957
516,YCL012C_aa_aligned.fasta,0.781921
517,YCL014W_aa_aligned.fasta,0.8107825
518,YCL016C_aa_aligned.fasta,0.8400445000000001
519,YCL017C_aa_aligned.fasta,0.825007
520,YCL018W_aa_aligned.fasta,0.7626215000000001
521,YCL022C_aa_aligned.fasta,0.767122
522,YCL023C_aa_aligned.fasta,0.822657
523,YCL024W_aa_aligned.fasta,0.819591
524,YCL025C_aa_aligned.fasta,0.747631
525,YCL027W_aa_aligned.fasta,0.820004
526,YCL028W_aa_aligned.fasta,0.7902465000000001
527,YCL029C_aa_aligned.fasta,0.8454925
528,YCL030C_aa_aligned.fasta,0.834072
529,YCL031C_aa_aligned.fasta,0.843146
530,YCL032W_aa_aligned.fasta,0.8428255
531,YCL033C_aa_aligned.fasta,0.7382715
532,YCL034W_aa_aligned.fasta,0.7481340000000001
533,YCL035C_aa_aligned.fasta,0.573929
534,YCL036W_aa_aligned.fasta,0.739402
535,YCL037C_aa_aligned.fasta,0.841761
536,YCL038C_aa_aligned.fasta,0.8365035000000001
537,YCL039W_aa_aligned.fasta,0.841413
538,YCL040W_aa_aligned.fasta,0.836758
539,YCL041C_aa_aligned.fasta,0.673869
540,YCL042W_aa_aligned.fasta,0.652869
541,YCL043C_aa_aligned.fasta,0.836026
542,YCL044C_aa_aligned.fasta,0.84098
543,YCL045C_aa_aligned.fasta,0.8401585
544,YCL046W_aa_aligned.fasta,0.837139
545,YCL047C_aa_aligned.fasta,0.8394245
546,YCL048W_aa_aligned.fasta,0.81029
547,YCL049C_aa_aligned.fasta,0.804595
548,YCL050C_aa_aligned.fasta,0.843506
549,YCL051W_aa_aligned.fasta,0.746485
550,YCL052C_aa_aligned.fasta,0.8350585
551,YCL054W_aa_aligned.fasta,0.840297
552,YCL055W_aa_aligned.fasta,0.812107
553,YCL056C_aa_aligned.fasta,0.8123849999999999
554,YCL057W_aa_aligned.fasta,0.841496
555,YCL058C_aa_aligned.fasta,0.8355425000000001
556,YCL059C_aa_aligned.fasta,0.8432364999999999
557,YCL061C_aa_aligned.fasta,0.83898
558,YCL063W_aa_aligned.fasta,0.842404
559,YCL064C_aa_aligned.fasta,0.837228
560,YCL065W_aa_aligned.fasta,0.799014
561,YCL066W_aa_aligned.fasta,0.845693
562,YCL067C_aa_aligned.fasta,0.8416760000000001
563,YCL068C_aa_aligned.fasta,0.8412189999999999
564,YCL069W_aa_aligned.fasta,0.672411
565,YCL073C_aa_aligned.fasta,0.6598105000000001
566,YCL076W_aa_aligned.fasta,0.656513
