,OG,negative_num,positive_num
282,OG16118,164,0
283,OG6867,175,0
284,OG13857,104,0
285,OG9850,88,0
286,OG9647,94,0
287,OG2965,182,0
288,OG14663,166,0
289,OG1232,311,1
290,OG8931,60,0
291,OG13383,69,1
292,OG4531,80,0
293,OG6511,270,0
294,OG13086,119,0
295,OG6991,106,0
296,OG17266,133,0
297,OG9173,107,0
298,OG2126,459,0
299,OG15049,32,0
300,OG12341,67,0
301,OG15408,108,0
302,OG13622,234,0
303,OG2241,620,0
304,OG17714,184,0
305,OG16638,32,1
306,OG16586,68,0
307,OG11556,82,0
308,OG3580,181,0
309,OG15235,63,0
310,OG18427,92,1
311,OG4599,97,0
312,OG18002,102,0
313,OG3217,367,0
314,OG6110,104,0
315,OG1833,895,0
316,OG5341,128,0
317,OG3024,346,0
318,OG14168,58,0
319,OG11293,95,0
320,OG4836,403,0
321,OG10342,53,0
322,OG10429,262,0
323,OG5930,320,0
324,OG14461,23,0
325,OG16143,375,0
326,OG3730,329,0
327,OG3630,166,0
328,OG2366,904,1
329,OG3610,89,0
330,OG15440,150,0
331,OG16129,304,0
332,OG17115,114,0
333,OG8444,207,0
334,OG15556,31,0
335,OG14675,89,0
336,OG3423,78,0
337,OG7278,276,0
338,OG4360,86,0
339,OG12118,221,0
340,OG12939,30,0
341,OG2589,687,0
342,OG3944,143,0
343,OG2041,747,0
344,OG2657,426,0
345,OG5491,849,0
346,OG14017,68,0
347,OG12478,41,4
348,OG1419,220,2
349,OG7414,204,0
350,OG4434,197,0
351,OG13827,105,0
352,OG1799,253,0
353,OG5997,187,0
354,OG4222,296,0
355,OG18152,43,0
356,OG10498,86,0
357,OG3336,410,0
358,OG9974,168,0
359,OG8492,110,0
360,OG2442,325,0
361,OG2350,621,1
362,OG18555,88,1
363,OG9436,49,0
364,OG10376,35,0
365,OG8352,358,0
366,OG1943,488,0
367,OG7565,84,0
368,OG17512,273,0
369,OG6592,89,0
370,OG10657,97,0
371,OG8822,97,0
372,OG16747,53,1
373,OG9881,16,0
374,OG8907,549,0
375,OG13213,123,0
376,OG11182,21,1
377,OG8375,102,0
378,OG2377,156,0
379,OG6058,282,0
380,OG12932,6,1
381,OG2153,66,1
382,OG8881,261,0
383,OG17675,105,1
384,OG8523,426,0
385,OG6484,124,0
386,OG3564,226,0
387,OG12368,51,0
388,OG1278,566,0
389,OG3296,140,0
390,OG6395,56,0
391,OG7626,407,0
392,OG16435,90,0
393,OG3301,992,1
394,OG6321,95,0
395,OG6790,394,0
396,OG2693,264,0
397,OG8419,54,0
398,OG3696,477,1
399,OG9663,70,2
400,OG7249,767,0
401,OG16076,447,0
402,OG9430,55,0
403,OG8767,161,0
404,OG1299,473,2
405,OG17284,98,1
406,OG10474,111,0
407,OG4338,228,0
408,OG6657,283,0
409,OG11431,59,0
410,OG10331,297,0
411,OG15167,36,0
412,OG5679,96,0
413,OG10219,213,1
414,OG14090,39,0
415,OG9085,408,0
416,OG17536,33,0
417,OG8853,100,0
418,OG2833,472,0
419,OG4367,303,0
420,OG9831,299,0
421,OG9673,134,0
422,OG15801,181,0
423,OG6302,214,0
424,OG5200,161,0
425,OG11873,91,1
426,OG13476,225,0
427,OG11555,224,0
428,OG7159,564,0
429,OG3926,75,0
430,OG2434,203,0
431,OG1371,362,0
432,OG15826,82,0
433,OG9419,172,0
434,OG15940,85,0
435,OG15698,306,0
436,OG10292,88,0
437,OG8076,77,0
438,OG1006,808,0
439,OG1597,3379,0
440,OG5609,321,0
441,OG2629,331,0
442,OG15376,232,0
443,OG4607,70,0
444,OG6280,120,0
445,OG13263,69,0
446,OG10497,89,0
447,OG3388,369,0
448,OG16594,21,0
449,OG13234,121,0
450,OG11103,172,2
451,OG17804,366,0
452,OG1644,343,0
453,OG8572,84,0
454,OG9197,56,1
455,OG15765,90,0
456,OG3561,434,0
457,OG2352,172,0
458,OG3019,134,0
459,OG16751,63,1
460,OG13163,126,0
461,OG3798,96,0
462,OG8363,517,0
463,OG11916,60,0
464,OG4678,55,0
465,OG12383,53,0
466,OG7008,200,1
467,OG17664,157,0
468,OG17903,21,0
469,OG9452,151,0
470,OG4409,84,0
471,OG16733,95,0
472,OG18375,210,0
473,OG6923,80,0
474,OG8045,71,0
475,OG12536,124,1
476,OG14491,301,0
477,OG1974,919,1
478,OG11235,31,0
479,OG7274,94,0
480,OG13765,93,0
481,OG14734,149,0
482,OG3788,284,0
483,OG5311,3,0
484,OG1115,616,0
485,OG7315,190,0
486,OG16035,134,0
487,OG1548,474,0
488,OG14726,308,0
489,OG2026,122,0
490,OG1313,3427,0
491,OG1976,142,0
492,OG8871,56,0
493,OG14478,204,0
494,OG10846,130,0
495,OG10669,91,0
496,OG1242,354,0
497,OG3814,418,1
498,OG9193,71,0
499,OG8441,193,0
500,OG2638,598,0
501,OG6413,560,0
502,OG14009,24,1
503,OG13243,595,0
504,OG3745,205,0
505,OG6785,293,0
506,OG4195,142,0
507,OG14059,203,0
508,OG4246,282,0
509,OG9351,246,0
510,OG8421,104,0
511,OG8435,152,0
512,OG2913,77,0
513,OG5560,113,0
514,OG11477,262,0
515,OG4419,332,0
516,OG3647,125,0
517,OG1643,130,0
518,OG11972,261,0
519,OG14864,216,1
520,OG6742,391,0
521,OG12236,98,0
522,OG4533,687,0
523,OG8261,144,0
524,OG13586,98,0
525,OG17852,173,0
526,OG1646,735,0
527,OG14213,250,1
528,OG9857,237,0
529,OG7981,89,0
530,OG8011,127,1
531,OG8524,452,1
532,OG10599,219,0
533,OG13805,36,0
534,OG14791,78,0
535,OG1961,957,0
536,OG1343,438,0
537,OG14348,196,0
538,OG17051,22,1
539,OG6852,243,0
540,OG8921,63,0
541,OG14075,82,0
542,OG15681,201,0
543,OG10246,183,0
544,OG5914,206,0
545,OG2829,181,0
546,OG9324,178,0
547,OG8741,328,0
548,OG8793,367,0
549,OG16525,178,0
550,OG15645,74,0
551,OG10623,150,1
552,OG6556,363,0
553,OG3094,161,0
554,OG12928,28,0
555,OG11414,69,1
556,OG4656,329,0
557,OG9832,44,0
558,OG17904,51,0
559,OG8465,43,0
560,OG7170,242,0
561,OG11288,34,2
562,OG17610,51,0
563,OG8438,177,0
564,OG6129,179,0
565,OG14177,40,0
566,OG16765,240,0
567,OG4834,330,0
568,OG8093,68,0
569,OG9014,145,1
570,OG7048,143,0
571,OG8558,149,0
572,OG4732,1165,1
573,OG1867,703,0
574,OG6080,516,0
575,OG6392,80,0
576,OG3690,267,0
577,OG10163,31,1
578,OG2575,137,0
579,OG5953,176,0
580,OG6360,376,0
581,OG4444,215,0
582,OG14323,74,0
583,OG14503,93,0
584,OG15279,87,0
585,OG8679,171,0
586,OG12188,55,0
587,OG17636,31,0
588,OG16147,47,2
589,OG8113,346,0
590,OG11659,101,0
591,OG9158,254,0
592,OG4811,78,0
593,OG4076,386,0
594,OG6327,70,0
595,OG15242,49,4
596,OG8193,195,0
597,OG3411,309,0
598,OG3098,644,0
599,OG7698,107,1
600,OG13991,198,1
601,OG17623,187,2
602,OG7753,155,0
603,OG11254,166,4
604,OG3142,138,0
605,OG2180,483,1
606,OG11094,176,0
607,OG2225,244,0
608,OG2902,95,0
609,OG8997,174,0
610,OG5998,411,0
611,OG7158,87,0
612,OG17526,52,0
613,OG4197,72,0
614,OG5191,82,0
615,OG3446,211,0
616,OG15620,163,0
617,OG12877,176,0
618,OG10818,393,0
619,OG1748,740,0
620,OG12450,41,0
621,OG2393,256,1
622,OG1388,737,0
623,OG13699,131,0
624,OG11784,15,1
625,OG8619,156,0
626,OG15480,438,0
627,OG10665,147,0
628,OG10720,252,0
629,OG8171,123,0
630,OG6958,56,0
631,OG4631,260,0
632,OG14855,76,0
633,OG5236,478,0
634,OG7489,35,0
635,OG9759,57,0
636,OG2558,325,0
637,OG6183,459,0
638,OG12251,61,0
639,OG1157,480,0
640,OG1259,299,0
641,OG12940,51,2
642,OG2356,154,0
643,OG7912,87,0
644,OG6123,410,0
645,OG6767,105,0
646,OG17685,108,2
647,OG11244,26,0
648,OG15083,104,0
649,OG3364,67,0
650,OG10625,124,0
651,OG5553,64,1
652,OG4718,587,0
653,OG4280,798,0
654,OG9390,146,0
655,OG2565,348,0
656,OG15391,164,0
657,OG9719,46,1
658,OG2269,3495,0
659,OG6910,176,0
660,OG12290,52,0
661,OG1581,429,0
662,OG12910,40,1
663,OG17075,32,1
664,OG3469,248,0
665,OG5137,150,0
666,OG15843,197,0
667,OG6000,271,0
668,OG15958,40,2
669,OG16728,45,0
670,OG12329,102,0
671,OG3856,165,1
672,OG14778,225,0
673,OG2998,382,0
674,OG9795,125,0
675,OG6604,377,0
676,OG18200,24,0
677,OG15790,207,0
678,OG1514,197,1
679,OG11676,550,0
680,OG4881,401,0
681,OG9032,298,0
682,OG1524,270,0
683,OG3360,542,0
684,OG14685,75,0
685,OG16802,111,0
686,OG12554,209,0
687,OG9070,101,0
688,OG3519,166,0
689,OG12201,328,0
690,OG13028,694,0
691,OG9510,462,0
692,OG8887,152,0
693,OG6656,156,0
694,OG15393,56,1
695,OG7295,135,0
696,OG14179,137,1
697,OG3109,112,0
698,OG2981,459,0
699,OG7998,231,0
700,OG10836,223,0
701,OG16384,172,0
702,OG8614,134,0
703,OG17658,157,0
704,OG17474,269,0
705,OG16573,38,0
706,OG16556,26,0
707,OG4447,181,0
708,OG3520,99,0
709,OG6999,131,0
710,OG13791,289,0
711,OG8625,180,0
712,OG16969,3,3
713,OG11338,502,0
714,OG4184,67,0
715,OG13235,81,0
716,OG17054,34,0
717,OG9163,62,0
718,OG5339,65,0
719,OG2002,240,1
720,OG2582,254,1
721,OG5875,172,1
722,OG13344,57,0
723,OG15305,101,0
724,OG4300,263,0
725,OG5510,220,0
726,OG15562,3,2
727,OG15132,15,0
728,OG8085,56,0
729,OG18248,217,0
730,OG5562,298,0
731,OG10156,66,0
732,OG5656,468,0
733,OG17673,100,0
734,OG3445,381,0
735,OG5187,195,0
736,OG4899,455,0
737,OG17400,34,0
738,OG14583,386,0
739,OG2561,146,0
740,OG6442,344,1
741,OG8839,61,0
742,OG14910,93,0
743,OG6877,518,0
744,OG12240,456,0
745,OG6919,139,0
746,OG13260,202,1
747,OG1973,648,1
748,OG4909,139,1
749,OG4016,445,0
750,OG2610,586,0
751,OG4866,254,0
752,OG1324,223,0
753,OG12131,44,0
754,OG6593,287,0
755,OG2734,362,0
756,OG4554,127,0
757,OG11224,61,0
758,OG15291,397,0
759,OG7053,232,0
760,OG7184,118,1
761,OG12925,23,3
762,OG5823,129,0
763,OG16319,49,1
764,OG4353,214,0
765,OG4463,111,0
766,OG3910,385,0
767,OG17442,140,0
768,OG4644,271,0
769,OG8602,116,0
770,OG5517,108,0
771,OG9516,105,0
772,OG13568,172,0
773,OG9815,92,0
774,OG15117,169,1
775,OG8928,119,0
776,OG5012,125,0
777,OG10479,21,0
778,OG14186,118,0
779,OG13066,375,0
780,OG4453,173,0
781,OG4307,187,0
782,OG11270,350,0
783,OG7027,89,0
784,OG2815,37,0
785,OG9284,169,0
786,OG2423,144,0
787,OG8633,96,0
788,OG4805,185,0
789,OG4270,495,0
790,OG18253,66,0
791,OG5936,60,0
792,OG3222,118,0
793,OG5966,340,0
794,OG16149,62,0
795,OG8687,234,0
796,OG14757,293,0
797,OG8301,101,0
798,OG7825,227,0
799,OG8313,145,0
800,OG6584,82,0
801,OG7898,97,0
802,OG15855,195,0
803,OG9572,77,0
804,OG14830,322,0
805,OG5470,448,0
806,OG13694,651,0
807,OG15542,43,1
808,OG14464,83,0
809,OG4639,136,0
810,OG5113,77,0
811,OG1174,1038,0
812,OG5033,279,0
813,OG12342,61,0
814,OG14872,114,0
815,OG4888,504,0
816,OG1887,393,0
817,OG7432,143,0
818,OG7971,95,0
819,OG9951,65,0
820,OG5644,297,0
821,OG11864,42,1
822,OG15068,27,0
823,OG14540,171,0
824,OG10906,64,0
825,OG9384,65,0
826,OG5362,226,0
827,OG11033,153,0
828,OG12758,21,0
829,OG9776,146,0
830,OG11653,28,1
831,OG1652,750,0
832,OG8805,109,1
833,OG3844,133,0
834,OG3988,173,0
835,OG7085,144,0
836,OG13726,332,0
837,OG2543,201,6
838,OG12246,187,1
839,OG3193,919,0
840,OG2193,436,0
841,OG2240,401,0
842,OG8925,96,0
843,OG11083,71,0
844,OG13692,425,1
845,OG9823,253,0
846,OG13030,155,0
847,OG2650,639,0
848,OG18548,228,0
849,OG5654,484,0
850,OG11172,29,0
851,OG14650,344,0
852,OG16293,238,0
853,OG4786,672,0
854,OG10314,136,2
855,OG8194,79,0
856,OG10827,406,0
857,OG11336,765,0
858,OG14312,121,0
859,OG12366,32,0
860,OG10080,208,0
861,OG16635,78,1
862,OG16132,68,0
863,OG4773,231,0
864,OG3080,174,0
865,OG2085,933,0
866,OG4690,77,0
867,OG14324,276,0
868,OG3950,191,0
869,OG8360,155,0
870,OG7995,153,0
871,OG1497,165,0
872,OG5454,73,0
873,OG17387,53,0
874,OG5782,103,1
875,OG5941,403,0
876,OG9643,389,0
877,OG8172,93,0
878,OG15457,312,0
879,OG13818,211,0
880,OG6994,392,0
881,OG8588,469,0
882,OG10238,90,0
883,OG6863,210,0
884,OG10627,338,0
885,OG9118,416,0
886,OG7742,85,1
887,OG15955,21,0
888,OG13810,63,0
889,OG7219,247,0
890,OG4841,77,0
891,OG5070,205,0
892,OG16424,26,0
893,OG16796,79,1
894,OG5190,399,0
895,OG4898,93,0
896,OG17309,286,0
897,OG13396,43,0
898,OG2546,412,0
899,OG7507,169,0
900,OG2700,429,0
901,OG1404,104,0
902,OG11524,50,0
903,OG9283,141,0
904,OG10443,105,0
905,OG2458,189,0
906,OG9558,82,0
907,OG15662,78,0
908,OG14695,151,0
909,OG9025,117,0
910,OG2553,319,0
911,OG2670,168,0
912,OG11887,111,1
913,OG2256,287,0
914,OG4004,143,0
915,OG2735,294,0
916,OG13845,270,0
917,OG9405,31,0
918,OG7125,268,0
919,OG4283,386,0
920,OG4583,250,0
921,OG4910,177,0
922,OG14311,301,0
923,OG5672,284,0
924,OG13098,145,0
925,OG4587,292,0
926,OG11953,177,1
927,OG10307,402,0
928,OG14722,214,0
929,OG5883,108,2
930,OG9523,112,0
931,OG17906,49,0
932,OG6398,164,0
933,OG17995,66,0
934,OG9938,249,0
935,OG8517,146,0
936,OG6367,107,0
937,OG5951,220,0
938,OG3727,239,0
939,OG17503,220,0
940,OG11113,154,0
941,OG8473,70,1
942,OG9847,108,0
943,OG8734,112,0
944,OG2120,446,0
945,OG11209,41,0
946,OG9480,141,0
947,OG15462,69,0
948,OG17731,46,0
949,OG3284,315,0
950,OG6025,145,0
951,OG5011,132,0
952,OG10898,268,0
953,OG3240,444,0
954,OG13944,161,0
955,OG3675,263,0
956,OG7890,234,1
957,OG1622,730,0
958,OG6859,109,0
959,OG10748,130,0
960,OG10899,97,0
961,OG4208,107,0
962,OG6244,76,0
963,OG6581,364,0
964,OG3308,192,0
965,OG9993,66,0
966,OG7260,310,0
967,OG3704,53,0
968,OG5870,133,0
969,OG16142,144,0
970,OG16374,31,0
971,OG7620,28,0
972,OG4628,347,0
973,OG15667,129,0
974,OG13278,68,0
975,OG7822,171,0
976,OG2706,396,0
977,OG13640,119,1
978,OG8781,69,0
979,OG5224,232,0
980,OG13289,162,1
981,OG7383,72,1
982,OG13180,99,0
983,OG12690,156,0
984,OG15352,117,0
985,OG12968,216,0
986,OG2473,5540,0
987,OG6219,245,0
988,OG5907,73,0
989,OG9011,200,0
990,OG1540,1188,2
991,OG1713,590,0
992,OG7985,50,0
993,OG7487,400,0
994,OG9654,120,0
995,OG14035,37,0
996,OG6698,98,0
997,OG4328,125,0
998,OG11399,67,0
999,OG15006,8,0
1000,OG4147,233,0
1001,OG11728,36,0
1002,OG16774,107,1
1003,OG5769,436,0
1004,OG4906,242,0
1005,OG12742,30,0
1006,OG3329,279,0
1007,OG14929,108,0
1008,OG12553,53,0
1009,OG3478,366,0
1010,OG5156,193,0
1011,OG18447,110,0
1012,OG5950,52,0
1013,OG4161,351,0
1014,OG1384,265,0
1015,OG4129,327,0
1016,OG12312,72,0
1017,OG16805,104,0
1018,OG17650,71,1
1019,OG8668,187,0
1020,OG16074,140,0
1021,OG2651,307,0
1022,OG5733,329,1
1023,OG4856,89,0
1024,OG1192,138,0
1025,OG5329,139,0
1026,OG2481,363,0
1027,OG5046,215,0
1028,OG16609,174,1
1029,OG14834,75,0
1030,OG16763,79,2
1031,OG5451,237,0
1032,OG3672,521,0
1033,OG11186,47,0
1034,OG9797,111,0
1035,OG16246,207,0
1036,OG12604,386,0
1037,OG2309,392,1
1038,OG16088,111,0
1039,OG7694,196,0
1040,OG4858,92,0
1041,OG10964,54,0
1042,OG15461,212,0
1043,OG14590,115,0
1044,OG4226,341,0
1045,OG8405,614,0
1046,OG12026,199,0
1047,OG6196,194,0
1048,OG5741,193,0
1049,OG3755,147,0
1050,OG17768,142,0
1051,OG3229,298,0
1052,OG6673,109,0
1053,OG11936,172,0
1054,OG15208,125,1
1055,OG8229,433,1
1056,OG10120,181,1
1057,OG13830,65,0
1058,OG11304,106,0
1059,OG14696,267,0
1060,OG15990,136,0
1061,OG1881,516,1
1062,OG10047,295,0
1063,OG11926,236,0
1064,OG1662,820,0
1065,OG2966,366,0
1066,OG2144,283,0
1067,OG13269,78,0
1068,OG2512,822,1
1069,OG18139,48,0
1070,OG3461,545,0
1071,OG12981,185,0
1072,OG10913,9,0
1073,OG14327,294,0
1074,OG2873,157,0
1075,OG11354,35,0
1076,OG11102,155,0
1077,OG3555,70,0
1078,OG9265,624,0
1079,OG15290,167,0
1080,OG10125,275,0
1081,OG9726,56,0
1082,OG16877,164,0
1083,OG7560,97,0
1084,OG6291,225,0
1085,OG15576,33,2
1086,OG16103,95,0
1087,OG12015,76,0
1088,OG15522,50,0
1089,OG4451,456,2
1090,OG11837,314,0
1091,OG4566,86,0
1092,OG5800,337,0
1093,OG2608,814,0
1094,OG12265,114,0
1095,OG3894,290,0
1096,OG6222,150,0
1097,OG10962,68,0
1098,OG2260,527,0
1099,OG2942,416,1
1100,OG8799,107,0
1101,OG2425,254,0
1102,OG5279,194,0
1103,OG3108,687,1
1104,OG5818,166,0
1105,OG11032,65,0
1106,OG3720,180,0
1107,OG15125,71,0
1108,OG11392,176,1
1109,OG7121,76,0
1110,OG8440,108,0
1111,OG5301,411,0
1112,OG14879,177,0
1113,OG7941,115,0
1114,OG4411,76,0
1115,OG13171,72,0
1116,OG2701,184,0
1117,OG6959,222,0
1118,OG6608,436,0
1119,OG7001,93,0
1120,OG6684,225,0
1121,OG6638,220,0
1122,OG18193,143,0
1123,OG3057,160,0
1124,OG1573,86,0
1125,OG13758,116,0
1126,OG13801,94,0
1127,OG3951,285,0
1128,OG9445,56,0
1129,OG7799,147,0
1130,OG10678,175,0
1131,OG14735,233,0
1132,OG13747,230,0
1133,OG13029,243,0
1134,OG4427,306,0
1135,OG5347,957,0
1136,OG7068,391,0
1137,OG9512,341,1
1138,OG1964,3737,0
1139,OG14371,32,0
1140,OG16507,82,0
1141,OG8408,74,1
1142,OG5018,158,0
1143,OG2947,124,2
1144,OG16032,84,0
1145,OG2639,188,0
1146,OG9339,35,0
1147,OG3808,170,0
1148,OG7636,284,0
1149,OG10610,138,0
1150,OG5597,185,0
1151,OG2254,602,0
1152,OG3065,361,0
1153,OG4723,450,0
1154,OG13286,341,0
1155,OG1663,1335,0
1156,OG8326,399,0
1157,OG3486,115,0
1158,OG4901,123,0
1159,OG4987,110,1
1160,OG3939,146,0
1161,OG8946,259,0
1162,OG4125,307,0
1163,OG5767,78,0
1164,OG10465,195,0
1165,OG17563,16,2
1166,OG15390,323,0
1167,OG11885,85,0
1168,OG3144,235,2
1169,OG8713,144,1
1170,OG18284,174,0
1171,OG3497,74,0
1172,OG12515,49,0
1173,OG13273,172,0
1174,OG5902,1107,0
1175,OG9855,42,0
1176,OG9486,196,0
1177,OG6702,356,0
1178,OG11611,166,2
1179,OG4002,214,0
1180,OG4323,233,0
1181,OG12104,211,0
1182,OG12823,50,0
1183,OG12266,124,0
1184,OG9015,391,0
1185,OG15682,47,0
1186,OG11590,101,0
1187,OG7242,216,0
1188,OG14485,155,0
1189,OG9125,101,0
1190,OG12706,97,1
1191,OG15974,26,0
1192,OG5498,93,0
1193,OG1360,918,0
1194,OG11350,131,0
1195,OG15980,41,0
1196,OG5841,138,0
1197,OG10149,491,0
1198,OG14899,281,0
1199,OG16619,32,0
1200,OG8549,152,0
1201,OG16287,174,0
1202,OG7689,151,0
1203,OG5346,105,0
1204,OG11616,166,0
1205,OG12694,60,0
1206,OG7169,130,0
1207,OG11036,82,0
1208,OG17839,71,0
1209,OG9500,236,0
1210,OG5874,163,0
1211,OG6238,477,0
1212,OG4766,46,0
1213,OG12408,17,0
1214,OG13784,56,0
1215,OG8457,249,0
1216,OG4777,255,0
1217,OG5755,120,0
1218,OG6416,53,0
1219,OG6106,162,0
1220,OG6645,536,0
1221,OG2920,377,0
1222,OG15470,60,1
1223,OG8358,272,0
1224,OG2757,293,0
1225,OG10355,65,0
1226,OG7557,394,0
1227,OG13973,86,0
1228,OG4036,127,0
1229,OG4302,130,0
1230,OG3060,91,0
1231,OG17787,65,0
1232,OG5144,166,0
1233,OG3719,120,0
1234,OG3861,140,0
1235,OG14752,88,0
1236,OG11325,86,0
1237,OG11675,211,1
1238,OG7362,134,0
1239,OG1262,361,0
1240,OG13672,122,0
1241,OG10207,85,1
1242,OG1611,343,0
1243,OG6525,90,0
1244,OG14488,226,0
1245,OG4843,100,0
