,OG,negative_num,positive_num
286,OG13383,66,1
287,OG4531,77,0
288,OG6511,274,0
289,OG13086,123,0
290,OG6991,103,0
291,OG17266,131,0
292,OG9173,109,0
293,OG2126,531,0
294,OG15049,33,0
295,OG12341,67,0
296,OG15408,90,1
297,OG13622,235,0
298,OG2241,685,1
299,OG17714,192,0
300,OG16638,33,0
301,OG16586,71,0
302,OG11556,86,0
303,OG3580,201,0
304,OG15235,65,0
305,OG18427,91,0
306,OG4599,107,0
307,OG18002,100,0
308,OG3217,368,0
309,OG6110,109,0
310,OG1833,816,0
311,OG5341,136,0
312,OG3024,368,0
313,OG14168,45,0
314,OG11293,95,0
315,OG4836,440,0
316,OG10342,59,0
317,OG10429,253,0
318,OG5930,320,0
319,OG14461,23,0
320,OG16143,358,0
321,OG3730,308,0
322,OG3630,237,0
323,OG2366,969,0
324,OG3610,40,1
325,OG15440,150,0
326,OG16129,289,0
327,OG17115,109,0
328,OG8444,208,0
329,OG15556,31,0
330,OG14675,90,0
331,OG3423,79,0
332,OG7278,276,0
333,OG4360,86,0
334,OG12118,217,0
335,OG12939,29,0
336,OG2589,792,0
337,OG3944,139,0
338,OG2041,737,0
339,OG2657,470,0
340,OG5491,1084,0
341,OG14017,64,0
342,OG1419,173,2
343,OG7414,196,0
344,OG4434,182,0
345,OG13827,107,0
346,OG1799,217,0
347,OG5997,178,0
348,OG4222,313,0
349,OG18152,39,0
350,OG10498,87,0
351,OG3336,414,0
352,OG9974,169,0
353,OG8492,103,0
354,OG2442,330,0
355,OG2350,605,1
356,OG18555,93,1
357,OG9436,95,0
358,OG10376,34,0
359,OG1943,480,0
360,OG7565,83,0
361,OG17512,276,0
362,OG6592,87,1
363,OG10657,98,0
364,OG8822,94,0
365,OG16747,54,0
366,OG9881,18,0
367,OG8907,594,0
368,OG13213,113,0
369,OG11182,22,2
370,OG8375,107,0
371,OG2377,153,0
372,OG6058,339,0
373,OG12932,6,1
374,OG2153,68,1
375,OG8881,254,0
376,OG17675,105,2
377,OG8523,434,0
378,OG6484,125,0
379,OG3564,226,0
380,OG12368,51,0
381,OG1278,682,0
382,OG3296,139,0
383,OG6395,57,0
384,OG7626,414,1
385,OG16435,87,0
386,OG3301,994,1
387,OG6321,97,0
388,OG6790,394,0
389,OG2693,265,0
390,OG8419,52,0
391,OG3696,475,1
392,OG9663,70,2
393,OG7249,785,0
394,OG16076,445,0
395,OG9430,58,0
396,OG8767,156,0
397,OG1299,400,3
398,OG17284,95,0
399,OG10474,111,0
400,OG4338,224,0
401,OG6657,277,0
402,OG11431,60,0
403,OG10331,231,0
404,OG15167,39,0
405,OG5679,98,0
406,OG10219,193,1
407,OG14090,39,0
408,OG9085,385,0
409,OG17536,36,0
410,OG8853,78,0
411,OG2833,479,0
412,OG4367,323,0
413,OG9831,285,0
414,OG9673,140,0
415,OG15801,142,0
416,OG6302,215,0
417,OG5200,167,0
418,OG13476,221,0
419,OG11555,207,0
420,OG7159,467,1
421,OG3926,126,0
422,OG2434,203,0
423,OG1371,344,0
424,OG15826,92,0
425,OG15940,85,0
426,OG15698,313,0
427,OG10292,87,0
428,OG8076,73,0
429,OG1006,843,0
430,OG1597,2135,0
431,OG5609,317,0
432,OG2629,377,0
433,OG15376,231,0
434,OG4607,70,0
435,OG6280,118,0
436,OG13263,80,0
437,OG10497,92,0
438,OG3388,347,0
439,OG16594,21,0
440,OG13234,114,0
441,OG11103,169,2
442,OG17804,376,0
443,OG1644,341,0
444,OG8572,85,0
445,OG9197,58,1
446,OG15765,92,0
447,OG3561,443,0
448,OG2352,251,1
449,OG3019,138,0
450,OG16751,62,1
451,OG13163,126,0
452,OG3798,96,0
453,OG8363,488,1
454,OG11916,86,0
455,OG4678,65,0
456,OG12383,63,0
457,OG7008,189,0
458,OG17664,157,0
459,OG17903,20,0
460,OG9452,152,0
461,OG4409,82,0
462,OG16733,91,0
463,OG18375,212,0
464,OG6923,80,0
465,OG8045,64,0
466,OG12536,128,0
467,OG14491,308,0
468,OG1974,922,1
469,OG11235,30,0
470,OG7274,90,0
471,OG14734,143,0
472,OG3788,287,0
473,OG5311,31,0
474,OG1115,600,0
475,OG7315,191,0
476,OG16035,150,0
477,OG1548,490,0
478,OG14726,309,0
479,OG2026,116,0
480,OG1313,2392,0
481,OG1976,138,0
482,OG8871,55,0
483,OG14478,204,0
484,OG10846,128,0
485,OG10669,71,0
486,OG1242,367,0
487,OG3814,546,0
488,OG9193,71,0
489,OG8441,103,1
490,OG2638,621,0
491,OG6413,564,0
492,OG14009,24,1
493,OG13243,591,0
494,OG3745,206,0
495,OG6785,272,0
496,OG4195,140,0
497,OG14059,200,0
498,OG4246,283,0
499,OG8421,111,0
500,OG8435,169,0
501,OG2913,82,0
502,OG5560,106,0
503,OG11477,259,0
504,OG4419,437,0
505,OG3647,127,0
506,OG1643,122,0
507,OG11972,256,0
508,OG14864,232,1
509,OG6742,344,0
510,OG12236,96,0
511,OG4533,533,0
512,OG8261,147,0
513,OG13586,106,0
514,OG17852,184,0
515,OG1646,746,0
516,OG14213,241,1
517,OG9857,240,1
518,OG7981,85,0
519,OG8011,139,1
520,OG8524,430,0
521,OG10599,219,0
522,OG13805,35,0
523,OG14791,80,0
524,OG1961,873,0
525,OG1343,605,0
526,OG14348,195,0
527,OG17051,20,1
528,OG6852,266,0
529,OG8921,61,0
530,OG14075,83,0
531,OG15681,192,0
532,OG10246,166,0
533,OG5914,208,0
534,OG2829,178,0
535,OG9324,177,0
536,OG8741,351,0
537,OG8793,364,0
538,OG16525,174,0
539,OG15645,73,0
540,OG6556,366,0
541,OG3094,162,0
542,OG12928,26,0
543,OG11414,73,0
544,OG4656,318,0
545,OG9832,44,0
546,OG17904,53,0
547,OG8465,43,0
548,OG7170,236,0
549,OG17610,50,0
550,OG8438,180,0
551,OG6129,178,0
552,OG14177,47,0
553,OG16765,240,0
554,OG4834,339,0
555,OG8093,67,0
556,OG9014,151,1
557,OG7048,144,0
558,OG8558,160,1
559,OG4732,1168,1
560,OG1867,666,0
561,OG6080,499,0
562,OG6392,82,0
563,OG3690,273,0
564,OG10163,31,1
565,OG2575,137,0
566,OG5953,179,0
567,OG6360,384,0
568,OG4444,215,0
569,OG14323,71,0
570,OG14503,83,0
571,OG15279,77,0
572,OG8679,163,0
573,OG12188,40,0
574,OG17636,31,0
575,OG16147,48,0
576,OG8113,362,0
577,OG11659,99,0
578,OG9158,241,0
579,OG4811,74,0
580,OG4076,377,0
581,OG6327,71,0
582,OG8193,201,0
583,OG3411,299,0
584,OG3098,691,0
585,OG7698,114,0
586,OG13991,212,1
587,OG17623,187,2
588,OG7753,148,0
589,OG11254,170,2
590,OG3142,145,0
591,OG2180,480,1
592,OG11094,187,1
593,OG2225,244,0
594,OG2902,96,0
595,OG8997,171,0
596,OG5998,404,0
597,OG7158,85,0
598,OG17526,52,0
599,OG4197,70,0
600,OG5191,82,0
601,OG3446,202,1
602,OG15620,158,0
603,OG12877,175,0
604,OG10818,367,0
605,OG1748,766,0
606,OG12450,41,0
607,OG2393,260,1
608,OG1388,568,0
609,OG11784,15,1
610,OG8619,147,0
611,OG15480,430,0
612,OG10665,142,0
613,OG10720,263,0
614,OG8171,152,0
615,OG6958,56,0
616,OG4631,256,0
617,OG14855,81,0
618,OG5236,562,0
619,OG7489,35,0
620,OG9759,60,0
621,OG2558,332,0
622,OG6183,440,0
623,OG12251,58,0
624,OG1157,444,0
625,OG1259,299,0
626,OG12940,49,2
627,OG2356,179,0
628,OG7912,98,0
629,OG6123,407,0
630,OG6767,101,0
631,OG17685,109,2
632,OG11244,26,0
633,OG15083,96,0
634,OG3364,67,0
635,OG10625,122,0
636,OG5553,26,0
637,OG4718,610,0
638,OG4280,809,0
639,OG9390,147,0
640,OG2565,489,0
641,OG15391,165,0
642,OG9719,50,1
643,OG2269,2062,0
644,OG6910,180,0
645,OG12290,52,0
646,OG1581,444,0
647,OG12910,40,1
648,OG17075,32,1
649,OG3469,301,0
650,OG5137,162,0
651,OG15843,198,0
652,OG6000,273,0
653,OG15958,40,2
654,OG16728,42,0
655,OG12329,102,0
656,OG3856,170,0
657,OG14778,216,0
658,OG2998,522,1
659,OG6604,373,0
660,OG18200,24,0
661,OG15790,213,0
662,OG1514,198,0
663,OG11676,544,0
664,OG4881,403,0
665,OG9032,297,0
666,OG1524,293,2
667,OG3360,542,0
668,OG14685,86,0
669,OG16802,116,0
670,OG12554,177,0
671,OG9070,98,0
672,OG3519,166,0
673,OG13028,695,0
674,OG9510,494,0
675,OG8887,153,0
676,OG6656,151,0
677,OG15393,57,1
678,OG7295,138,0
679,OG14179,136,1
680,OG3109,109,0
681,OG2981,466,0
682,OG7998,228,0
683,OG16384,174,0
684,OG8614,135,1
685,OG17658,157,0
686,OG17474,270,0
687,OG16573,37,0
688,OG16556,30,0
689,OG4447,181,0
690,OG3520,95,0
691,OG6999,131,0
692,OG13791,290,0
693,OG8625,172,0
694,OG16969,3,3
695,OG11338,502,0
696,OG4184,68,0
697,OG13235,83,0
698,OG17054,35,0
699,OG9163,66,0
700,OG5339,58,0
701,OG2002,234,0
702,OG2582,275,0
703,OG5875,201,0
704,OG13344,56,0
705,OG15305,97,0
706,OG4300,251,0
707,OG5510,279,0
708,OG15562,3,4
709,OG15132,7,0
710,OG8085,56,0
711,OG18248,213,0
712,OG5562,294,0
713,OG10156,68,0
714,OG4597,611,0
715,OG5656,438,0
716,OG17673,102,0
717,OG3445,361,0
718,OG5187,333,0
719,OG4899,450,0
720,OG17400,35,0
721,OG2561,147,0
722,OG6442,340,1
723,OG8839,61,0
724,OG14910,93,0
725,OG6877,514,0
726,OG6919,153,0
727,OG13260,198,1
728,OG1973,559,1
729,OG4909,137,1
730,OG4016,438,0
731,OG2610,748,1
732,OG4866,250,0
733,OG1324,252,0
734,OG12131,48,0
735,OG6593,283,0
736,OG2734,378,0
737,OG4554,128,0
738,OG11224,59,0
739,OG15291,396,0
740,OG7053,241,0
741,OG7184,117,1
742,OG5823,121,0
743,OG16319,48,1
744,OG4353,230,0
745,OG4463,134,0
746,OG3910,389,0
747,OG17442,141,0
748,OG4644,267,0
749,OG8602,113,0
750,OG5517,108,0
751,OG9516,103,0
752,OG13568,164,0
753,OG9815,115,0
754,OG15117,153,1
755,OG8928,123,0
756,OG5012,130,0
757,OG10479,128,0
758,OG14186,118,0
759,OG13066,371,0
760,OG4453,177,0
761,OG4307,182,0
762,OG11270,365,0
763,OG7027,82,0
764,OG2815,62,0
765,OG9284,184,0
766,OG2423,156,0
767,OG8633,97,0
768,OG4805,181,0
769,OG4270,514,0
770,OG18253,66,1
771,OG5936,63,0
772,OG3222,138,0
773,OG5966,288,0
774,OG16149,65,0
775,OG8687,229,0
776,OG14757,295,0
777,OG8301,101,0
778,OG7825,235,0
779,OG8313,139,0
780,OG6584,78,0
781,OG7898,100,0
782,OG15855,190,0
783,OG9572,79,0
784,OG14830,325,0
785,OG5470,467,0
786,OG13694,654,0
787,OG15542,43,1
788,OG14464,82,0
789,OG4639,134,0
790,OG5113,75,0
791,OG1174,1937,0
792,OG4014,296,1
793,OG5033,285,0
794,OG12342,57,0
795,OG14872,112,0
796,OG4888,493,0
797,OG1887,393,0
798,OG7432,142,0
799,OG7971,97,0
800,OG9951,67,0
801,OG5644,316,0
802,OG11864,42,1
803,OG15068,28,0
804,OG14540,167,0
805,OG10906,63,0
806,OG9384,65,0
807,OG5362,224,0
808,OG11033,151,0
809,OG12758,23,0
810,OG9776,147,0
811,OG11653,26,0
812,OG1652,771,0
813,OG8805,105,1
814,OG3844,131,0
815,OG3988,175,0
816,OG7085,144,0
817,OG2543,127,1
818,OG12246,176,1
819,OG3193,901,0
820,OG2193,424,0
821,OG2240,445,0
822,OG8925,101,0
823,OG11083,77,0
824,OG13692,399,0
825,OG9823,253,0
826,OG13030,153,0
827,OG2650,650,0
828,OG18548,254,0
829,OG5654,477,0
830,OG11172,27,0
831,OG14650,320,0
832,OG16293,242,0
833,OG4786,612,0
834,OG8194,63,0
835,OG10827,415,0
836,OG14312,118,0
837,OG12366,34,0
838,OG16635,78,1
839,OG16132,66,0
840,OG4773,333,0
841,OG3080,171,0
842,OG2085,1481,0
843,OG4690,94,0
844,OG3950,273,0
845,OG8360,156,0
846,OG7995,145,0
847,OG1497,146,1
848,OG5454,75,0
849,OG17387,53,0
850,OG5782,102,1
851,OG5941,389,0
852,OG9643,383,0
853,OG8172,89,0
854,OG15457,317,0
855,OG13818,222,0
856,OG6994,393,0
857,OG8588,465,0
858,OG10238,91,0
859,OG6863,216,0
860,OG10627,334,0
861,OG9118,415,0
862,OG7742,87,1
863,OG15955,24,0
864,OG13810,77,0
865,OG7219,243,0
866,OG4841,61,0
867,OG5070,202,0
868,OG16424,26,0
869,OG16796,80,1
870,OG5190,456,0
871,OG4898,82,0
872,OG17309,286,0
873,OG13396,42,0
874,OG2546,433,0
875,OG7507,166,0
876,OG2700,441,0
877,OG1404,102,0
878,OG11524,50,0
879,OG9283,152,0
880,OG10443,105,0
881,OG2458,195,0
882,OG9558,83,0
883,OG15662,76,0
884,OG14695,167,0
885,OG9025,117,0
886,OG2553,323,0
887,OG2670,160,0
888,OG2256,330,0
889,OG4004,143,0
890,OG2735,295,0
891,OG9405,31,0
892,OG7125,270,0
893,OG4283,427,0
894,OG4583,285,0
895,OG4910,160,0
896,OG14311,277,0
897,OG5672,282,0
898,OG13098,146,0
899,OG4587,237,0
900,OG11953,180,1
901,OG10307,385,0
902,OG14722,210,0
903,OG5883,135,1
904,OG9523,106,0
905,OG17906,49,0
906,OG6398,167,0
907,OG17995,69,0
908,OG9938,253,0
909,OG8517,135,0
910,OG6367,105,0
911,OG5951,223,0
912,OG3727,232,0
913,OG17503,221,0
914,OG11113,152,0
915,OG8473,67,1
916,OG9847,105,0
917,OG8734,111,0
918,OG2120,391,0
919,OG11209,49,0
920,OG9480,141,0
921,OG15462,70,0
922,OG17731,46,0
923,OG3284,311,0
924,OG6025,146,0
925,OG5011,132,0
926,OG10898,257,0
927,OG3240,418,0
928,OG13944,168,0
929,OG3675,262,0
930,OG7890,244,0
931,OG1622,887,0
932,OG6859,98,0
933,OG10748,129,0
934,OG10899,99,1
935,OG4208,109,0
936,OG6244,74,0
937,OG6581,367,0
938,OG3308,183,0
939,OG9993,62,0
940,OG7260,304,0
941,OG3704,52,0
942,OG5870,134,0
943,OG16142,141,0
944,OG16374,31,0
945,OG7620,31,0
946,OG4628,362,0
947,OG15667,127,0
948,OG13278,67,0
949,OG7822,151,0
950,OG2706,393,0
951,OG13640,89,0
952,OG5224,195,0
953,OG13289,162,0
954,OG7383,72,1
955,OG13180,95,0
956,OG12690,201,0
957,OG15352,117,0
958,OG12968,215,1
959,OG2473,5575,0
960,OG6219,242,0
961,OG5907,74,0
962,OG9011,193,0
963,OG1540,2053,0
964,OG1713,551,0
965,OG7985,50,0
966,OG7487,403,0
967,OG9654,128,0
968,OG14035,38,0
969,OG6698,86,0
970,OG4328,125,0
971,OG11399,67,0
972,OG15006,8,0
973,OG4147,255,0
974,OG11728,37,2
975,OG16774,106,1
976,OG5769,484,1
977,OG4906,267,0
978,OG12742,32,0
979,OG3329,274,0
980,OG14929,107,0
981,OG12553,52,0
982,OG3478,352,0
983,OG5156,195,0
984,OG18447,110,0
985,OG5950,54,0
986,OG4161,353,0
987,OG1384,288,1
988,OG4129,319,0
989,OG12312,73,0
990,OG16805,112,1
991,OG17650,71,1
992,OG8668,169,0
993,OG16074,140,0
994,OG2651,311,0
995,OG5733,323,1
996,OG4856,79,0
997,OG1192,207,0
998,OG5329,135,0
999,OG2481,393,0
1000,OG5046,209,0
1001,OG16609,175,1
1002,OG14834,86,0
1003,OG16763,79,2
1004,OG5451,237,0
1005,OG3672,632,0
1006,OG11186,50,0
1007,OG9797,109,0
1008,OG16246,186,0
1009,OG12604,397,0
1010,OG2309,414,0
1011,OG16088,113,0
1012,OG7694,190,0
1013,OG4858,94,0
1014,OG10964,56,0
1015,OG15461,205,0
1016,OG14590,115,0
1017,OG4226,330,0
1018,OG8405,620,1
1019,OG12026,192,0
1020,OG6196,169,0
1021,OG5741,182,0
1022,OG3755,142,0
1023,OG17768,137,0
1024,OG3229,299,0
1025,OG6673,202,0
1026,OG11936,152,0
1027,OG15208,128,1
1028,OG8229,343,0
1029,OG10120,200,1
1030,OG13830,61,0
1031,OG11304,97,0
1032,OG14696,269,0
1033,OG15990,127,0
1034,OG1881,524,0
1035,OG10047,301,0
1036,OG11926,237,0
1037,OG1662,743,0
1038,OG2966,367,0
1039,OG2144,290,0
1040,OG13269,78,0
1041,OG2512,796,1
1042,OG18139,46,0
1043,OG3461,522,0
1044,OG12981,174,0
1045,OG10913,8,1
1046,OG14327,294,0
1047,OG2873,161,0
1048,OG11354,35,0
1049,OG11102,157,0
1050,OG3555,69,0
1051,OG9265,573,1
1052,OG15290,171,0
1053,OG10125,261,0
1054,OG9726,54,0
1055,OG7560,95,1
1056,OG6291,304,0
1057,OG15576,33,1
1058,OG16103,99,0
1059,OG12015,75,0
1060,OG15522,58,0
1061,OG4451,509,2
1062,OG11837,314,0
1063,OG4566,78,0
1064,OG5800,399,0
1065,OG2608,803,0
1066,OG12265,116,0
1067,OG3894,298,0
1068,OG6222,136,0
1069,OG10962,68,0
1070,OG2260,471,0
1071,OG2942,412,1
1072,OG8799,105,0
1073,OG2425,255,0
1074,OG5279,167,0
1075,OG3108,718,1
1076,OG5818,168,0
1077,OG11032,67,0
1078,OG3720,174,0
1079,OG15125,72,0
1080,OG11392,177,1
1081,OG7121,76,0
1082,OG5301,470,0
1083,OG14879,193,0
1084,OG7941,119,0
1085,OG4411,71,0
1086,OG13171,74,0
1087,OG2701,186,0
1088,OG6959,209,0
1089,OG6608,457,0
1090,OG7001,100,0
1091,OG6684,190,0
1092,OG6638,201,0
1093,OG18193,144,0
1094,OG3057,243,0
1095,OG1573,86,0
1096,OG13758,104,0
1097,OG3951,290,0
1098,OG9445,53,0
1099,OG7799,93,0
1100,OG10678,174,0
1101,OG14735,241,0
1102,OG13747,226,0
1103,OG3513,287,0
1104,OG13029,241,0
1105,OG4427,309,0
1106,OG5347,977,1
1107,OG7068,394,0
1108,OG9512,312,0
1109,OG1964,3744,0
1110,OG14371,32,0
1111,OG16507,85,0
1112,OG8408,78,1
1113,OG5018,150,0
1114,OG2947,116,0
1115,OG16032,83,0
1116,OG2639,183,0
1117,OG9339,35,0
1118,OG3808,195,0
1119,OG7636,258,0
1120,OG10610,150,0
1121,OG5597,183,0
1122,OG2254,598,0
1123,OG3065,348,0
1124,OG4723,437,0
1125,OG13286,340,0
1126,OG1663,1390,0
1127,OG8326,400,0
1128,OG3486,115,0
1129,OG4901,125,0
1130,OG4987,109,1
1131,OG3939,149,0
1132,OG8946,260,0
1133,OG4125,256,0
1134,OG5767,77,0
1135,OG10465,199,0
1136,OG17563,19,1
1137,OG15390,323,0
1138,OG11885,81,0
1139,OG3144,242,2
1140,OG8713,146,1
1141,OG18284,181,0
1142,OG3497,70,0
1143,OG12515,49,0
1144,OG13273,174,0
1145,OG5902,733,0
1146,OG9855,39,0
1147,OG9486,216,0
1148,OG6702,346,0
1149,OG11611,166,1
1150,OG4002,219,0
1151,OG4323,234,0
1152,OG12104,203,0
1153,OG12823,54,0
1154,OG12266,124,0
1155,OG9015,401,0
1156,OG15682,48,0
1157,OG11590,107,0
1158,OG7242,222,0
1159,OG14485,159,0
1160,OG9125,151,0
1161,OG12706,97,1
1162,OG15974,29,0
1163,OG5498,93,0
1164,OG1360,757,0
1165,OG11350,127,0
1166,OG15980,47,0
1167,OG5841,139,0
1168,OG14899,275,0
1169,OG16619,32,0
1170,OG8549,148,1
1171,OG7689,155,0
1172,OG1205,404,0
1173,OG5346,104,0
1174,OG11616,165,0
1175,OG12694,56,0
1176,OG7169,124,0
1177,OG11036,83,0
1178,OG17839,68,0
1179,OG9500,254,0
1180,OG5874,154,0
1181,OG6238,483,0
1182,OG4766,43,0
1183,OG12408,18,0
1184,OG13784,58,0
1185,OG8457,154,2
1186,OG4777,257,0
1187,OG5755,119,0
1188,OG6416,51,0
1189,OG6106,159,0
1190,OG6645,524,0
1191,OG2920,368,0
1192,OG15470,60,1
1193,OG8358,280,0
1194,OG2757,306,0
1195,OG10355,73,0
1196,OG7557,392,0
1197,OG13973,86,0
1198,OG4036,123,0
1199,OG4302,130,0
1200,OG3060,93,0
1201,OG17787,64,0
1202,OG5144,168,0
1203,OG3719,122,0
1204,OG3861,139,0
1205,OG14752,92,0
1206,OG11675,212,2
1207,OG7362,135,0
1208,OG1262,498,0
1209,OG13672,123,0
1210,OG10207,82,1
1211,OG1611,344,0
1212,OG6525,139,0
1213,OG14488,219,0
1214,OG4843,99,0
1215,OG16491,85,1
1216,OG8086,125,0
1217,OG4443,194,0
1218,OG1792,596,0
1219,OG5132,477,0
1220,OG2147,929,0
1221,OG14672,100,0
1222,OG6003,317,0
1223,OG6868,162,0
1224,OG5561,101,0
1225,OG11372,313,0
1226,OG9738,33,0
1227,OG8992,45,0
1228,OG8176,130,0
1229,OG9489,74,0
1230,OG3787,192,0
1231,OG7896,174,0
1232,OG8184,219,1
1233,OG11104,110,0
1234,OG11849,112,0
1235,OG2399,109,0
1236,OG2364,328,0
1237,OG2326,503,0
1238,OG3241,246,0
1239,OG5035,326,0
1240,OG12364,48,0
1241,OG7033,316,0
1242,OG4003,83,0
1243,OG5481,203,0
1244,OG2853,486,0
1245,OG9638,135,0
