,OG,negative_num,positive_num
203,OG8936,301,1
204,OG11569,225,0
205,OG3689,469,0
206,OG17086,739,0
207,OG9707,639,0
208,OG14939,138,0
209,OG16360,153,0
210,OG8606,421,0
211,OG8459,257,1
212,OG9817,131,0
213,OG8300,104,0
214,OG18004,137,0
215,OG13522,194,0
216,OG2231,420,0
217,OG3367,1660,0
218,OG5721,5666,0
219,OG3889,333,1
220,OG5707,568,1
221,OG4508,420,3
222,OG16867,280,0
223,OG7677,676,0
224,OG13695,507,0
225,OG17160,107,0
226,OG13496,121,2
227,OG2497,233,0
228,OG16627,23,0
229,OG8738,185,1
230,OG4889,3716,1
231,OG8945,417,0
232,OG2069,478,0
233,OG3709,459,0
234,OG4751,94,0
235,OG7190,940,0
236,OG1863,2661,0
237,OG6002,283,0
238,OG11633,103,2
239,OG2358,1203,0
240,OG12350,653,1
241,OG17256,366,0
242,OG17953,315,2
243,OG1794,6938,1
244,OG16069,837,0
245,OG1420,5241,0
246,OG13836,309,0
247,OG2412,1272,0
248,OG9081,282,0
249,OG11820,473,0
250,OG9710,255,1
251,OG14407,132,0
252,OG3436,5288,1
253,OG12692,187,0
254,OG4538,594,0
255,OG3034,176,0
256,OG16201,173,0
257,OG12982,386,0
258,OG1158,373,0
259,OG14880,62,0
260,OG10052,41,1
261,OG9251,309,0
262,OG5894,2174,0
263,OG9821,166,0
264,OG8806,178,2
265,OG5414,232,0
266,OG1493,1369,0
267,OG11973,81,1
268,OG8230,1399,0
269,OG9375,200,1
270,OG1486,547,3
271,OG4589,426,0
272,OG6034,272,1
273,OG8046,85,0
274,OG14839,161,0
275,OG18391,188,1
276,OG1633,419,0
277,OG6532,1020,0
278,OG18629,83,0
279,OG11879,168,0
280,OG16118,462,0
281,OG6867,751,0
282,OG13857,279,0
283,OG9850,214,1
284,OG9647,242,0
285,OG2965,475,1
286,OG14663,277,0
287,OG1232,443,0
288,OG8931,161,0
289,OG13383,150,0
290,OG4531,300,1
291,OG6511,774,0
292,OG13086,275,0
293,OG6991,524,0
294,OG17266,170,0
295,OG9173,343,0
296,OG2126,713,0
297,OG15049,44,0
298,OG12341,179,0
299,OG15408,526,1
300,OG13622,291,0
301,OG2241,6939,0
302,OG17714,434,5
303,OG16638,72,0
304,OG16586,224,0
305,OG11556,284,0
306,OG2990,1388,1
307,OG3580,391,0
308,OG15235,95,0
309,OG18427,167,0
310,OG4599,122,0
311,OG18002,121,0
312,OG3217,750,0
313,OG6110,285,1
314,OG4752,247,4
315,OG1833,4811,0
316,OG5341,574,0
317,OG3024,511,1
318,OG14168,185,0
319,OG11293,204,0
320,OG4836,470,0
321,OG10342,70,0
322,OG10429,288,0
323,OG5930,429,0
324,OG14461,28,0
325,OG16143,462,0
326,OG3730,1598,0
327,OG3630,251,1
328,OG2366,1805,0
329,OG3610,51,2
330,OG15440,359,0
331,OG16129,510,0
332,OG17115,120,0
333,OG8444,343,0
334,OG15556,40,1
335,OG14675,122,0
336,OG3423,102,0
337,OG7278,348,0
338,OG4360,97,0
339,OG12118,333,0
340,OG12939,31,0
341,OG2589,992,0
342,OG3944,419,0
343,OG2041,1281,0
344,OG2657,668,0
345,OG5491,1268,0
346,OG14017,74,0
347,OG1419,190,4
348,OG7414,491,0
349,OG4434,216,0
350,OG13827,176,0
351,OG1799,222,0
352,OG5997,413,0
353,OG4222,704,1
354,OG18152,130,0
355,OG10498,225,0
356,OG3336,509,0
357,OG9974,286,0
358,OG8492,350,0
359,OG2442,803,0
360,OG2350,2479,2
361,OG18555,144,0
362,OG9436,148,1
363,OG10376,56,1
364,OG1943,682,0
365,OG7565,163,0
366,OG17512,514,0
367,OG6592,886,0
368,OG2441,327,0
369,OG10657,221,1
370,OG8822,152,0
371,OG16747,128,1
372,OG9881,107,1
373,OG8907,708,0
374,OG13213,557,0
375,OG11182,26,1
376,OG8375,464,0
377,OG2377,269,0
378,OG6058,1042,0
379,OG12932,7,0
380,OG2153,105,0
381,OG8881,255,0
382,OG17675,120,1
383,OG8523,904,0
384,OG6484,604,1
385,OG3564,728,0
386,OG12368,212,1
387,OG1278,2046,0
388,OG3296,156,0
389,OG6395,111,0
390,OG7626,1418,1
391,OG16435,109,0
392,OG3301,8101,0
393,OG6321,141,0
394,OG6790,640,0
395,OG2693,533,0
396,OG8419,72,0
397,OG3696,3646,0
398,OG9663,245,0
399,OG7249,3338,0
400,OG16076,713,0
401,OG9430,72,1
402,OG8767,533,1
403,OG1299,406,3
404,OG17284,326,0
405,OG10474,606,1
406,OG4338,4516,0
407,OG6657,377,0
408,OG11431,199,0
409,OG10331,302,1
410,OG15167,107,0
411,OG5679,494,0
412,OG10219,580,1
413,OG14090,68,0
414,OG9085,423,0
415,OG17536,123,0
416,OG8853,525,0
417,OG2833,1327,1
418,OG4367,436,0
419,OG9831,308,0
420,OG9673,827,0
421,OG15801,220,0
422,OG6302,1276,0
423,OG5200,378,0
424,OG13476,396,0
425,OG11555,246,0
426,OG7159,560,1
427,OG3926,198,0
428,OG2434,276,2
429,OG1371,814,0
430,OG15826,294,0
431,OG15940,203,0
432,OG15698,502,0
433,OG10292,154,0
434,OG8076,311,0
435,OG1006,16185,2
436,OG1597,7018,0
437,OG5609,504,0
438,OG2629,533,0
439,OG15376,266,1
440,OG2016,2602,0
441,OG4607,140,0
442,OG6280,223,0
443,OG13263,180,0
444,OG10497,153,0
445,OG3388,3745,1
446,OG16594,36,0
447,OG13234,236,0
448,OG11103,970,0
449,OG17804,438,0
450,OG1644,423,0
451,OG8572,249,0
452,OG9197,102,1
453,OG15765,179,0
454,OG3561,4891,0
455,OG2352,469,0
456,OG3019,794,0
457,OG2932,997,1
458,OG16751,105,1
459,OG13163,287,0
460,OG3798,171,0
461,OG8363,605,1
462,OG11916,227,0
463,OG4678,86,1
464,OG12383,85,0
465,OG7008,2737,0
466,OG17664,157,0
467,OG17903,42,0
468,OG9452,194,1
469,OG4409,125,0
470,OG16733,189,3
471,OG18375,308,0
472,OG6923,287,0
473,OG8045,448,0
474,OG12536,415,0
475,OG14491,438,0
476,OG1974,1992,1
477,OG11235,39,0
478,OG7274,148,0
479,OG14734,299,0
480,OG3788,1189,0
481,OG5311,36,0
482,OG1115,974,0
483,OG7315,760,0
484,OG16035,256,0
485,OG1548,796,1
486,OG14726,465,0
487,OG2026,324,0
488,OG1313,3862,0
489,OG1976,259,0
490,OG8871,262,0
491,OG14478,249,0
492,OG10846,185,0
493,OG10669,100,0
494,OG1242,560,0
495,OG3814,1204,0
496,OG9193,263,1
497,OG8441,114,2
498,OG2638,5262,0
499,OG6413,1020,0
500,OG14009,27,4
501,OG13243,622,0
502,OG3745,1465,0
503,OG2093,1551,1
504,OG6785,401,0
505,OG4195,333,0
506,OG14059,223,1
507,OG4246,1297,0
508,OG8421,681,1
509,OG3543,97,0
510,OG8435,348,0
511,OG3962,506,0
512,OG2913,339,0
513,OG5560,625,0
514,OG11477,365,0
515,OG4419,552,1
516,OG3647,169,0
517,OG1643,238,1
518,OG11972,363,0
519,OG14864,289,1
520,OG6742,357,0
521,OG12236,498,2
522,OG4533,591,0
523,OG2663,457,0
524,OG8261,168,0
525,OG13586,377,0
526,OG17852,348,0
527,OG1646,1295,0
528,OG14213,304,1
529,OG9857,519,1
530,OG7981,514,0
531,OG8011,632,1
532,OG8524,458,0
533,OG10599,274,0
534,OG13805,45,0
535,OG14791,115,0
536,OG1961,6415,0
537,OG1343,1518,0
538,OG14348,423,0
539,OG17051,24,1
540,OG6852,561,0
541,OG8921,131,0
542,OG14075,215,0
543,OG15681,321,1
544,OG10246,620,0
545,OG5914,381,1
546,OG2829,3467,2
547,OG9324,655,0
548,OG8741,427,1
549,OG8793,1318,0
550,OG16525,209,0
551,OG15645,189,0
552,OG11521,207,0
553,OG6556,427,0
554,OG3094,841,0
555,OG12928,45,1
556,OG11414,393,1
557,OG4656,1729,0
558,OG9832,55,0
559,OG17904,104,0
560,OG8465,176,0
561,OG7170,853,0
562,OG17610,54,1
563,OG8438,395,0
564,OG6129,395,0
565,OG14177,106,0
566,OG16765,293,0
567,OG4834,872,0
568,OG8093,494,0
569,OG9014,264,0
570,OG7048,199,1
571,OG8558,364,1
572,OG4732,4038,1
573,OG1867,8247,0
574,OG6080,2341,0
575,OG6392,145,1
576,OG3690,387,0
577,OG10163,34,1
578,OG2575,223,0
579,OG5953,337,0
580,OG6360,1925,0
581,OG4444,379,0
582,OG14323,154,2
583,OG14503,192,0
584,OG15279,210,0
585,OG8679,549,1
586,OG12188,85,0
587,OG17636,32,0
588,OG6245,327,0
589,OG16147,80,1
590,OG8113,580,2
591,OG11659,194,0
592,OG9158,607,0
593,OG4811,253,1
594,OG4076,1565,2
595,OG6327,304,0
596,OG8193,392,1
597,OG3411,4129,0
598,OG3098,1267,0
599,OG7698,330,1
600,OG13991,445,0
601,OG17623,187,2
602,OG7753,1155,0
603,OG11254,189,1
604,OG3142,598,1
605,OG2180,4231,0
606,OG11094,300,1
607,OG2225,426,0
608,OG2902,268,0
609,OG8997,899,0
610,OG3648,693,0
611,OG5998,860,0
612,OG7158,476,0
613,OG17526,138,0
614,OG4197,131,0
615,OG5191,203,0
616,OG3446,821,1
617,OG15620,173,0
618,OG12877,208,0
619,OG10818,1569,1
620,OG1748,2040,0
621,OG12450,49,0
622,OG2393,692,1
623,OG1388,613,0
624,OG11784,16,1
625,OG8619,226,0
626,OG15480,736,0
627,OG10665,193,0
628,OG10720,826,0
629,OG8171,173,0
630,OG6958,86,0
631,OG4631,497,1
632,OG14855,245,0
633,OG5236,1346,0
634,OG7489,102,0
635,OG9759,192,1
636,OG2558,418,0
637,OG6183,1118,0
638,OG12251,176,0
639,OG1157,483,0
640,OG1259,591,3
641,OG12940,74,1
642,OG2356,438,0
643,OG7912,195,0
644,OG6123,588,0
645,OG6767,561,0
646,OG17685,116,1
647,OG11244,26,0
648,OG15083,138,0
649,OG3364,358,0
650,OG10625,149,0
651,OG5553,40,0
652,OG4718,5569,0
653,OG4280,7562,1
654,OG9390,394,0
655,OG2565,1031,0
656,OG15391,364,0
657,OG9719,86,0
658,OG2269,4543,0
659,OG6910,325,0
660,OG12290,132,0
661,OG1581,818,0
662,OG12910,45,3
663,OG17075,65,2
664,OG3469,858,0
665,OG5137,828,0
666,OG15843,497,0
667,OG6000,403,0
668,OG15958,52,2
669,OG3488,382,0
670,OG16728,127,1
671,OG3029,449,0
672,OG12329,107,0
673,OG3856,373,0
674,OG14778,520,0
675,OG2998,976,1
676,OG6604,2405,0
677,OG18200,30,2
678,OG15790,365,0
679,OG1514,239,1
680,OG11676,1161,0
681,OG4881,606,0
682,OG9032,405,0
683,OG1524,413,2
684,OG3360,970,0
685,OG14685,245,1
686,OG16802,230,1
687,OG12554,596,0
688,OG9070,256,0
689,OG3519,276,0
690,OG7706,298,0
691,OG13028,1150,0
692,OG9510,547,0
693,OG8887,942,0
694,OG6656,328,0
695,OG15393,174,0
696,OG7295,535,2
697,OG14179,209,1
698,OG3109,461,0
699,OG2981,1516,1
700,OG7998,451,0
701,OG16384,402,0
702,OG8614,227,0
703,OG17658,159,0
704,OG17474,828,0
705,OG16573,81,0
706,OG16556,63,0
707,OG4447,279,0
708,OG3520,193,0
709,OG6999,445,0
710,OG13791,315,0
711,OG8625,743,1
712,OG16969,6,5
713,OG11338,525,0
714,OG4184,193,0
715,OG13235,113,0
716,OG17054,67,0
717,OG9163,634,0
718,OG5339,228,0
719,OG2002,502,0
720,OG2582,1256,0
721,OG5875,756,0
722,OG13344,108,0
723,OG15305,161,1
724,OG4300,871,0
725,OG5510,300,1
726,OG15562,15,5
727,OG15132,194,0
728,OG8085,129,0
729,OG18248,260,0
730,OG5562,625,1
731,OG10156,479,0
732,OG4597,11021,0
733,OG5656,546,1
734,OG17673,109,0
735,OG3445,756,0
736,OG5187,366,0
737,OG4899,1076,1
738,OG17400,70,0
739,OG2561,487,2
740,OG6442,1513,1
741,OG8839,158,0
742,OG14910,223,1
743,OG6877,562,0
744,OG6919,508,0
745,OG13260,362,0
746,OG1973,2447,2
747,OG4909,1039,0
748,OG4016,668,1
749,OG2610,1276,0
750,OG4866,522,0
751,OG1324,309,0
752,OG12131,49,0
753,OG6593,443,0
754,OG2734,850,0
755,OG4554,539,1
756,OG11224,87,0
757,OG15291,566,0
758,OG7053,683,0
759,OG7184,780,0
760,OG5823,212,0
761,OG16319,56,1
762,OG4353,922,0
763,OG4463,344,0
764,OG3910,1423,0
765,OG17442,236,0
766,OG4644,305,0
767,OG8602,158,0
768,OG5517,277,0
769,OG9516,551,2
770,OG13568,188,0
771,OG9815,264,0
772,OG15117,287,1
773,OG8928,156,1
774,OG5012,211,0
775,OG10479,136,0
776,OG14186,147,0
777,OG13066,655,0
778,OG4453,780,0
779,OG5025,1498,0
780,OG4307,762,2
781,OG11270,651,0
782,OG7027,214,0
783,OG2815,190,0
784,OG9284,725,0
785,OG2423,742,0
786,OG8633,300,0
787,OG4805,1160,0
788,OG4270,4917,1
789,OG18253,114,3
790,OG5936,108,0
791,OG3222,140,0
792,OG5966,352,0
793,OG16149,135,1
794,OG8687,857,0
795,OG14757,347,0
796,OG8301,110,0
797,OG7825,769,0
798,OG8313,352,1
799,OG6584,419,0
800,OG7898,586,0
801,OG15855,692,0
802,OG9572,226,0
803,OG14830,339,0
804,OG5470,632,0
805,OG13694,1132,0
806,OG15542,47,1
807,OG14464,230,0
808,OG4639,684,2
809,OG5113,212,0
810,OG1174,7587,0
811,OG4014,450,1
812,OG5033,1767,0
813,OG12342,204,0
814,OG14872,241,0
815,OG4888,3006,0
816,OG1887,5523,0
817,OG7432,207,0
818,OG7971,419,0
819,OG9951,210,0
820,OG5644,1275,0
821,OG11864,48,1
822,OG15068,34,0
823,OG14540,220,0
824,OG10906,103,0
825,OG9384,104,2
826,OG5362,946,0
827,OG11033,414,0
828,OG12758,37,0
829,OG9776,410,0
830,OG11653,70,0
831,OG1652,7859,0
832,OG8805,238,0
833,OG3844,511,0
834,OG3988,395,0
835,OG7085,732,1
836,OG2543,141,1
837,OG12246,468,0
838,OG3193,3297,0
839,OG2193,927,0
840,OG2240,969,0
841,OG8925,561,0
842,OG11083,157,0
843,OG13692,780,1
844,OG9823,484,0
845,OG13030,524,0
846,OG2650,2817,1
847,OG18548,476,0
848,OG5654,1648,0
849,OG11172,72,0
850,OG14650,527,0
851,OG16293,348,0
852,OG4786,637,1
853,OG1381,603,0
854,OG8194,993,1
855,OG10827,582,0
856,OG14312,151,0
857,OG12366,71,1
858,OG16635,107,1
859,OG16132,85,0
860,OG4773,846,0
861,OG3080,329,0
862,OG2085,1435,0
863,OG4690,140,0
864,OG3950,300,0
865,OG8360,526,0
866,OG7995,356,0
867,OG1497,157,0
868,OG5454,109,0
869,OG17387,82,0
870,OG5782,228,0
871,OG5941,1847,0
872,OG9643,610,0
873,OG8172,310,0
874,OG15457,330,0
875,OG13818,326,0
876,OG6994,715,0
877,OG8588,765,1
878,OG10238,317,0
879,OG6863,412,1
880,OG10627,824,0
881,OG9118,429,0
882,OG7742,188,0
883,OG15955,37,0
884,OG13810,110,0
885,OG7219,732,1
886,OG4841,397,0
887,OG5070,3043,0
888,OG16424,33,0
889,OG16796,148,0
890,OG5190,677,1
891,OG4898,295,0
892,OG17309,393,1
893,OG13396,56,0
894,OG2546,1121,0
895,OG7507,243,0
896,OG2700,905,0
897,OG1404,109,1
898,OG11524,241,1
899,OG9283,387,1
900,OG10443,249,0
901,OG2458,291,0
902,OG9558,228,0
903,OG15662,155,0
904,OG14695,234,0
905,OG9025,188,0
906,OG2553,619,1
907,OG2670,386,0
908,OG1965,3752,0
909,OG3346,863,0
910,OG2256,432,1
911,OG4004,170,0
912,OG2735,519,0
913,OG9405,52,0
914,OG7125,806,0
915,OG4283,1651,0
916,OG4583,293,0
917,OG4910,1049,1
918,OG14311,646,0
919,OG5672,291,0
920,OG13098,169,0
921,OG4587,906,2
922,OG11953,227,2
923,OG10307,568,0
924,OG14722,335,0
925,OG5883,230,0
926,OG9523,340,1
927,OG17906,115,1
928,OG6398,346,0
929,OG17995,98,0
930,OG9938,358,0
931,OG8517,296,1
932,OG6367,678,0
933,OG5951,924,0
934,OG3727,4140,0
935,OG17503,442,0
936,OG11113,398,0
937,OG8473,150,0
938,OG9847,408,1
939,OG8734,315,0
940,OG2120,490,0
941,OG11209,117,0
942,OG9480,398,2
943,OG15462,109,0
944,OG17731,60,0
945,OG3284,469,0
946,OG6025,280,0
947,OG5011,307,0
948,OG10898,623,0
949,OG3240,1214,0
950,OG13944,388,0
951,OG3675,757,0
952,OG7890,250,0
953,OG1622,1131,0
954,OG6859,95,0
955,OG10748,363,0
956,OG10899,173,0
957,OG4208,165,1
958,OG6244,131,0
959,OG6581,1573,0
960,OG3308,327,2
961,OG9993,156,0
962,OG7260,942,0
963,OG3704,109,0
964,OG5870,695,1
965,OG16142,209,0
966,OG16374,44,1
967,OG7620,45,2
968,OG4628,536,0
969,OG15667,263,0
970,OG13278,109,0
971,OG7822,243,0
972,OG2706,1062,0
973,OG13640,115,0
974,OG5224,438,0
975,OG13289,270,0
976,OG7383,304,1
977,OG13180,194,0
978,OG12690,243,0
979,OG15352,237,0
980,OG12968,299,1
981,OG2473,9569,0
982,OG6219,1218,0
983,OG5907,422,0
984,OG9011,262,0
985,OG1540,4995,0
986,OG1713,1182,0
987,OG7985,135,0
988,OG7487,2811,0
989,OG4730,6354,0
990,OG9654,288,1
991,OG14035,41,0
992,OG6698,415,1
993,OG4328,282,0
994,OG11399,268,0
995,OG15006,13,0
996,OG4147,297,1
997,OG11728,69,0
998,OG16774,238,0
999,OG5769,495,0
1000,OG4906,349,0
1001,OG12742,41,0
1002,OG3329,586,0
1003,OG14929,149,1
1004,OG12553,121,0
1005,OG3478,5776,2
1006,OG5156,1169,0
1007,OG18447,191,2
1008,OG5950,159,1
1009,OG4161,388,0
1010,OG1384,402,0
1011,OG4129,4325,1
1012,OG12312,197,0
1013,OG16805,132,2
1014,OG17650,76,1
1015,OG8668,187,0
1016,OG16074,157,0
1017,OG2651,561,0
1018,OG5733,1024,0
1019,OG4856,81,0
1020,OG1192,264,0
1021,OG5329,293,0
1022,OG2481,1170,0
1023,OG5046,329,0
1024,OG16609,247,1
1025,OG14834,126,0
1026,OG16763,106,1
1027,OG5451,1022,0
1028,OG3672,3092,0
1029,OG11186,60,0
1030,OG9797,496,0
1031,OG16246,274,2
1032,OG12604,820,0
1033,OG2309,558,1
1034,OG16088,152,0
1035,OG7694,392,3
1036,OG4858,236,0
1037,OG10964,155,1
1038,OG15461,346,0
1039,OG14590,146,0
1040,OG4226,524,0
1041,OG8405,754,0
1042,OG12026,371,1
1043,OG6196,1082,1
1044,OG5741,1311,1
1045,OG3755,556,0
1046,OG17768,363,0
1047,OG3229,626,1
1048,OG6673,494,0
1049,OG11936,194,1
1050,OG15208,210,1
1051,OG8229,396,0
1052,OG10120,768,0
1053,OG13830,120,0
1054,OG11304,339,0
1055,OG14696,325,1
1056,OG15990,220,0
1057,OG1881,544,0
1058,OG10047,427,1
1059,OG11926,248,0
1060,OG1662,1513,0
1061,OG2966,888,1
1062,OG2144,458,1
1063,OG13269,179,0
1064,OG2512,6452,0
1065,OG18139,81,1
1066,OG3461,966,1
1067,OG12981,220,0
1068,OG10913,20,0
1069,OG14327,292,0
1070,OG2873,294,0
1071,OG11354,89,0
1072,OG11102,235,0
1073,OG4387,2048,1
1074,OG3555,154,0
1075,OG9265,614,1
1076,OG15290,265,1
1077,OG10125,402,0
1078,OG9726,58,0
1079,OG7560,441,0
1080,OG6291,430,0
1081,OG15576,41,1
1082,OG16103,210,0
1083,OG12015,250,0
1084,OG15522,67,1
1085,OG4451,3855,3
1086,OG11837,564,0
1087,OG4566,306,0
1088,OG5800,575,0
1089,OG2608,2269,1
1090,OG12265,212,0
1091,OG3894,1578,1
1092,OG6222,1129,0
1093,OG10962,189,0
1094,OG2260,1769,0
1095,OG2942,432,0
1096,OG8799,221,0
1097,OG2425,314,2
1098,OG5279,248,0
1099,OG3108,979,0
1100,OG5818,235,0
1101,OG11032,94,0
1102,OG3720,544,0
1103,OG15125,83,1
1104,OG11392,193,1
1105,OG3627,392,2
1106,OG7121,331,0
1107,OG5301,492,0
1108,OG14879,632,0
1109,OG7941,531,0
1110,OG4411,168,1
1111,OG13171,89,0
1112,OG2701,243,0
1113,OG6959,1088,0
1114,OG6608,2417,0
1115,OG7001,500,0
1116,OG6684,345,3
1117,OG6638,236,0
1118,OG18193,160,0
1119,OG3057,319,0
1120,OG1573,97,4
1121,OG13758,368,0
1122,OG3951,3333,0
1123,OG9445,87,0
1124,OG7799,186,0
1125,OG10678,245,0
1126,OG14735,671,0
1127,OG13747,353,0
1128,OG3513,500,1
1129,OG13029,352,0
1130,OG4427,846,0
1131,OG5347,993,1
1132,OG7068,689,0
1133,OG9512,878,1
1134,OG1964,6590,0
1135,OG14371,36,0
1136,OG16507,135,0
1137,OG8408,174,0
1138,OG5018,438,0
1139,OG2947,733,2
1140,OG16032,111,0
1141,OG2639,847,1
1142,OG9339,72,0
1143,OG3808,794,0
1144,OG5014,744,0
1145,OG7636,281,0
1146,OG10610,563,0
1147,OG5597,399,0
1148,OG2254,1153,1
1149,OG3065,556,0
1150,OG4723,478,1
1151,OG13286,715,0
1152,OG1663,8565,0
1153,OG8326,511,0
1154,OG3486,156,0
1155,OG4901,573,0
1156,OG4987,283,0
1157,OG3939,1149,0
1158,OG8946,614,1
1159,OG4125,365,1
1160,OG5767,116,2
1161,OG10465,303,0
1162,OG17563,26,1
1163,OG15390,399,1
1164,OG11885,95,0
1165,OG3144,1928,1
1166,OG8713,232,0
1167,OG18284,298,0
1168,OG3497,141,0
1169,OG12515,53,0
1170,OG13273,572,0
1171,OG5902,3045,0
1172,OG9855,97,2
1173,OG9486,352,0
1174,OG6702,2055,2
1175,OG11611,252,3
1176,OG3873,146,0
1177,OG4002,371,0
1178,OG4323,532,0
1179,OG12104,460,0
1180,OG12823,136,0
1181,OG12266,267,2
1182,OG9015,775,3
1183,OG15682,72,0
1184,OG11590,294,0
1185,OG7242,354,0
1186,OG14485,422,1
1187,OG9125,160,0
1188,OG12706,240,0
1189,OG15974,43,0
1190,OG5498,93,1
1191,OG1360,1366,0
1192,OG11350,314,0
1193,OG15980,69,0
1194,OG5841,252,3
1195,OG14899,714,0
1196,OG16619,43,0
1197,OG8549,484,0
1198,OG7689,286,1
1199,OG1205,906,0
1200,OG5346,687,0
1201,OG11616,185,1
1202,OG12694,172,0
1203,OG7169,819,1
1204,OG11036,124,0
1205,OG17839,74,0
1206,OG9500,321,0
1207,OG5874,909,0
1208,OG6238,1059,0
1209,OG4766,85,1
1210,OG12408,23,1
1211,OG13784,96,0
1212,OG8457,251,0
1213,OG4777,400,0
1214,OG5755,713,1
1215,OG6416,235,0
1216,OG6106,678,1
1217,OG6645,1175,1
1218,OG2920,1533,0
1219,OG15470,75,0
1220,OG8358,1626,0
1221,OG2757,357,0
1222,OG10355,121,0
1223,OG7557,446,0
1224,OG13973,297,0
1225,OG4036,218,0
1226,OG4302,289,1
1227,OG3060,125,0
1228,OG17787,151,0
1229,OG5144,609,0
1230,OG3719,170,0
1231,OG3861,876,0
1232,OG14752,211,0
