panID	linked_unqiue_rxn
YOR054C	1
YOR065W	1
YOR074C	1
YOR095C	1
YOR099W	1
YOR100C	3
YOR120W	3
YOR125C	5
YOR126C	3
YOR128C	1
YOR130C	1
YOR136W	1
YOR142W	2
YOR143C	2
YOR155C	1
YOR163W	4
YOR168W	1
YOR175C	8
YOR176W	1
YOR184W	1
YOR192C	1
YOR202W	1
YOR209C	1
YOR221C	1
YOR236W	1
YOR241W	1
YOR245C	32
YOR273C	6
YOR278W	1
YOR303W	1
YOR311C	8
YOR317W	10
YOR323C	1
YOR332W	1
YOR335C	1
YOR347C	1
YOR348C	4
YOR360C	5
YOR388C	1
YPL015C	1
YPL023C	1
YPL028W	1
YPL036W	1
YPL040C	1
YPL053C	1
YPL057C	10
YPL059W	2
YPL069C	1
YPL078C	1
YPL087W	5
YPL091W	2
YPL092W	1
YPL097W	1
YPL104W	1
YPL110C	1
YPL111W	1
YPL117C	1
YPL134C	2
YPL147W	15
YPL148C	1
YPL160W	1
YPL172C	1
YPL188W	2
YPL189W	1
YPL206C	6
YPL212C	1
YPL214C	2
YPL231W	2
YPL234C	1
YPL244C	1
YPL252C	2
YPL262W	1
YPL265W	7
YPL268W	8
YPL271W	1
YPL273W	1
YPR001W	2
YPR002W	1
YPR006C	1
YPR020W	1
YPR021C	2
YPR026W	1
YPR033C	1
YPR035W	1
YPR036W	1
YPR048W	1
YPR060C	1
YPR062W	1
YPR069C	1
YPR113W	8
YPR121W	2
YPR128C	2
YPR140W	192
YPR145W	1
YPR156C	2
YPR160W	1
YPR167C	1
YPR183W	1
YPR184W	1
YPR191W	1
YPR192W	2
YMR058W	1
YDR538W	1
YDR539W	1
YJR024C	1
YPR118W	1
YAR069W-A	1
YHR214W-F	1
YDL040C	1
YGR147C	1
YHR013C	1
YNL332W	1
YDR071C	1
YFR055W	1
YDL166C	2
YDR020C	2
YCL005W-A	1
YJL180C	1
YLR393W	1
YNL315C	1
YOL077W-A	1
YJR069C	6
YML082W	4
YLR345W	2
YLR446W	8
YMR084W	1
YMR110C	19
YNL229C	1
YNR027W	1
YOL092W	9
YPL281C	1
YBR241C	3
YGL104C	3
YCL047C	1
YER141W	1
YHL012W	1
YMR095C	2
YDR231C	1
YGR062C	1
YHR116W	1
YCR087C-A	1
YLL018C-A	1
YPL132W	1
YDR387C	1
YCR068W	2
YAL035W	1
YLL001W	1
YNL036W	1
YDR105C	1
YDR456W	2
YBR001C	1
YDL024C	3
YDR242W	6
YDR441C	1
YJL200C	4
YOR283W	1
YAL039C	1
YKL087C	1
YAL061W	2
YBL080C	1
YBL091C	1
YLR244C	1
YBR022W	1
YMR087W	1
YBR046C	1
YBR070C	1
YGL047W	1
YBR111C	1
YDR352W	3
YBR222C	1
YBR229C	2
YBR235W	1
YBR243C	1
YBR281C	1
YNL191W	1
YBR295W	1
YCL017C	1
YCR011C	1
YNL331C	6
YOL165C	6
YPL088W	6
YEL031W	1
YNR073C	1
YER010C	2
YER042W	1
YER087W	1
YER163C	1
YHL018W	1
YHR008C	1
YHR109W	1
YDR440W	1
YHR119W	1
YJL168C	1
YIL023C	1
YMR243C	1
YIL043C	1
YML125C	1
YKL150W	1
YIR036C	1
YIR038C	1
YKR078W	2
YLL060C	1
YKL069W	1
YKL103C	2
YKL215C	1
YKL218C	1
YGR154C	2
YNL335W	1
YNL333W	1
YFR044C	2
YDL120W	1
YDL219W	2
YDL236W	1
YDR036C	2
YDR040C	1
YDR051C	1
YOL075C	1
YDR248C	1
YDR410C	1
YDR437W	1
YGR216C	1
YNL038W	1
YPL076W	1
YPL096C-A	1
YPL175W	1
YDR516C	2
YPL280W	1
YGL006W	1
YGL167C	1
YGL017W	1
YGL022W	1
YGL027C	1
YGL038C	1
YGL065C	2
YGL156W	2
YGL169W	1
YGL196W	1
YGR012W	1
YGR036C	1
YGR046W	1
YGR144W	1
YGR227W	1
YGR234W	2
YJL046W	2
YJL126W	1
YJR040W	1
YJR051W	3
YJR104C	1
YJR131W	2
YLR057W	2
YJR149W	1
YLR047C	1
YLR214W	1
YNR060W	1
YOL152W	1
YOR384W	1
YLL051C	1
YDR125C	1
YPR139C	1
YLR143W	1
YLR151C	1
YLR239C	2
YMR099C	1
YMR162C	9
YMR210W	1
YNL048W	2
YNL092W	1
YNL219C	2
YNL274C	1
YNR030W	1
YOL157C	5
YOR002W	1
YOR067C	1
YOR149C	1
YOR196C	2
YPL135W	1
YOR251C	1
YOR286W	1
YOR334W	1
YPL060W	1
YPL227C	1
YPR003C	1
YPR127W	1
YDR371W	1
YLR286C	1
YOR161C	1
YDR452W	3
YHR201C	2
YDR270W	1
YMR301C	1
YEL004W	1
YEL066W	1
YOL122C	2
YNL275W	1
YLR130C	1
YOL130W	1
YNL065W	5
YKR093W	12
YDR093W	9
YOR306C	1
YPR011C	1
YLL053C	1
YJL133W	1
YPR058W	1
YIL048W	8
Arthrobotrys_oligospora@Seq_2506	4
Arthrobotrys_oligospora@Seq_4180	4
Ashbya_aceri@Seq_3604	1
Botrytis_cinerea@Seq_5046	1
Metschnikowia_continentalis@Seq_6118	1
yHMPu5000034761_Lipomyces_lipofer@Seq_6191	1
yHMPu5000034952_Citeromyces_siamensis@Seq_10051	1
yHMPu5000035296_Priceomyces_carsonii@Seq_20	1
Lipomyces_starkeyi@Seq_4667	1
Sclerotinia_sclerotiorum@Seq_10133	1
yHMPu5000034749_Lipomyces_mesembrius@Seq_2116	1
yHMPu5000034749_Lipomyces_mesembrius@Seq_6687	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_4642	1
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_699	1
Candida_versatilis@Seq_3576	12
yHMPu5000034635_Nadsonia_fulvescens@Seq_2608	12
Coccidioides_immitis@Seq_9397	3
Lipomyces_starkeyi@Seq_7051	4
yHMPu5000035282_Trigonopsis_vinaria@Seq_3748	3
yHMPu5000035677_Kodamaea_ohmeri@Seq_944	19
Fusarium_graminearum@Seq_13005	1
Xylona_heveae@Seq_7098	1
yHMPu5000034761_Lipomyces_lipofer@Seq_2905	1
Aspergillus_nidulans@Seq_4959	1
Aspergillus_nidulans@Seq_7717	1
Babjeviella_inositovora@Seq_4035	2
Metschnikowia_santaceciliae@Seq_6081	1
Saitoella_complicata@Seq_4253	1
Spathaspora_hagerdaliae@Seq_1216	1
Stagonospora_nodorum@Seq_4247	1
Xylona_heveae@Seq_6271	1
yHMPu5000034655_Botryozyma_nematodophila@Seq_1807	1
yHMPu5000035665_Middelhovenomyces_tepae@Seq_575	1
Botrytis_cinerea@Seq_8263	2
Coccidioides_immitis@Seq_1315	1
yHMPu5000034655_Botryozyma_nematodophila@Seq_6484	1
Lachancea_mirantina@Seq_826	1
yHMPu5000034594_Starmera_quercuum@Seq_1985	1
yHMPu5000034594_Starmera_quercuum@Seq_2976	1
yHMPu5000034597_Candida_stellimalicola@Seq_2145	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_5704	1
yHMPu5000034952_Citeromyces_siamensis@Seq_4514	1
Candida_apicola@Seq_2135	1
Geotrichum_candidum@Seq_5627	1
Saitoella_complicata@Seq_2924	1
Sclerotinia_sclerotiorum@Seq_14158	1
Xylona_heveae@Seq_1039	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_3932	1
yHMPu5000034761_Lipomyces_lipofer@Seq_3620	1
Alloascoidea_hylecoeti@Seq_8346	12
Aspergillus_nidulans@Seq_3403	12
Aspergillus_nidulans@Seq_8344	12
Babjeviella_inositovora@Seq_4263	12
Coccidioides_immitis@Seq_5473	12
Stagonospora_nodorum@Seq_6426	12
yHMPu5000034655_Botryozyma_nematodophila@Seq_2449	12
yHMPu5000034661_Dipodascus_albidus@Seq_3608	12
yHMPu5000034999_Cephaloascus_fragrans@Seq_3823	12
yHMPu5000035665_Middelhovenomyces_tepae@Seq_2829	12
Aspergillus_nidulans@Seq_2088	11
Aspergillus_nidulans@Seq_2799	1
Fusarium_graminearum@Seq_7753	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_1134	5
yHMPu5000034673_Blastobotrys_nivea@Seq_6419	5
yHMPu5000034742_Lipomyces_suomiensis@Seq_130	5
yHMPu5000034761_Lipomyces_lipofer@Seq_1607	5
Aspergillus_nidulans@Seq_304	3
Aspergillus_nidulans@Seq_5582	3
Lachancea_nothofagi@Seq_1152	3
Lachancea_nothofagi@Seq_1209	3
Lachancea_nothofagi@Seq_1338	3
Sclerotinia_sclerotiorum@Seq_12832	5
Stagonospora_nodorum@Seq_3145	3
yHMPu5000034671_Blastobotrys_peoriensis@Seq_23	3
yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464	5
yHMPu5000034754_Lipomyces_arxii@Seq_7880	5
yHMPu5000034757_Lipomyces_doorenjongii@Seq_4851	3
Fusarium_graminearum@Seq_10210	1
Fusarium_graminearum@Seq_10534	1
Metschnikowia_hibisci@Seq_562	1
Neurospora_crassa@Seq_8057	1
yHMPu5000035665_Middelhovenomyces_tepae@Seq_1701	1
Metschnikowia_arizonensis@Seq_1293	1
Metschnikowia_continentalis@Seq_2491	1
yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_1250	1
yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_693	1
yHMPu5000034952_Citeromyces_siamensis@Seq_10997	1
Aspergillus_nidulans@Seq_7602	1
Botrytis_cinerea@Seq_10045	1
Botrytis_cinerea@Seq_15893	1
Fusarium_graminearum@Seq_11338	2
Sclerotinia_sclerotiorum@Seq_8683	1
Stagonospora_nodorum@Seq_5231	1
Stagonospora_nodorum@Seq_5620	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_4399	1
yHMPu5000041693_Debaryomyces_nepalensis@Seq_223	1
Arthrobotrys_oligospora@Seq_8175	2
Aspergillus_nidulans@Seq_3801	16
Aspergillus_nidulans@Seq_9189	1
Pichia_membranifaciens@Seq_3416	1
yHMPu5000034742_Lipomyces_suomiensis@Seq_5736	19
yHMPu5000034887_Ogataea_trehaloabstinens@Seq_3467	1
yHMPu5000034901_Ogataea_methylivora@Seq_3165	1
yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_4137	1
Ascoidea_asiatica@Seq_615	8
Aspergillus_nidulans@Seq_10090	10
Aspergillus_nidulans@Seq_4324	8
Candida_parapsilosis@Seq_3886	8
Coccidioides_immitis@Seq_4320	3
Fusarium_graminearum@Seq_1806	10
Lipomyces_starkeyi@Seq_8074	8
Metschnikowia_cerradonensis@Seq_1055	8
Nakazawaea_peltata@Seq_2761	8
Sclerotinia_sclerotiorum@Seq_8264	9
Yarrowia_keelungensis@Seq_3217	8
yHAB159_Kazachstania_solicola@Seq_19	8
yHMPu5000026142_Citeromyces_matritensis@Seq_5424	8
yHMPu5000026142_Citeromyces_matritensis@Seq_5771	8
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_980	9
yHMPu5000034625_Pichia_kudriavzevii@Seq_2148	8
yHMPu5000034631_Martiniozyma_abiesophila@Seq_10929	9
yHMPu5000034631_Martiniozyma_abiesophila@Seq_1206	8
yHMPu5000034631_Martiniozyma_abiesophila@Seq_12580	8
yHMPu5000034631_Martiniozyma_abiesophila@Seq_3015	8
yHMPu5000034631_Martiniozyma_abiesophila@Seq_6808	8
yHMPu5000034655_Botryozyma_nematodophila@Seq_9815	8
yHMPu5000034671_Blastobotrys_peoriensis@Seq_1022	8
yHMPu5000034673_Blastobotrys_nivea@Seq_6326	9
yHMPu5000034754_Lipomyces_arxii@Seq_620	9
yHMPu5000034754_Lipomyces_arxii@Seq_6365	8
yHMPu5000034754_Lipomyces_arxii@Seq_6741	9
yHMPu5000034760_Lipomyces_kononenkoae@Seq_1189	8
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_233	8
yHMPu5000034952_Citeromyces_siamensis@Seq_12537	8
yHMPu5000034952_Citeromyces_siamensis@Seq_8934	8
yHMPu5000034974_Deakozyma_indianensis@Seq_2743	9
yHMPu5000035261_Candida_ponderosae@Seq_6230	8
yHMPu5000035274_Wickerhamomyces_alni@Seq_1626	8
yHMPu5000035645_Yarrowia_divulgata@Seq_3641	8
yHMPu5000035699_Cyberlindnera_maclurae@Seq_5696	8
Botrytis_cinerea@Seq_12593	2
Fusarium_graminearum@Seq_7091	2
yHMPu5000035261_Candida_ponderosae@Seq_6229	3
Arthrobotrys_oligospora@Seq_5655	1
Aspergillus_nidulans@Seq_788	1
Botrytis_cinerea@Seq_2542	1
Candida_carpophila@Seq_2885	1
Candida_versatilis@Seq_252	1
Coccidioides_immitis@Seq_1350	1
Debaryomyces_hansenii@Seq_542	1
Fusarium_graminearum@Seq_9532	1
Metschnikowia_hamakuensis@Seq_3113	1
Metschnikowia_lockheadii@Seq_4677	1
Metschnikowia_santaceciliae@Seq_532	1
yHMPu5000034605_Spencermartinsiella_europaea@Seq_1974	1
yHMPu5000034605_Spencermartinsiella_europaea@Seq_3400	1
yHMPu5000034605_Spencermartinsiella_europaea@Seq_6352	1
yHMPu5000034631_Martiniozyma_abiesophila@Seq_8730	1
yHMPu5000034673_Blastobotrys_nivea@Seq_2796	1
yHMPu5000034673_Blastobotrys_nivea@Seq_487	1
yHMPu5000034673_Blastobotrys_nivea@Seq_5385	1
yHMPu5000034673_Blastobotrys_nivea@Seq_6694	1
yHMPu5000034952_Citeromyces_siamensis@Seq_12232	1
yHMPu5000035033_Candida_cretensis@Seq_2014	1
yHMPu5000035244_Candida_incommunis@Seq_591	1
Ascoidea_asiatica@Seq_6967	2
Metschnikowia_borealis@Seq_774	1
Schizosaccharomyces_pombe@Seq_2391	2
Stagonospora_nodorum@Seq_1493	1
Xylona_heveae@Seq_4257	2
yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_1708	2
yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_218	2
yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_5630	2
yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_6120	2
yHMPu5000026256_Zygotorulaspora_mrakii@Seq_2078	2
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_2256	2
yHMPu5000034631_Martiniozyma_abiesophila@Seq_9164	1
yHMPu5000034661_Dipodascus_albidus@Seq_1482	2
yHMPu5000034862_Zygotorulaspora_florentina@Seq_3196	1
yHMPu5000034891_Ogataea_pini@Seq_4935	1
yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_4113	1
yHMPu5000034952_Citeromyces_siamensis@Seq_4037	2
yHMPu5000034952_Citeromyces_siamensis@Seq_6012	2
yHMPu5000035040_Ambrosiozyma_maleeae@Seq_3192	1
yHMPu5000035261_Candida_ponderosae@Seq_3924	2
yHMPu5000035658_Starmera_amethionina@Seq_2597	2
Fusarium_graminearum@Seq_2249	2
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_838	1
yHMPu5000035658_Starmera_amethionina@Seq_3199	1
Starmerella_bombicola_JCM9596@Seq_2239	1
Aspergillus_nidulans@Seq_152	1
Lipomyces_starkeyi@Seq_2285	1
yHMPu5000034605_Spencermartinsiella_europaea@Seq_237	1
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_105	1
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3234	1
yHMPu5000034673_Blastobotrys_nivea@Seq_1924	1
Arthrobotrys_oligospora@Seq_5302	1
Aspergillus_nidulans@Seq_1491	2
Brettanomyces_anomalus@Seq_2407	2
Fusarium_graminearum@Seq_11119	2
Metschnikowia_matae_maris@Seq_153	2
Neurospora_crassa@Seq_845	2
Sporopachydermia_quercuum@Seq_296	2
yHAB158_Kazachstania_viticola@Seq_1985	2
yHAB158_Kazachstania_viticola@Seq_5227	3
yHMPu5000034665_Kodamaea_laetipori@Seq_3244	2
yHMPu5000035654_Tortispora_ganteri@Seq_2036	2
Arthrobotrys_oligospora@Seq_2955	1
Arthrobotrys_oligospora@Seq_4467	1
Arthrobotrys_oligospora@Seq_4781	2
Aspergillus_nidulans@Seq_2070	1
Aspergillus_nidulans@Seq_8261	1
Botrytis_cinerea@Seq_4729	1
Candida_versatilis@Seq_1302	2
Candida_versatilis@Seq_727	1
Fusarium_graminearum@Seq_7900	1
Lipomyces_starkeyi@Seq_1797	2
Lipomyces_starkeyi@Seq_2993	2
Metschnikowia_santaceciliae@Seq_2007	1
Sclerotinia_sclerotiorum@Seq_1019	1
yHMPu5000034605_Spencermartinsiella_europaea@Seq_5575	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_5515	1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_5910	2
yHMPu5000034742_Lipomyces_suomiensis@Seq_1682	1
yHMPu5000034757_Lipomyces_doorenjongii@Seq_1332	3
yHMPu5000034760_Lipomyces_kononenkoae@Seq_2845	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_4509	1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_5301	1
yHMPu5000034761_Lipomyces_lipofer@Seq_6383	1
yHMPu5000034885_Ogataea_zsoltii@Seq_1446	1
yHMPu5000034885_Ogataea_zsoltii@Seq_459	1
Botrytis_cinerea@Seq_11849	2
Schizosaccharomyces_pombe@Seq_1059	4
Xylona_heveae@Seq_242	2
Babjeviella_inositovora@Seq_3257	5
Botrytis_cinerea@Seq_16078	5
Coccidioides_immitis@Seq_2823	10
Fusarium_graminearum@Seq_11028	5
Fusarium_graminearum@Seq_2075	10
Fusarium_graminearum@Seq_28	10
Fusarium_graminearum@Seq_9299	5
Kluyveromyces_lactis@Seq_1820	5
Metschnikowia_bicuspidata@Seq_1748	5
Metschnikowia_bicuspidata@Seq_2201	5
Metschnikowia_dekortum@Seq_4089	5
Metschnikowia_ipomoeae@Seq_2058	5
Metschnikowia_ipomoeae@Seq_5638	5
Metschnikowia_matae@Seq_1829	5
